instrument,horizon,class,n,frac,below_floor,year
ES,3,NOT_APPLICABLE_AMBIGUOUS_PROXY,2,0.007751937984496124,True,2022.0
ES,5,DIRECT_BEARISH_EXPANSION,326,0.26547231270358307,False,
ES,5,DIRECT_BULLISH_EXPANSION,304,0.247557003257329,False,
ES,5,TWO_SIDED_BALANCED,160,0.13029315960912052,False,
ES,5,CONTINUATION_EXPANSION_PROXY_DIRECTION,135,0.10993485342019543,False,
ES,5,INITIAL_UPSIDE_BEARISH_REVERSAL,125,0.10179153094462541,False,
ES,5,INITIAL_DOWNSIDE_BULLISH_REVERSAL,79,0.06433224755700326,False,
ES,5,LATER_OPPOSITE_SIDE_TAKEOVER,54,0.043973941368078175,False,
ES,5,LATER_ORDERED_REVERSAL_AFTER_PROXY,28,0.02280130293159609,False,
ES,5,NOT_APPLICABLE_AMBIGUOUS_PROXY,10,0.008143322475570033,True,
ES,5,BALANCE_FAILURE_TO_EXPAND,7,0.005700325732899023,True,
ES,5,DIRECT_BEARISH_EXPANSION,40,0.20408163265306123,False,2018.0
ES,5,DIRECT_BULLISH_EXPANSION,38,0.19387755102040816,False,2018.0
ES,5,TWO_SIDED_BALANCED,34,0.17346938775510204,False,2018.0
ES,5,CONTINUATION_EXPANSION_PROXY_DIRECTION,27,0.1377551020408163,False,2018.0
ES,5,INITIAL_UPSIDE_BEARISH_REVERSAL,20,0.10204081632653061,False,2018.0
ES,5,INITIAL_DOWNSIDE_BULLISH_REVERSAL,14,0.07142857142857142,True,2018.0
ES,5,LATER_OPPOSITE_SIDE_TAKEOVER,14,0.07142857142857142,True,2018.0
ES,5,LATER_ORDERED_REVERSAL_AFTER_PROXY,4,0.02040816326530612,True,2018.0
ES,5,BALANCE_FAILURE_TO_EXPAND,3,0.015306122448979591,True,2018.0
ES,5,NOT_APPLICABLE_AMBIGUOUS_PROXY,2,0.01020408163265306,True,2018.0
ES,5,DIRECT_BEARISH_EXPANSION,85,0.32945736434108525,False,2019.0
ES,5,DIRECT_BULLISH_EXPANSION,72,0.27906976744186046,False,2019.0
ES,5,TWO_SIDED_BALANCED,32,0.12403100775193798,False,2019.0
ES,5,INITIAL_UPSIDE_BEARISH_REVERSAL,19,0.07364341085271318,True,2019.0
ES,5,INITIAL_DOWNSIDE_BULLISH_REVERSAL,18,0.06976744186046512,True,2019.0
ES,5,CONTINUATION_EXPANSION_PROXY_DIRECTION,15,0.05813953488372093,True,2019.0
ES,5,LATER_OPPOSITE_SIDE_TAKEOVER,13,0.050387596899224806,True,2019.0
ES,5,LATER_ORDERED_REVERSAL_AFTER_PROXY,3,0.011627906976744186,True,2019.0
ES,5,NOT_APPLICABLE_AMBIGUOUS_PROXY,1,0.003875968992248062,True,2019.0
ES,5,DIRECT_BEARISH_EXPANSION,63,0.2441860465116279,False,2020.0
ES,5,DIRECT_BULLISH_EXPANSION,60,0.23255813953488372,False,2020.0
ES,5,CONTINUATION_EXPANSION_PROXY_DIRECTION,38,0.14728682170542637,False,2020.0
ES,5,TWO_SIDED_BALANCED,34,0.13178294573643412,False,2020.0
ES,5,INITIAL_UPSIDE_BEARISH_REVERSAL,23,0.08914728682170543,False,2020.0
ES,5,INITIAL_DOWNSIDE_BULLISH_REVERSAL,15,0.05813953488372093,True,2020.0
ES,5,LATER_OPPOSITE_SIDE_TAKEOVER,13,0.050387596899224806,True,2020.0
ES,5,LATER_ORDERED_REVERSAL_AFTER_PROXY,8,0.031007751937984496,True,2020.0
ES,5,NOT_APPLICABLE_AMBIGUOUS_PROXY,3,0.011627906976744186,True,2020.0
ES,5,BALANCE_FAILURE_TO_EXPAND,1,0.003875968992248062,True,2020.0
ES,5,DIRECT_BEARISH_EXPANSION,70,0.2713178294573643,False,2021.0
ES,5,DIRECT_BULLISH_EXPANSION,70,0.2713178294573643,False,2021.0
ES,5,TWO_SIDED_BALANCED,29,0.1124031007751938,False,2021.0
ES,5,CONTINUATION_EXPANSION_PROXY_DIRECTION,29,0.1124031007751938,False,2021.0
ES,5,INITIAL_UPSIDE_BEARISH_REVERSAL,28,0.10852713178294573,False,2021.0
ES,5,INITIAL_DOWNSIDE_BULLISH_REVERSAL,19,0.07364341085271318,True,2021.0
ES,5,LATER_ORDERED_REVERSAL_AFTER_PROXY,5,0.01937984496124031,True,2021.0
ES,5,LATER_OPPOSITE_SIDE_TAKEOVER,5,0.01937984496124031,True,2021.0
ES,5,NOT_APPLICABLE_AMBIGUOUS_PROXY,2,0.007751937984496124,True,2021.0
ES,5,BALANCE_FAILURE_TO_EXPAND,1,0.003875968992248062,True,2021.0
ES,5,DIRECT_BEARISH_EXPANSION,68,0.26356589147286824,False,2022.0
ES,5,DIRECT_BULLISH_EXPANSION,64,0.24806201550387597,False,2022.0
ES,5,INITIAL_UPSIDE_BEARISH_REVERSAL,35,0.13565891472868216,False,2022.0
ES,5,TWO_SIDED_BALANCED,31,0.12015503875968993,False,2022.0
ES,5,CONTINUATION_EXPANSION_PROXY_DIRECTION,26,0.10077519379844961,False,2022.0
ES,5,INITIAL_DOWNSIDE_BULLISH_REVERSAL,13,0.050387596899224806,True,2022.0
ES,5,LATER_OPPOSITE_SIDE_TAKEOVER,9,0.03488372093023256,True,2022.0
ES,5,LATER_ORDERED_REVERSAL_AFTER_PROXY,8,0.031007751937984496,True,2022.0
ES,5,BALANCE_FAILURE_TO_EXPAND,2,0.007751937984496124,True,2022.0
ES,5,NOT_APPLICABLE_AMBIGUOUS_PROXY,2,0.007751937984496124,True,2022.0
ES,10,DIRECT_BEARISH_EXPANSION,284,0.23164763458401305,False,
ES,10,DIRECT_BULLISH_EXPANSION,282,0.2300163132137031,False,
ES,10,INITIAL_UPSIDE_BEARISH_REVERSAL,168,0.1370309951060359,False,
ES,10,TWO_SIDED_BALANCED,156,0.1272430668841762,False,
ES,10,CONTINUATION_EXPANSION_PROXY_DIRECTION,120,0.09787928221859707,False,
ES,10,INITIAL_DOWNSIDE_BULLISH_REVERSAL,103,0.08401305057096248,False,
ES,10,LATER_OPPOSITE_SIDE_TAKEOVER,58,0.04730831973898858,False,
ES,10,LATER_ORDERED_REVERSAL_AFTER_PROXY,45,0.0367047308319739,False,
ES,10,NOT_APPLICABLE_AMBIGUOUS_PROXY,10,0.008156606851549755,True,
ES,10,DIRECT_BULLISH_EXPANSION,42,0.21428571428571427,False,2018.0
ES,10,DIRECT_BEARISH_EXPANSION,37,0.18877551020408162,False,2018.0
ES,10,CONTINUATION_EXPANSION_PROXY_DIRECTION,25,0.12755102040816327,False,2018.0
ES,10,TWO_SIDED_BALANCED,24,0.12244897959183673,False,2018.0
ES,10,INITIAL_UPSIDE_BEARISH_REVERSAL,22,0.11224489795918367,False,2018.0
ES,10,INITIAL_DOWNSIDE_BULLISH_REVERSAL,21,0.10714285714285714,False,2018.0
ES,10,LATER_OPPOSITE_SIDE_TAKEOVER,16,0.08163265306122448,True,2018.0
ES,10,LATER_ORDERED_REVERSAL_AFTER_PROXY,7,0.03571428571428571,True,2018.0
ES,10,NOT_APPLICABLE_AMBIGUOUS_PROXY,2,0.01020408163265306,True,2018.0
ES,10,DIRECT_BULLISH_EXPANSION,72,0.27906976744186046,False,2019.0
ES,10,DIRECT_BEARISH_EXPANSION,69,0.26744186046511625,False,2019.0
ES,10,TWO_SIDED_BALANCED,36,0.13953488372093023,False,2019.0
ES,10,INITIAL_DOWNSIDE_BULLISH_REVERSAL,25,0.09689922480620156,False,2019.0
ES,10,INITIAL_UPSIDE_BEARISH_REVERSAL,24,0.09302325581395349,False,2019.0
ES,10,LATER_OPPOSITE_SIDE_TAKEOVER,14,0.05426356589147287,True,2019.0
ES,10,CONTINUATION_EXPANSION_PROXY_DIRECTION,11,0.04263565891472868,True,2019.0
ES,10,LATER_ORDERED_REVERSAL_AFTER_PROXY,6,0.023255813953488372,True,2019.0
ES,10,NOT_APPLICABLE_AMBIGUOUS_PROXY,1,0.003875968992248062,True,2019.0
ES,10,DIRECT_BULLISH_EXPANSION,55,0.21484375,False,2020.0
ES,10,DIRECT_BEARISH_EXPANSION,50,0.1953125,False,2020.0
ES,10,INITIAL_UPSIDE_BEARISH_REVERSAL,37,0.14453125,False,2020.0
ES,10,TWO_SIDED_BALANCED,33,0.12890625,False,2020.0
ES,10,CONTINUATION_EXPANSION_PROXY_DIRECTION,32,0.125,False,2020.0
ES,10,INITIAL_DOWNSIDE_BULLISH_REVERSAL,19,0.07421875,True,2020.0
ES,10,LATER_OPPOSITE_SIDE_TAKEOVER,14,0.0546875,True,2020.0
ES,10,LATER_ORDERED_REVERSAL_AFTER_PROXY,13,0.05078125,True,2020.0
ES,10,NOT_APPLICABLE_AMBIGUOUS_PROXY,3,0.01171875,True,2020.0
ES,10,DIRECT_BEARISH_EXPANSION,66,0.2558139534883721,False,2021.0
ES,10,DIRECT_BULLISH_EXPANSION,63,0.2441860465116279,False,2021.0
ES,10,INITIAL_UPSIDE_BEARISH_REVERSAL,35,0.13565891472868216,False,2021.0
ES,10,TWO_SIDED_BALANCED,30,0.11627906976744186,False,2021.0
ES,10,CONTINUATION_EXPANSION_PROXY_DIRECTION,27,0.10465116279069768,False,2021.0
ES,10,INITIAL_DOWNSIDE_BULLISH_REVERSAL,22,0.08527131782945736,False,2021.0
ES,10,LATER_ORDERED_REVERSAL_AFTER_PROXY,8,0.031007751937984496,True,2021.0
ES,10,LATER_OPPOSITE_SIDE_TAKEOVER,5,0.01937984496124031,True,2021.0
ES,10,NOT_APPLICABLE_AMBIGUOUS_PROXY,2,0.007751937984496124,True,2021.0
ES,10,DIRECT_BEARISH_EXPANSION,62,0.24031007751937986,False,2022.0
ES,10,DIRECT_BULLISH_EXPANSION,50,0.1937984496124031,False,2022.0
ES,10,INITIAL_UPSIDE_BEARISH_REVERSAL,50,0.1937984496124031,False,2022.0
ES,10,TWO_SIDED_BALANCED,33,0.12790697674418605,False,2022.0
ES,10,CONTINUATION_EXPANSION_PROXY_DIRECTION,25,0.09689922480620156,False,2022.0
ES,10,INITIAL_DOWNSIDE_BULLISH_REVERSAL,16,0.06201550387596899,True,2022.0
ES,10,LATER_ORDERED_REVERSAL_AFTER_PROXY,11,0.04263565891472868,True,2022.0
ES,10,LATER_OPPOSITE_SIDE_TAKEOVER,9,0.03488372093023256,True,2022.0
ES,10,NOT_APPLICABLE_AMBIGUOUS_PROXY,2,0.007751937984496124,True,2022.0
ES,15,DIRECT_BEARISH_EXPANSION,278,0.2267536704730832,False,
ES,15,DIRECT_BULLISH_EXPANSION,278,0.2267536704730832,False,
ES,15,INITIAL_UPSIDE_BEARISH_REVERSAL,179,0.14600326264274063,False,
ES,15,TWO_SIDED_BALANCED,141,0.11500815660685156,False,
ES,15,INITIAL_DOWNSIDE_BULLISH_REVERSAL,117,0.09543230016313213,False,
ES,15,CONTINUATION_EXPANSION_PROXY_DIRECTION,112,0.09135399673735727,False,
ES,15,LATER_OPPOSITE_SIDE_TAKEOVER,58,0.04730831973898858,False,
ES,15,LATER_ORDERED_REVERSAL_AFTER_PROXY,53,0.0432300163132137,False,
ES,15,NOT_APPLICABLE_AMBIGUOUS_PROXY,10,0.008156606851549755,True,
ES,15,DIRECT_BULLISH_EXPANSION,40,0.20408163265306123,False,2018.0
ES,15,DIRECT_BEARISH_EXPANSION,38,0.19387755102040816,False,2018.0
ES,15,INITIAL_UPSIDE_BEARISH_REVERSAL,26,0.1326530612244898,False,2018.0
ES,15,CONTINUATION_EXPANSION_PROXY_DIRECTION,23,0.11734693877551021,False,2018.0
ES,15,INITIAL_DOWNSIDE_BULLISH_REVERSAL,21,0.10714285714285714,False,2018.0
ES,15,TWO_SIDED_BALANCED,21,0.10714285714285714,False,2018.0
ES,15,LATER_OPPOSITE_SIDE_TAKEOVER,16,0.08163265306122448,True,2018.0
ES,15,LATER_ORDERED_REVERSAL_AFTER_PROXY,9,0.04591836734693878,True,2018.0
ES,15,NOT_APPLICABLE_AMBIGUOUS_PROXY,2,0.01020408163265306,True,2018.0
ES,15,DIRECT_BULLISH_EXPANSION,70,0.2713178294573643,False,2019.0
ES,15,DIRECT_BEARISH_EXPANSION,70,0.2713178294573643,False,2019.0
ES,15,TWO_SIDED_BALANCED,30,0.11627906976744186,False,2019.0
ES,15,INITIAL_DOWNSIDE_BULLISH_REVERSAL,29,0.1124031007751938,False,2019.0
ES,15,INITIAL_UPSIDE_BEARISH_REVERSAL,27,0.10465116279069768,False,2019.0
ES,15,LATER_OPPOSITE_SIDE_TAKEOVER,14,0.05426356589147287,True,2019.0
ES,15,CONTINUATION_EXPANSION_PROXY_DIRECTION,10,0.03875968992248062,True,2019.0
ES,15,LATER_ORDERED_REVERSAL_AFTER_PROXY,7,0.027131782945736434,True,2019.0
ES,15,NOT_APPLICABLE_AMBIGUOUS_PROXY,1,0.003875968992248062,True,2019.0
ES,15,DIRECT_BULLISH_EXPANSION,52,0.203125,False,2020.0
ES,15,DIRECT_BEARISH_EXPANSION,49,0.19140625,False,2020.0
ES,15,INITIAL_UPSIDE_BEARISH_REVERSAL,40,0.15625,False,2020.0
ES,15,CONTINUATION_EXPANSION_PROXY_DIRECTION,30,0.1171875,False,2020.0
ES,15,TWO_SIDED_BALANCED,28,0.109375,False,2020.0
ES,15,INITIAL_DOWNSIDE_BULLISH_REVERSAL,25,0.09765625,False,2020.0
ES,15,LATER_ORDERED_REVERSAL_AFTER_PROXY,15,0.05859375,True,2020.0
ES,15,LATER_OPPOSITE_SIDE_TAKEOVER,14,0.0546875,True,2020.0
ES,15,NOT_APPLICABLE_AMBIGUOUS_PROXY,3,0.01171875,True,2020.0
ES,15,DIRECT_BULLISH_EXPANSION,64,0.24806201550387597,False,2021.0
ES,15,DIRECT_BEARISH_EXPANSION,57,0.22093023255813954,False,2021.0
ES,15,INITIAL_UPSIDE_BEARISH_REVERSAL,38,0.14728682170542637,False,2021.0
ES,15,TWO_SIDED_BALANCED,30,0.11627906976744186,False,2021.0
ES,15,INITIAL_DOWNSIDE_BULLISH_REVERSAL,27,0.10465116279069768,False,2021.0
ES,15,CONTINUATION_EXPANSION_PROXY_DIRECTION,25,0.09689922480620156,False,2021.0
ES,15,LATER_ORDERED_REVERSAL_AFTER_PROXY,10,0.03875968992248062,True,2021.0
ES,15,LATER_OPPOSITE_SIDE_TAKEOVER,5,0.01937984496124031,True,2021.0
ES,15,NOT_APPLICABLE_AMBIGUOUS_PROXY,2,0.007751937984496124,True,2021.0
ES,15,DIRECT_BEARISH_EXPANSION,64,0.24806201550387597,False,2022.0
ES,15,DIRECT_BULLISH_EXPANSION,52,0.20155038759689922,False,2022.0
ES,15,INITIAL_UPSIDE_BEARISH_REVERSAL,48,0.18604651162790697,False,2022.0
ES,15,TWO_SIDED_BALANCED,32,0.12403100775193798,False,2022.0
ES,15,CONTINUATION_EXPANSION_PROXY_DIRECTION,24,0.09302325581395349,False,2022.0
ES,15,INITIAL_DOWNSIDE_BULLISH_REVERSAL,15,0.05813953488372093,True,2022.0
ES,15,LATER_ORDERED_REVERSAL_AFTER_PROXY,12,0.046511627906976744,True,2022.0
ES,15,LATER_OPPOSITE_SIDE_TAKEOVER,9,0.03488372093023256,True,2022.0
ES,15,NOT_APPLICABLE_AMBIGUOUS_PROXY,2,0.007751937984496124,True,2022.0
ES,30,DIRECT_BEARISH_EXPANSION,273,0.2226753670473083,False,
ES,30,DIRECT_BULLISH_EXPANSION,268,0.21859706362153344,False,
ES,30,INITIAL_UPSIDE_BEARISH_REVERSAL,192,0.1566068515497553,False,
ES,30,INITIAL_DOWNSIDE_BULLISH_REVERSAL,139,0.1133768352365416,False,
ES,30,TWO_SIDED_BALANCED,121,0.09869494290375204,False,
ES,30,CONTINUATION_EXPANSION_PROXY_DIRECTION,102,0.08319738988580751,False,
ES,30,LATER_ORDERED_REVERSAL_AFTER_PROXY,61,0.049755301794453505,False,
ES,30,LATER_OPPOSITE_SIDE_TAKEOVER,60,0.048939641109298535,False,
ES,30,NOT_APPLICABLE_AMBIGUOUS_PROXY,10,0.008156606851549755,True,
ES,30,DIRECT_BEARISH_EXPANSION,41,0.20918367346938777,False,2018.0
ES,30,DIRECT_BULLISH_EXPANSION,36,0.1836734693877551,False,2018.0
ES,30,INITIAL_UPSIDE_BEARISH_REVERSAL,28,0.14285714285714285,False,2018.0
ES,30,INITIAL_DOWNSIDE_BULLISH_REVERSAL,27,0.1377551020408163,False,2018.0
ES,30,LATER_OPPOSITE_SIDE_TAKEOVER,18,0.09183673469387756,True,2018.0
ES,30,CONTINUATION_EXPANSION_PROXY_DIRECTION,18,0.09183673469387756,True,2018.0
ES,30,TWO_SIDED_BALANCED,14,0.07142857142857142,True,2018.0
ES,30,LATER_ORDERED_REVERSAL_AFTER_PROXY,12,0.061224489795918366,True,2018.0
ES,30,NOT_APPLICABLE_AMBIGUOUS_PROXY,2,0.01020408163265306,True,2018.0
ES,30,DIRECT_BEARISH_EXPANSION,75,0.29069767441860467,False,2019.0
ES,30,DIRECT_BULLISH_EXPANSION,63,0.2441860465116279,False,2019.0
ES,30,INITIAL_UPSIDE_BEARISH_REVERSAL,33,0.12790697674418605,False,2019.0
ES,30,INITIAL_DOWNSIDE_BULLISH_REVERSAL,31,0.12015503875968993,False,2019.0
ES,30,TWO_SIDED_BALANCED,24,0.09302325581395349,False,2019.0
ES,30,LATER_OPPOSITE_SIDE_TAKEOVER,14,0.05426356589147287,True,2019.0
ES,30,CONTINUATION_EXPANSION_PROXY_DIRECTION,10,0.03875968992248062,True,2019.0
ES,30,LATER_ORDERED_REVERSAL_AFTER_PROXY,7,0.027131782945736434,True,2019.0
ES,30,NOT_APPLICABLE_AMBIGUOUS_PROXY,1,0.003875968992248062,True,2019.0
ES,30,DIRECT_BULLISH_EXPANSION,56,0.21875,False,2020.0
ES,30,DIRECT_BEARISH_EXPANSION,44,0.171875,False,2020.0
ES,30,INITIAL_UPSIDE_BEARISH_REVERSAL,40,0.15625,False,2020.0
ES,30,CONTINUATION_EXPANSION_PROXY_DIRECTION,29,0.11328125,False,2020.0
ES,30,INITIAL_DOWNSIDE_BULLISH_REVERSAL,29,0.11328125,False,2020.0
ES,30,TWO_SIDED_BALANCED,25,0.09765625,False,2020.0
ES,30,LATER_ORDERED_REVERSAL_AFTER_PROXY,16,0.0625,True,2020.0
ES,30,LATER_OPPOSITE_SIDE_TAKEOVER,14,0.0546875,True,2020.0
ES,30,NOT_APPLICABLE_AMBIGUOUS_PROXY,3,0.01171875,True,2020.0
ES,30,DIRECT_BULLISH_EXPANSION,64,0.24806201550387597,False,2021.0
ES,30,DIRECT_BEARISH_EXPANSION,53,0.2054263565891473,False,2021.0
ES,30,INITIAL_UPSIDE_BEARISH_REVERSAL,40,0.15503875968992248,False,2021.0
ES,30,INITIAL_DOWNSIDE_BULLISH_REVERSAL,30,0.11627906976744186,False,2021.0
ES,30,TWO_SIDED_BALANCED,29,0.1124031007751938,False,2021.0
ES,30,CONTINUATION_EXPANSION_PROXY_DIRECTION,23,0.08914728682170543,False,2021.0
ES,30,LATER_ORDERED_REVERSAL_AFTER_PROXY,12,0.046511627906976744,True,2021.0
ES,30,LATER_OPPOSITE_SIDE_TAKEOVER,5,0.01937984496124031,True,2021.0
