instrument,ema_session_definition,ema_span,approach_side,time_stratum,year,n_events,same_bar_rej_minus_brk,barrier0.5_rej_minus_brk_first_rate,barrier1.0_rej_minus_brk_first_rate,median_signed_close_atr,sign
ES,FULL_SESSION_EMA,21,FROM_BELOW,MIDDAY,2021,166,-0.12048192771084337,-0.1746987951807229,-0.0783132530120482,-0.2741166044172206,-1.0
ES,FULL_SESSION_EMA,21,FROM_BELOW,MIDDAY,2022,172,0.11627906976744186,0.05813953488372093,0.005813953488372093,0.045757508093506725,1.0
ES,FULL_SESSION_EMA,21,FROM_BELOW,AFTERNOON,2018,202,0.10891089108910891,0.12871287128712872,0.04950495049504951,-0.042825285271568245,-1.0
ES,FULL_SESSION_EMA,21,FROM_BELOW,AFTERNOON,2019,179,0.07262569832402235,0.00558659217877095,0.00558659217877095,-0.1557372237425437,-1.0
ES,FULL_SESSION_EMA,21,FROM_BELOW,AFTERNOON,2020,173,0.005780346820809248,0.07514450867052024,0.08092485549132948,-0.18132411514757027,-1.0
ES,FULL_SESSION_EMA,21,FROM_BELOW,AFTERNOON,2021,157,0.044585987261146494,0.1337579617834395,0.15286624203821655,0.040485013895154284,1.0
ES,FULL_SESSION_EMA,21,FROM_BELOW,AFTERNOON,2022,186,-0.010752688172043012,0.04838709677419355,-0.053763440860215055,-0.08998648724481086,-1.0
ES,FULL_SESSION_EMA,21,FROM_BELOW,ALL_RTH,2018,618,0.05501618122977346,0.042071197411003236,0.07605177993527508,0.10712408879511176,1.0
ES,FULL_SESSION_EMA,21,FROM_BELOW,ALL_RTH,2019,591,0.028764805414551606,0.043993231810490696,0.001692047377326565,-0.06101720223906534,-1.0
ES,FULL_SESSION_EMA,21,FROM_BELOW,ALL_RTH,2020,569,-0.005272407732864675,0.050966608084358524,0.05799648506151142,-0.20656964377839257,-1.0
ES,FULL_SESSION_EMA,21,FROM_BELOW,ALL_RTH,2021,542,-0.02214022140221402,-0.005535055350553505,0.055350553505535055,-0.13612320180879553,-1.0
