instrument,level_id,horizon,b,n,continuation_first_rate,reversal_first_rate,same_bar_tie_rate,neither_rate
NQ,UPPER_k3,1,0.5,826,0.35714285714285715,0.32082324455205813,0.2784503631961259,0.043583535108958835
NQ,UPPER_k3,2,0.5,826,0.3668280871670702,0.3389830508474576,0.2796610169491525,0.014527845036319613
NQ,UPPER_k3,3,0.5,826,0.3704600484261501,0.34261501210653755,0.2796610169491525,0.007263922518159807
NQ,UPPER_k3,4,0.5,826,0.37167070217917675,0.34382566585956414,0.2796610169491525,0.004842615012106538
NQ,UPPER_k3,5,0.5,826,0.37167070217917675,0.34382566585956414,0.2796610169491525,0.004842615012106538
NQ,UPPER_k3,10,0.5,826,0.37530266343825663,0.34382566585956414,0.2796610169491525,0.0012106537530266344
NQ,UPPER_k3,15,0.5,826,0.3765133171912833,0.34382566585956414,0.2796610169491525,0.0
NQ,UPPER_k3,20,0.5,826,0.3765133171912833,0.34382566585956414,0.2796610169491525,0.0
NQ,UPPER_k3,30,0.5,826,0.3765133171912833,0.34382566585956414,0.2796610169491525,0.0
NQ,UPPER_k3,60,0.5,826,0.3765133171912833,0.34382566585956414,0.2796610169491525,0.0
NQ,UPPER_k3,120,0.5,826,0.3765133171912833,0.34382566585956414,0.2796610169491525,0.0
ES,LOWER_k0,1,1.0,1086,0.3692449355432781,0.3747697974217311,0.13904235727440148,0.11694290976058933
ES,LOWER_k0,2,1.0,1086,0.40331491712707185,0.40515653775322286,0.1408839779005525,0.05064456721915286
ES,LOWER_k0,3,1.0,1086,0.4134438305709024,0.4180478821362799,0.1408839779005525,0.027624309392265192
ES,LOWER_k0,4,1.0,1086,0.4180478821362799,0.425414364640884,0.141804788213628,0.014732965009208104
