instrument,level_id,year,activation_window,horizon,touches,continuation_first_rate,reversal_first_rate,cont_minus_rev_diff,median_signed_close,same_bar_reversal_rate,same_bar_blast_through_rate,mean_annual_effect,sd_annual_effect,n_years_within_1sd,n_years_with_pooled_sign,max_annual_effect,min_annual_effect,is_2020_largest_abs,one_year_gt_35pct_touches
ES,LOWER_k1,2022,2,2,86,0.4117647058823529,0.35294117647058826,0.058823529411764705,-0.35729131259904534,0.45348837209302323,0.5465116279069767,-0.03848935275690059,0.09517118240125907,3,2,0.058823529411764705,-0.16279069767441862,True,False
ES,LOWER_k2,2018,2,2,42,0.30952380952380953,0.42857142857142855,-0.11904761904761904,-0.6145760245233305,0.4523809523809524,0.5476190476190477,-0.036259018759018755,0.14474196228456973,4,3,0.16666666666666666,-0.17777777777777778,True,False
ES,LOWER_k2,2019,2,2,44,0.47619047619047616,0.30952380952380953,0.16666666666666666,0.7312617229931675,0.5454545454545454,0.45454545454545453,-0.036259018759018755,0.14474196228456973,4,3,0.16666666666666666,-0.17777777777777778,True,False
ES,LOWER_k2,2020,2,2,45,0.3111111111111111,0.4888888888888889,-0.17777777777777778,-1.0255813167605083,0.6444444444444445,0.35555555555555557,-0.036259018759018755,0.14474196228456973,4,3,0.16666666666666666,-0.17777777777777778,True,False
ES,LOWER_k2,2021,2,2,44,0.2727272727272727,0.38636363636363635,-0.11363636363636363,-0.83099933339372,0.6136363636363636,0.38636363636363635,-0.036259018759018755,0.14474196228456973,4,3,0.16666666666666666,-0.17777777777777778,True,False
ES,LOWER_k2,2022,2,2,48,0.3958333333333333,0.3333333333333333,0.0625,1.921133785519487,0.5208333333333334,0.4791666666666667,-0.036259018759018755,0.14474196228456973,4,3,0.16666666666666666,-0.17777777777777778,True,False
ES,LOWER_k3,2018,2,2,24,0.20833333333333334,0.5,-0.2916666666666667,-0.915182247363191,0.5,0.5,-0.01590909090909091,0.16855847802538218,3,1,0.16666666666666666,-0.2916666666666667,False,False
ES,LOWER_k3,2019,2,2,22,0.45454545454545453,0.4090909090909091,0.045454545454545456,0.3860065916558142,0.4090909090909091,0.5909090909090909,-0.01590909090909091,0.16855847802538218,3,1,0.16666666666666666,-0.2916666666666667,False,False
ES,LOWER_k3,2020,2,2,24,0.4583333333333333,0.2916666666666667,0.16666666666666666,-0.7457844722196114,0.6666666666666666,0.3333333333333333,-0.01590909090909091,0.16855847802538218,3,1,0.16666666666666666,-0.2916666666666667,False,False
ES,LOWER_k3,2021,2,2,23,0.34782608695652173,0.34782608695652173,0.0,-1.5808603380482964,0.6521739130434783,0.34782608695652173,-0.01590909090909091,0.16855847802538218,3,1,0.16666666666666666,-0.2916666666666667,False,False
ES,LOWER_k3,2022,2,2,35,0.42857142857142855,0.42857142857142855,0.0,0.8221542671481075,0.5428571428571428,0.45714285714285713,-0.01590909090909091,0.16855847802538218,3,1,0.16666666666666666,-0.2916666666666667,False,False
ES,UPPER_k0,2018,2,2,144,0.3732394366197183,0.38028169014084506,-0.007042253521126761,0.23749999999995453,0.45774647887323944,0.5422535211267606,0.020860792042877857,0.10833902896252352,3,2,0.1388888888888889,-0.1044776119402985,False,False
ES,UPPER_k0,2019,2,2,134,0.3656716417910448,0.4701492537313433,-0.1044776119402985,-0.08749999999986358,0.5757575757575758,0.42424242424242425,0.020860792042877857,0.10833902896252352,3,2,0.1388888888888889,-0.1044776119402985,False,False
ES,UPPER_k0,2020,2,2,143,0.37681159420289856,0.427536231884058,-0.050724637681159424,0.23749999999995453,0.5524475524475524,0.44755244755244755,0.020860792042877857,0.10833902896252352,3,2,0.1388888888888889,-0.1044776119402985,False,False
ES,UPPER_k0,2021,2,2,142,0.48226950354609927,0.3546099290780142,0.1276595744680851,0.1750000000001819,0.4014084507042254,0.5985915492957746,0.020860792042877857,0.10833902896252352,3,2,0.1388888888888889,-0.1044776119402985,False,False
ES,UPPER_k0,2022,2,2,144,0.5138888888888888,0.375,0.1388888888888889,0.4499999999998181,0.4859154929577465,0.5140845070422535,0.020860792042877857,0.10833902896252352,3,2,0.1388888888888889,-0.1044776119402985,False,False
ES,UPPER_k1,2018,2,2,93,0.3804347826086957,0.42391304347826086,-0.043478260869565216,0.12311505182378824,0.5483870967741935,0.45161290322580644,0.09409384618520557,0.14338507123567729,4,3,0.2962962962962963,-0.043478260869565216,False,False
ES,UPPER_k1,2019,2,2,71,0.4225352112676056,0.4225352112676056,0.0,0.10896765371444417,0.4507042253521127,0.5492957746478874,0.09409384618520557,0.14338507123567729,4,3,0.2962962962962963,-0.043478260869565216,False,False
ES,UPPER_k1,2020,2,2,74,0.4027777777777778,0.375,0.027777777777777776,0.45666974885944,0.5,0.5,0.09409384618520557,0.14338507123567729,4,3,0.2962962962962963,-0.043478260869565216,False,False
ES,UPPER_k1,2021,2,2,80,0.5063291139240507,0.31645569620253167,0.189873417721519,0.8250323002271216,0.3375,0.6625,0.09409384618520557,0.14338507123567729,4,3,0.2962962962962963,-0.043478260869565216,False,False
ES,UPPER_k1,2022,2,2,81,0.5432098765432098,0.24691358024691357,0.2962962962962963,0.4131457700300416,0.4567901234567901,0.5432098765432098,0.09409384618520557,0.14338507123567729,4,3,0.2962962962962963,-0.043478260869565216,False,False
ES,UPPER_k2,2018,2,2,54,0.33962264150943394,0.37735849056603776,-0.03773584905660377,-0.18372087784064206,0.5,0.5,0.09675603347216274,0.09497176247554556,3,4,0.225,-0.03773584905660377,True,False
ES,UPPER_k2,2019,2,2,41,0.4634146341463415,0.34146341463414637,0.12195121951219512,0.42361207428029957,0.5853658536585366,0.4146341463414634,0.09675603347216274,0.09497176247554556,3,4,0.225,-0.03773584905660377,True,False
