instrument,level_id,horizon,year,n_touches,n_continuation_first,n_reversal_first,cont_minus_rev_diff
NQ,ON_VWAP_p3,15,2022,88,37,32,0.056818181818181816
NQ,ON_VWAP_p3,30,2018,113,44,57,-0.11504424778761062
NQ,ON_VWAP_p3,30,2019,107,43,48,-0.04672897196261682
NQ,ON_VWAP_p3,30,2020,98,34,48,-0.14285714285714285
NQ,ON_VWAP_p3,30,2021,114,47,44,0.02631578947368421
NQ,ON_VWAP_p3,30,2022,88,43,35,0.09090909090909091
NQ,ON_VWAP_p3,60,2018,113,46,63,-0.1504424778761062
NQ,ON_VWAP_p3,60,2019,107,48,54,-0.056074766355140186
NQ,ON_VWAP_p3,60,2020,98,38,54,-0.16326530612244897
NQ,ON_VWAP_p3,60,2021,114,53,50,0.02631578947368421
NQ,ON_VWAP_p3,60,2022,88,47,36,0.125
NQ,ON_VWAP_p3,120,2018,113,47,65,-0.1592920353982301
NQ,ON_VWAP_p3,120,2019,107,50,54,-0.037383177570093455
NQ,ON_VWAP_p3,120,2020,98,41,54,-0.1326530612244898
NQ,ON_VWAP_p3,120,2021,114,55,54,0.008771929824561403
NQ,ON_VWAP_p3,120,2022,88,48,38,0.11363636363636363
NQ,PR_VWAP_0,5,2018,87,7,8,-0.011494252873563218
NQ,PR_VWAP_0,5,2019,90,10,11,-0.011111111111111112
NQ,PR_VWAP_0,5,2020,100,9,10,-0.01
NQ,PR_VWAP_0,5,2021,112,13,16,-0.026785714285714284
NQ,PR_VWAP_0,5,2022,106,11,9,0.018867924528301886
NQ,PR_VWAP_0,15,2018,87,15,16,-0.011494252873563218
NQ,PR_VWAP_0,15,2019,90,20,21,-0.011111111111111112
NQ,PR_VWAP_0,15,2020,100,19,26,-0.07
NQ,PR_VWAP_0,15,2021,112,25,35,-0.08928571428571429
NQ,PR_VWAP_0,15,2022,106,20,23,-0.02830188679245283
NQ,PR_VWAP_0,30,2018,87,31,25,0.06896551724137931
NQ,PR_VWAP_0,30,2019,90,29,37,-0.08888888888888889
NQ,PR_VWAP_0,30,2020,100,27,36,-0.09
NQ,PR_VWAP_0,30,2021,112,37,44,-0.0625
NQ,PR_VWAP_0,30,2022,106,33,34,-0.009433962264150943
NQ,PR_VWAP_0,60,2018,87,38,36,0.022988505747126436
NQ,PR_VWAP_0,60,2019,90,33,45,-0.13333333333333333
NQ,PR_VWAP_0,60,2020,100,34,45,-0.11
NQ,PR_VWAP_0,60,2021,112,45,50,-0.044642857142857144
NQ,PR_VWAP_0,60,2022,106,41,44,-0.02830188679245283
NQ,PR_VWAP_0,120,2018,87,40,39,0.011494252873563218
NQ,PR_VWAP_0,120,2019,90,35,47,-0.13333333333333333
NQ,PR_VWAP_0,120,2020,100,41,50,-0.09
NQ,PR_VWAP_0,120,2021,112,53,52,0.008928571428571428
NQ,PR_VWAP_0,120,2022,106,46,48,-0.018867924528301886
NQ,PR_VWAP_m1,5,2018,83,11,9,0.024096385542168676
NQ,PR_VWAP_m1,5,2019,84,12,13,-0.011904761904761904
NQ,PR_VWAP_m1,5,2020,81,10,11,-0.012345679012345678
NQ,PR_VWAP_m1,5,2021,84,17,13,0.047619047619047616
NQ,PR_VWAP_m1,5,2022,103,11,12,-0.009708737864077669
NQ,PR_VWAP_m1,15,2018,83,20,25,-0.060240963855421686
NQ,PR_VWAP_m1,15,2019,84,23,20,0.03571428571428571
NQ,PR_VWAP_m1,15,2020,81,22,29,-0.08641975308641975
NQ,PR_VWAP_m1,15,2021,84,29,29,0.0
NQ,PR_VWAP_m1,15,2022,103,28,28,0.0
NQ,PR_VWAP_m1,30,2018,83,25,32,-0.08433734939759036
NQ,PR_VWAP_m1,30,2019,84,35,34,0.011904761904761904
NQ,PR_VWAP_m1,30,2020,81,28,38,-0.12345679012345678
NQ,PR_VWAP_m1,30,2021,84,34,33,0.011904761904761904
NQ,PR_VWAP_m1,30,2022,103,36,38,-0.019417475728155338
NQ,PR_VWAP_m1,60,2018,83,29,40,-0.13253012048192772
NQ,PR_VWAP_m1,60,2019,84,42,36,0.07142857142857142
NQ,PR_VWAP_m1,60,2020,81,29,41,-0.14814814814814814
NQ,PR_VWAP_m1,60,2021,84,40,36,0.047619047619047616
NQ,PR_VWAP_m1,60,2022,103,45,44,0.009708737864077669
NQ,PR_VWAP_m1,120,2018,83,31,47,-0.1927710843373494
NQ,PR_VWAP_m1,120,2019,84,44,37,0.08333333333333333
NQ,PR_VWAP_m1,120,2020,81,30,42,-0.14814814814814814
NQ,PR_VWAP_m1,120,2021,84,43,39,0.047619047619047616
NQ,PR_VWAP_m1,120,2022,103,46,47,-0.009708737864077669
NQ,PR_VWAP_m2,5,2018,68,7,4,0.04411764705882353
NQ,PR_VWAP_m2,5,2019,75,15,10,0.06666666666666667
NQ,PR_VWAP_m2,5,2020,63,9,7,0.031746031746031744
NQ,PR_VWAP_m2,5,2021,75,21,10,0.14666666666666667
NQ,PR_VWAP_m2,5,2022,89,8,11,-0.033707865168539325
NQ,PR_VWAP_m2,15,2018,68,20,16,0.058823529411764705
NQ,PR_VWAP_m2,15,2019,75,30,20,0.13333333333333333
NQ,PR_VWAP_m2,15,2020,63,21,14,0.1111111111111111
NQ,PR_VWAP_m2,15,2021,75,29,17,0.16
NQ,PR_VWAP_m2,15,2022,89,20,17,0.033707865168539325
NQ,PR_VWAP_m2,30,2018,68,24,24,0.0
NQ,PR_VWAP_m2,30,2019,75,37,22,0.2
NQ,PR_VWAP_m2,30,2020,63,28,25,0.047619047619047616
NQ,PR_VWAP_m2,30,2021,75,35,24,0.14666666666666667
NQ,PR_VWAP_m2,30,2022,89,31,26,0.056179775280898875
NQ,PR_VWAP_m2,60,2018,68,29,27,0.029411764705882353
NQ,PR_VWAP_m2,60,2019,75,40,27,0.17333333333333334
NQ,PR_VWAP_m2,60,2020,63,28,29,-0.015873015873015872
NQ,PR_VWAP_m2,60,2021,75,38,30,0.10666666666666667
NQ,PR_VWAP_m2,60,2022,89,38,35,0.033707865168539325
NQ,PR_VWAP_m2,120,2018,68,34,28,0.08823529411764706
NQ,PR_VWAP_m2,120,2019,75,41,32,0.12
NQ,PR_VWAP_m2,120,2020,63,29,32,-0.047619047619047616
NQ,PR_VWAP_m2,120,2021,75,40,34,0.08
NQ,PR_VWAP_m2,120,2022,89,42,40,0.02247191011235955
NQ,PR_VWAP_m3,5,2018,53,12,7,0.09433962264150944
NQ,PR_VWAP_m3,5,2019,59,14,12,0.03389830508474576
NQ,PR_VWAP_m3,5,2020,42,10,8,0.047619047619047616
NQ,PR_VWAP_m3,5,2021,58,17,6,0.1896551724137931
NQ,PR_VWAP_m3,5,2022,66,6,5,0.015151515151515152
NQ,PR_VWAP_m3,15,2018,53,20,16,0.07547169811320754
NQ,PR_VWAP_m3,15,2019,59,25,16,0.15254237288135594
NQ,PR_VWAP_m3,15,2020,42,14,15,-0.023809523809523808
NQ,PR_VWAP_m3,15,2021,58,23,17,0.10344827586206896
NQ,PR_VWAP_m3,15,2022,66,18,17,0.015151515151515152
NQ,PR_VWAP_m3,30,2018,53,25,19,0.11320754716981132
NQ,PR_VWAP_m3,30,2019,59,29,20,0.15254237288135594
NQ,PR_VWAP_m3,30,2020,42,16,19,-0.07142857142857142
NQ,PR_VWAP_m3,30,2021,58,28,21,0.1206896551724138
NQ,PR_VWAP_m3,30,2022,66,22,21,0.015151515151515152
NQ,PR_VWAP_m3,60,2018,53,29,22,0.1320754716981132
NQ,PR_VWAP_m3,60,2019,59,31,21,0.1694915254237288
NQ,PR_VWAP_m3,60,2020,42,17,22,-0.11904761904761904
NQ,PR_VWAP_m3,60,2021,58,29,22,0.1206896551724138
NQ,PR_VWAP_m3,60,2022,66,29,26,0.045454545454545456
NQ,PR_VWAP_m3,120,2018,53,30,22,0.1509433962264151
NQ,PR_VWAP_m3,120,2019,59,34,22,0.2033898305084746
NQ,PR_VWAP_m3,120,2020,42,18,24,-0.14285714285714285
NQ,PR_VWAP_m3,120,2021,58,31,24,0.1206896551724138
NQ,PR_VWAP_m3,120,2022,66,31,28,0.045454545454545456
NQ,PR_VWAP_p1,5,2018,97,7,7,0.0
NQ,PR_VWAP_p1,5,2019,92,8,11,-0.03260869565217391
NQ,PR_VWAP_p1,5,2020,107,10,9,0.009345794392523364
NQ,PR_VWAP_p1,5,2021,125,18,11,0.056
NQ,PR_VWAP_p1,5,2022,96,8,6,0.020833333333333332
NQ,PR_VWAP_p1,15,2018,97,22,17,0.05154639175257732
NQ,PR_VWAP_p1,15,2019,92,18,28,-0.10869565217391304
NQ,PR_VWAP_p1,15,2020,107,25,27,-0.018691588785046728
NQ,PR_VWAP_p1,15,2021,125,26,30,-0.032
NQ,PR_VWAP_p1,15,2022,96,27,17,0.10416666666666667
NQ,PR_VWAP_p1,30,2018,97,31,21,0.10309278350515463
NQ,PR_VWAP_p1,30,2019,92,32,36,-0.043478260869565216
NQ,PR_VWAP_p1,30,2020,107,38,36,0.018691588785046728
NQ,PR_VWAP_p1,30,2021,125,32,41,-0.072
NQ,PR_VWAP_p1,30,2022,96,33,30,0.03125
NQ,PR_VWAP_p1,60,2018,97,39,27,0.12371134020618557
NQ,PR_VWAP_p1,60,2019,92,37,44,-0.07608695652173914
NQ,PR_VWAP_p1,60,2020,107,48,41,0.06542056074766354
NQ,PR_VWAP_p1,60,2021,125,39,56,-0.136
NQ,PR_VWAP_p1,60,2022,96,46,32,0.14583333333333334
NQ,PR_VWAP_p1,120,2018,97,46,40,0.061855670103092786
NQ,PR_VWAP_p1,120,2019,92,40,47,-0.07608695652173914
NQ,PR_VWAP_p1,120,2020,107,49,45,0.037383177570093455
NQ,PR_VWAP_p1,120,2021,125,46,62,-0.128
NQ,PR_VWAP_p1,120,2022,96,48,38,0.10416666666666667
NQ,PR_VWAP_p2,5,2018,88,11,7,0.045454545454545456
NQ,PR_VWAP_p2,5,2019,89,12,11,0.011235955056179775
NQ,PR_VWAP_p2,5,2020,103,9,14,-0.04854368932038835
NQ,PR_VWAP_p2,5,2021,98,13,15,-0.02040816326530612
NQ,PR_VWAP_p2,5,2022,82,8,2,0.07317073170731707
NQ,PR_VWAP_p2,15,2018,88,22,21,0.011363636363636364
NQ,PR_VWAP_p2,15,2019,89,24,23,0.011235955056179775
NQ,PR_VWAP_p2,15,2020,103,26,24,0.019417475728155338
NQ,PR_VWAP_p2,15,2021,98,24,23,0.01020408163265306
NQ,PR_VWAP_p2,15,2022,82,20,16,0.04878048780487805
NQ,PR_VWAP_p2,30,2018,88,28,29,-0.011363636363636364
NQ,PR_VWAP_p2,30,2019,89,29,31,-0.02247191011235955
NQ,PR_VWAP_p2,30,2020,103,29,33,-0.038834951456310676
NQ,PR_VWAP_p2,30,2021,98,30,35,-0.05102040816326531
NQ,PR_VWAP_p2,30,2022,82,30,24,0.07317073170731707
NQ,PR_VWAP_p2,60,2018,88,32,33,-0.011363636363636364
NQ,PR_VWAP_p2,60,2019,89,40,35,0.056179775280898875
NQ,PR_VWAP_p2,60,2020,103,39,42,-0.02912621359223301
NQ,PR_VWAP_p2,60,2021,98,35,39,-0.04081632653061224
NQ,PR_VWAP_p2,60,2022,82,35,29,0.07317073170731707
NQ,PR_VWAP_p2,120,2018,88,34,41,-0.07954545454545454
NQ,PR_VWAP_p2,120,2019,89,44,38,0.06741573033707865
NQ,PR_VWAP_p2,120,2020,103,48,46,0.019417475728155338
NQ,PR_VWAP_p2,120,2021,98,40,47,-0.07142857142857142
NQ,PR_VWAP_p2,120,2022,82,38,34,0.04878048780487805
NQ,PR_VWAP_p3,5,2018,64,7,5,0.03125
NQ,PR_VWAP_p3,5,2019,76,13,7,0.07894736842105263
NQ,PR_VWAP_p3,5,2020,69,11,8,0.043478260869565216
NQ,PR_VWAP_p3,5,2021,58,14,5,0.15517241379310345
NQ,PR_VWAP_p3,5,2022,52,5,2,0.057692307692307696
NQ,PR_VWAP_p3,15,2018,64,14,14,0.0
NQ,PR_VWAP_p3,15,2019,76,25,15,0.13157894736842105
NQ,PR_VWAP_p3,15,2020,69,17,18,-0.014492753623188406
NQ,PR_VWAP_p3,15,2021,58,20,10,0.1724137931034483
NQ,PR_VWAP_p3,15,2022,52,13,7,0.11538461538461539
NQ,PR_VWAP_p3,30,2018,64,21,24,-0.046875
NQ,PR_VWAP_p3,30,2019,76,31,21,0.13157894736842105
NQ,PR_VWAP_p3,30,2020,69,19,24,-0.07246376811594203
NQ,PR_VWAP_p3,30,2021,58,24,14,0.1724137931034483
NQ,PR_VWAP_p3,30,2022,52,24,8,0.3076923076923077
NQ,PR_VWAP_p3,60,2018,64,28,28,0.0
NQ,PR_VWAP_p3,60,2019,76,35,26,0.11842105263157894
NQ,PR_VWAP_p3,60,2020,69,24,27,-0.043478260869565216
NQ,PR_VWAP_p3,60,2021,58,31,17,0.2413793103448276
NQ,PR_VWAP_p3,60,2022,52,27,15,0.23076923076923078
NQ,PR_VWAP_p3,120,2018,64,29,30,-0.015625
NQ,PR_VWAP_p3,120,2019,76,39,27,0.15789473684210525
NQ,PR_VWAP_p3,120,2020,69,28,32,-0.057971014492753624
NQ,PR_VWAP_p3,120,2021,58,34,19,0.25862068965517243
NQ,PR_VWAP_p3,120,2022,52,30,20,0.19230769230769232
NQ,lower_N10_ema_k0,5,2018,211,72,107,-0.16587677725118483
NQ,lower_N10_ema_k0,5,2019,214,94,95,-0.004672897196261682
NQ,lower_N10_ema_k0,5,2020,217,93,84,0.041474654377880185
NQ,lower_N10_ema_k0,5,2021,217,92,102,-0.04608294930875576
NQ,lower_N10_ema_k0,5,2022,222,99,79,0.09009009009009009
NQ,lower_N10_ema_k0,15,2018,211,72,108,-0.17061611374407584
NQ,lower_N10_ema_k0,15,2019,214,94,96,-0.009345794392523364
NQ,lower_N10_ema_k0,15,2020,217,95,87,0.03686635944700461
NQ,lower_N10_ema_k0,15,2021,217,93,102,-0.041474654377880185
NQ,lower_N10_ema_k0,15,2022,222,99,81,0.08108108108108109
NQ,lower_N10_ema_k0,30,2018,211,72,108,-0.17061611374407584
NQ,lower_N10_ema_k0,30,2019,214,94,97,-0.014018691588785047
NQ,lower_N10_ema_k0,30,2020,217,96,87,0.041474654377880185
NQ,lower_N10_ema_k0,30,2021,217,93,102,-0.041474654377880185
NQ,lower_N10_ema_k0,30,2022,222,99,81,0.08108108108108109
NQ,lower_N10_ema_k0,60,2018,211,72,108,-0.17061611374407584
NQ,lower_N10_ema_k0,60,2019,214,94,97,-0.014018691588785047
NQ,lower_N10_ema_k0,60,2020,217,96,87,0.041474654377880185
NQ,lower_N10_ema_k0,60,2021,217,93,102,-0.041474654377880185
NQ,lower_N10_ema_k0,60,2022,222,99,81,0.08108108108108109
NQ,lower_N10_ema_k0,120,2018,211,72,108,-0.17061611374407584
NQ,lower_N10_ema_k0,120,2019,214,94,97,-0.014018691588785047
NQ,lower_N10_ema_k0,120,2020,217,96,87,0.041474654377880185
NQ,lower_N10_ema_k0,120,2021,217,93,102,-0.041474654377880185
NQ,lower_N10_ema_k0,120,2022,222,99,81,0.08108108108108109
NQ,lower_N10_ema_k1,5,2018,190,76,80,-0.021052631578947368
NQ,lower_N10_ema_k1,5,2019,193,71,97,-0.13471502590673576
NQ,lower_N10_ema_k1,5,2020,197,83,79,0.02030456852791878
NQ,lower_N10_ema_k1,5,2021,195,85,80,0.02564102564102564
NQ,lower_N10_ema_k1,5,2022,212,95,80,0.07075471698113207
NQ,lower_N10_ema_k1,15,2018,190,76,80,-0.021052631578947368
NQ,lower_N10_ema_k1,15,2019,193,72,99,-0.13989637305699482
NQ,lower_N10_ema_k1,15,2020,197,83,81,0.01015228426395939
NQ,lower_N10_ema_k1,15,2021,195,86,82,0.020512820512820513
NQ,lower_N10_ema_k1,15,2022,212,95,81,0.0660377358490566
NQ,lower_N10_ema_k1,30,2018,190,76,80,-0.021052631578947368
NQ,lower_N10_ema_k1,30,2019,193,72,100,-0.14507772020725387
NQ,lower_N10_ema_k1,30,2020,197,83,82,0.005076142131979695
NQ,lower_N10_ema_k1,30,2021,195,86,82,0.020512820512820513
NQ,lower_N10_ema_k1,30,2022,212,95,81,0.0660377358490566
NQ,lower_N10_ema_k1,60,2018,190,76,80,-0.021052631578947368
NQ,lower_N10_ema_k1,60,2019,193,72,100,-0.14507772020725387
NQ,lower_N10_ema_k1,60,2020,197,83,82,0.005076142131979695
NQ,lower_N10_ema_k1,60,2021,195,86,82,0.020512820512820513
NQ,lower_N10_ema_k1,60,2022,212,95,81,0.0660377358490566
NQ,lower_N10_ema_k1,120,2018,190,76,80,-0.021052631578947368
NQ,lower_N10_ema_k1,120,2019,193,72,100,-0.14507772020725387
NQ,lower_N10_ema_k1,120,2020,197,83,82,0.005076142131979695
NQ,lower_N10_ema_k1,120,2021,195,86,82,0.020512820512820513
NQ,lower_N10_ema_k1,120,2022,212,95,81,0.0660377358490566
NQ,lower_N10_ema_k2,5,2018,181,71,86,-0.08287292817679558
NQ,lower_N10_ema_k2,5,2019,171,73,77,-0.023391812865497075
NQ,lower_N10_ema_k2,5,2020,176,80,73,0.03977272727272727
NQ,lower_N10_ema_k2,5,2021,178,79,75,0.02247191011235955
NQ,lower_N10_ema_k2,5,2022,203,84,91,-0.034482758620689655
NQ,lower_N10_ema_k2,15,2018,181,71,86,-0.08287292817679558
NQ,lower_N10_ema_k2,15,2019,171,74,79,-0.029239766081871343
NQ,lower_N10_ema_k2,15,2020,176,80,77,0.017045454545454544
NQ,lower_N10_ema_k2,15,2021,178,79,76,0.016853932584269662
NQ,lower_N10_ema_k2,15,2022,203,85,91,-0.029556650246305417
NQ,lower_N10_ema_k2,30,2018,181,71,86,-0.08287292817679558
NQ,lower_N10_ema_k2,30,2019,171,74,79,-0.029239766081871343
NQ,lower_N10_ema_k2,30,2020,176,80,77,0.017045454545454544
NQ,lower_N10_ema_k2,30,2021,178,79,76,0.016853932584269662
NQ,lower_N10_ema_k2,30,2022,203,85,91,-0.029556650246305417
NQ,lower_N10_ema_k2,60,2018,181,71,86,-0.08287292817679558
NQ,lower_N10_ema_k2,60,2019,171,74,79,-0.029239766081871343
NQ,lower_N10_ema_k2,60,2020,176,80,77,0.017045454545454544
NQ,lower_N10_ema_k2,60,2021,178,79,76,0.016853932584269662
NQ,lower_N10_ema_k2,60,2022,203,85,91,-0.029556650246305417
NQ,lower_N10_ema_k2,120,2018,181,71,86,-0.08287292817679558
NQ,lower_N10_ema_k2,120,2019,171,74,79,-0.029239766081871343
NQ,lower_N10_ema_k2,120,2020,176,80,77,0.017045454545454544
NQ,lower_N10_ema_k2,120,2021,178,79,76,0.016853932584269662
NQ,lower_N10_ema_k2,120,2022,203,85,91,-0.029556650246305417
NQ,lower_N10_ema_k3,5,2018,170,68,77,-0.052941176470588235
NQ,lower_N10_ema_k3,5,2019,152,57,70,-0.08552631578947369
NQ,lower_N10_ema_k3,5,2020,157,74,64,0.06369426751592357
NQ,lower_N10_ema_k3,5,2021,161,82,66,0.09937888198757763
NQ,lower_N10_ema_k3,5,2022,186,81,86,-0.026881720430107527
NQ,lower_N10_ema_k3,15,2018,170,69,77,-0.047058823529411764
NQ,lower_N10_ema_k3,15,2019,152,59,73,-0.09210526315789473
NQ,lower_N10_ema_k3,15,2020,157,74,64,0.06369426751592357
NQ,lower_N10_ema_k3,15,2021,161,82,66,0.09937888198757763
NQ,lower_N10_ema_k3,15,2022,186,81,86,-0.026881720430107527
NQ,lower_N10_ema_k3,30,2018,170,69,78,-0.052941176470588235
NQ,lower_N10_ema_k3,30,2019,152,59,73,-0.09210526315789473
NQ,lower_N10_ema_k3,30,2020,157,74,64,0.06369426751592357
NQ,lower_N10_ema_k3,30,2021,161,82,66,0.09937888198757763
NQ,lower_N10_ema_k3,30,2022,186,81,86,-0.026881720430107527
NQ,lower_N10_ema_k3,60,2018,170,69,78,-0.052941176470588235
NQ,lower_N10_ema_k3,60,2019,152,59,73,-0.09210526315789473
NQ,lower_N10_ema_k3,60,2020,157,74,64,0.06369426751592357
NQ,lower_N10_ema_k3,60,2021,161,82,66,0.09937888198757763
NQ,lower_N10_ema_k3,60,2022,186,81,86,-0.026881720430107527
NQ,lower_N10_ema_k3,120,2018,170,69,78,-0.052941176470588235
NQ,lower_N10_ema_k3,120,2019,152,59,73,-0.09210526315789473
NQ,lower_N10_ema_k3,120,2020,157,74,64,0.06369426751592357
NQ,lower_N10_ema_k3,120,2021,161,82,66,0.09937888198757763
NQ,lower_N10_ema_k3,120,2022,186,81,86,-0.026881720430107527
NQ,lower_N10_mean_k0,5,2018,212,71,109,-0.1792452830188679
NQ,lower_N10_mean_k0,5,2019,212,91,98,-0.0330188679245283
NQ,lower_N10_mean_k0,5,2020,216,95,83,0.05555555555555555
NQ,lower_N10_mean_k0,5,2021,214,95,95,0.0
NQ,lower_N10_mean_k0,5,2022,223,101,82,0.08520179372197309
NQ,lower_N10_mean_k0,15,2018,212,71,109,-0.1792452830188679
NQ,lower_N10_mean_k0,15,2019,212,91,98,-0.0330188679245283
NQ,lower_N10_mean_k0,15,2020,216,96,86,0.046296296296296294
NQ,lower_N10_mean_k0,15,2021,214,95,95,0.0
NQ,lower_N10_mean_k0,15,2022,223,101,84,0.07623318385650224
NQ,lower_N10_mean_k0,30,2018,212,71,109,-0.1792452830188679
NQ,lower_N10_mean_k0,30,2019,212,91,99,-0.03773584905660377
NQ,lower_N10_mean_k0,30,2020,216,97,86,0.05092592592592592
NQ,lower_N10_mean_k0,30,2021,214,95,96,-0.004672897196261682
NQ,lower_N10_mean_k0,30,2022,223,101,84,0.07623318385650224
NQ,lower_N10_mean_k0,60,2018,212,71,109,-0.1792452830188679
NQ,lower_N10_mean_k0,60,2019,212,91,99,-0.03773584905660377
NQ,lower_N10_mean_k0,60,2020,216,97,86,0.05092592592592592
NQ,lower_N10_mean_k0,60,2021,214,95,97,-0.009345794392523364
NQ,lower_N10_mean_k0,60,2022,223,101,84,0.07623318385650224
NQ,lower_N10_mean_k0,120,2018,212,71,109,-0.1792452830188679
NQ,lower_N10_mean_k0,120,2019,212,91,99,-0.03773584905660377
NQ,lower_N10_mean_k0,120,2020,216,97,86,0.05092592592592592
NQ,lower_N10_mean_k0,120,2021,214,95,97,-0.009345794392523364
NQ,lower_N10_mean_k0,120,2022,223,101,84,0.07623318385650224
NQ,lower_N10_mean_k1,5,2018,189,77,77,0.0
NQ,lower_N10_mean_k1,5,2019,193,70,98,-0.14507772020725387
NQ,lower_N10_mean_k1,5,2020,197,81,81,0.0
NQ,lower_N10_mean_k1,5,2021,196,91,76,0.07653061224489796
NQ,lower_N10_mean_k1,5,2022,212,97,84,0.06132075471698113
NQ,lower_N10_mean_k1,15,2018,189,78,77,0.005291005291005291
NQ,lower_N10_mean_k1,15,2019,193,71,100,-0.15025906735751296
NQ,lower_N10_mean_k1,15,2020,197,83,83,0.0
NQ,lower_N10_mean_k1,15,2021,196,91,78,0.0663265306122449
NQ,lower_N10_mean_k1,15,2022,212,97,85,0.05660377358490566
NQ,lower_N10_mean_k1,30,2018,189,78,78,0.0
NQ,lower_N10_mean_k1,30,2019,193,71,101,-0.15544041450777202
NQ,lower_N10_mean_k1,30,2020,197,83,83,0.0
NQ,lower_N10_mean_k1,30,2021,196,91,78,0.0663265306122449
NQ,lower_N10_mean_k1,30,2022,212,97,85,0.05660377358490566
NQ,lower_N10_mean_k1,60,2018,189,78,78,0.0
NQ,lower_N10_mean_k1,60,2019,193,71,101,-0.15544041450777202
NQ,lower_N10_mean_k1,60,2020,197,83,83,0.0
NQ,lower_N10_mean_k1,60,2021,196,91,78,0.0663265306122449
NQ,lower_N10_mean_k1,60,2022,212,97,85,0.05660377358490566
NQ,lower_N10_mean_k1,120,2018,189,78,78,0.0
NQ,lower_N10_mean_k1,120,2019,193,71,101,-0.15544041450777202
NQ,lower_N10_mean_k1,120,2020,197,83,83,0.0
NQ,lower_N10_mean_k1,120,2021,196,91,78,0.0663265306122449
NQ,lower_N10_mean_k1,120,2022,212,97,85,0.05660377358490566
NQ,lower_N10_mean_k2,5,2018,179,70,84,-0.0782122905027933
NQ,lower_N10_mean_k2,5,2019,172,73,78,-0.029069767441860465
NQ,lower_N10_mean_k2,5,2020,175,84,68,0.09142857142857143
NQ,lower_N10_mean_k2,5,2021,178,78,77,0.0056179775280898875
NQ,lower_N10_mean_k2,5,2022,202,84,91,-0.034653465346534656
NQ,lower_N10_mean_k2,15,2018,179,72,84,-0.0670391061452514
NQ,lower_N10_mean_k2,15,2019,172,76,79,-0.01744186046511628
NQ,lower_N10_mean_k2,15,2020,175,85,70,0.08571428571428572
NQ,lower_N10_mean_k2,15,2021,178,78,78,0.0
NQ,lower_N10_mean_k2,15,2022,202,84,91,-0.034653465346534656
NQ,lower_N10_mean_k2,30,2018,179,72,84,-0.0670391061452514
NQ,lower_N10_mean_k2,30,2019,172,76,79,-0.01744186046511628
NQ,lower_N10_mean_k2,30,2020,175,85,70,0.08571428571428572
NQ,lower_N10_mean_k2,30,2021,178,78,78,0.0
NQ,lower_N10_mean_k2,30,2022,202,84,91,-0.034653465346534656
NQ,lower_N10_mean_k2,60,2018,179,72,84,-0.0670391061452514
NQ,lower_N10_mean_k2,60,2019,172,76,79,-0.01744186046511628
NQ,lower_N10_mean_k2,60,2020,175,85,70,0.08571428571428572
NQ,lower_N10_mean_k2,60,2021,178,78,78,0.0
NQ,lower_N10_mean_k2,60,2022,202,84,91,-0.034653465346534656
NQ,lower_N10_mean_k2,120,2018,179,72,84,-0.0670391061452514
NQ,lower_N10_mean_k2,120,2019,172,76,79,-0.01744186046511628
NQ,lower_N10_mean_k2,120,2020,175,85,70,0.08571428571428572
NQ,lower_N10_mean_k2,120,2021,178,78,78,0.0
NQ,lower_N10_mean_k2,120,2022,202,84,91,-0.034653465346534656
NQ,lower_N10_mean_k3,5,2018,169,71,73,-0.011834319526627219
NQ,lower_N10_mean_k3,5,2019,152,56,77,-0.13815789473684212
NQ,lower_N10_mean_k3,5,2020,159,75,65,0.06289308176100629
NQ,lower_N10_mean_k3,5,2021,161,81,66,0.09316770186335403
NQ,lower_N10_mean_k3,5,2022,188,85,82,0.015957446808510637
NQ,lower_N10_mean_k3,15,2018,169,72,73,-0.005917159763313609
NQ,lower_N10_mean_k3,15,2019,152,57,79,-0.14473684210526316
NQ,lower_N10_mean_k3,15,2020,159,75,65,0.06289308176100629
NQ,lower_N10_mean_k3,15,2021,161,81,67,0.08695652173913043
NQ,lower_N10_mean_k3,15,2022,188,85,82,0.015957446808510637
NQ,lower_N10_mean_k3,30,2018,169,72,74,-0.011834319526627219
NQ,lower_N10_mean_k3,30,2019,152,57,79,-0.14473684210526316
NQ,lower_N10_mean_k3,30,2020,159,75,65,0.06289308176100629
NQ,lower_N10_mean_k3,30,2021,161,81,67,0.08695652173913043
NQ,lower_N10_mean_k3,30,2022,188,85,82,0.015957446808510637
NQ,lower_N10_mean_k3,60,2018,169,72,74,-0.011834319526627219
NQ,lower_N10_mean_k3,60,2019,152,57,79,-0.14473684210526316
NQ,lower_N10_mean_k3,60,2020,159,75,65,0.06289308176100629
NQ,lower_N10_mean_k3,60,2021,161,81,67,0.08695652173913043
NQ,lower_N10_mean_k3,60,2022,188,85,82,0.015957446808510637
NQ,lower_N10_mean_k3,120,2018,169,72,74,-0.011834319526627219
NQ,lower_N10_mean_k3,120,2019,152,57,79,-0.14473684210526316
NQ,lower_N10_mean_k3,120,2020,159,75,65,0.06289308176100629
NQ,lower_N10_mean_k3,120,2021,161,81,67,0.08695652173913043
NQ,lower_N10_mean_k3,120,2022,188,85,82,0.015957446808510637
NQ,lower_N10_median_k0,5,2018,219,78,102,-0.1095890410958904
NQ,lower_N10_median_k0,5,2019,217,95,97,-0.009216589861751152
NQ,lower_N10_median_k0,5,2020,221,95,95,0.0
