instrument,level_id,horizon,n_touch_events,n_nontied_barrier,n_years_with_floor,cont_minus_rev_diff,q_value,median_signed_close_sd,classification
NQ,upper_N10_median_k3,60,848,760,5,0.038277511961722466,0.6408037696828855,0.8683601012378277,MIXED_OR_NULL
NQ,upper_N10_median_k3,120,848,760,5,0.038277511961722466,0.6796403617848785,0.9971088249513975,MIXED_OR_NULL
NQ,upper_N20_ema_k0,30,1125,985,5,0.10118505013673657,0.01939560734904081,0.2413430294715752,CONTINUATION_DOMINANT
NQ,upper_N20_ema_k0,60,1125,985,5,0.10118505013673657,0.01939560734904081,0.5717140816635949,CONTINUATION_DOMINANT
NQ,upper_N20_ema_k0,120,1125,985,5,0.10118505013673657,0.01939560734904081,0.4514197587709878,CONTINUATION_DOMINANT
NQ,upper_N20_ema_k1,30,1019,922,5,0.029940119760479056,0.6993648552170488,0.39298557598749595,MIXED_OR_NULL
NQ,upper_N20_ema_k1,60,1019,922,5,0.029940119760479056,0.6993648552170488,0.570258575768182,MIXED_OR_NULL
NQ,upper_N20_ema_k1,120,1019,922,5,0.029940119760479056,0.6993648552170488,0.6433396342008953,MIXED_OR_NULL
NQ,upper_N20_ema_k2,30,911,830,5,0.02224694104560626,0.8073091024748726,0.4644068224566516,MIXED_OR_NULL
NQ,upper_N20_ema_k2,60,911,830,5,0.02224694104560626,0.8222592710392221,0.8589076699280426,MIXED_OR_NULL
NQ,upper_N20_ema_k2,120,911,830,5,0.02224694104560626,0.805895304348051,0.9028345225923043,MIXED_OR_NULL
NQ,upper_N20_ema_k3,30,811,733,5,0.04125000000000001,0.6447101956905427,0.4134999535801541,MIXED_OR_NULL
NQ,upper_N20_ema_k3,60,811,733,5,0.04125000000000001,0.6374901918871324,0.7288612817795328,MIXED_OR_NULL
NQ,upper_N20_ema_k3,120,811,733,5,0.04125000000000001,0.6796403617848785,1.0804886980914938,MIXED_OR_NULL
NQ,upper_N20_mean_k0,30,1124,981,5,0.10492700729927007,0.01939560734904081,0.2937745453405309,CONTINUATION_DOMINANT
NQ,upper_N20_mean_k0,60,1124,981,5,0.10492700729927007,0.01939560734904081,0.6130142840177035,CONTINUATION_DOMINANT
NQ,upper_N20_mean_k0,120,1124,981,5,0.10492700729927007,0.01939560734904081,0.42632862707638747,CONTINUATION_DOMINANT
NQ,upper_N20_mean_k1,30,1018,919,5,0.024950099800399195,0.7750526123850352,0.37786346082043415,MIXED_OR_NULL
NQ,upper_N20_mean_k1,60,1018,919,5,0.024950099800399195,0.7890249328801078,0.42986183879943185,MIXED_OR_NULL
NQ,upper_N20_mean_k1,120,1018,919,5,0.024950099800399195,0.7729223832294934,0.5904985886814982,MIXED_OR_NULL
NQ,upper_N20_mean_k2,30,909,827,5,0.030100334448160515,0.6993648552170488,0.44873894600824654,MIXED_OR_NULL
NQ,upper_N20_mean_k2,60,909,827,5,0.030100334448160515,0.6993648552170488,0.8349197280586048,MIXED_OR_NULL
NQ,upper_N20_mean_k2,120,909,827,5,0.030100334448160515,0.6993648552170488,0.9213665549101102,MIXED_OR_NULL
NQ,upper_N20_mean_k3,30,812,742,5,0.039950062421972576,0.659650939379441,0.4191142474742526,MIXED_OR_NULL
NQ,upper_N20_mean_k3,60,812,742,5,0.039950062421972576,0.6408037696828855,0.6580497000312864,MIXED_OR_NULL
NQ,upper_N20_mean_k3,120,812,742,5,0.039950062421972576,0.6796403617848785,1.0617387549576809,MIXED_OR_NULL
NQ,upper_N20_median_k0,30,1135,991,5,0.08943089430894308,0.038872370796721956,0.32414305996234943,CONTINUATION_DOMINANT
NQ,upper_N20_median_k0,60,1135,991,5,0.08943089430894308,0.03950048763665351,0.6721177936592545,CONTINUATION_DOMINANT
NQ,upper_N20_median_k0,120,1135,991,5,0.08943089430894308,0.03950048763665351,0.4729673293197192,CONTINUATION_DOMINANT
NQ,upper_N20_median_k1,30,1037,935,5,0.014734774066797685,0.9216512124424209,0.33636070203447443,MIXED_OR_NULL
NQ,upper_N20_median_k1,60,1037,935,5,0.014734774066797685,0.9074423876441735,0.45958087668050507,MIXED_OR_NULL
NQ,upper_N20_median_k1,120,1037,935,5,0.014734774066797685,0.9259709421042706,0.43020457982388544,MIXED_OR_NULL
NQ,upper_N20_median_k2,30,933,849,5,0.035908596300326445,0.6685672212984889,0.4317285953267349,MIXED_OR_NULL
NQ,upper_N20_median_k2,60,933,849,5,0.035908596300326445,0.6456198587814997,0.7692327898033857,MIXED_OR_NULL
NQ,upper_N20_median_k2,120,933,849,5,0.035908596300326445,0.6825952137184383,0.9171389653125687,MIXED_OR_NULL
NQ,upper_N20_median_k3,30,827,753,5,0.05514705882352938,0.42520753492984603,0.38712670463294757,MIXED_OR_NULL
NQ,upper_N20_median_k3,60,827,753,5,0.05514705882352938,0.44545551278364826,0.7208546836244216,MIXED_OR_NULL
NQ,upper_N20_median_k3,120,827,753,5,0.05514705882352938,0.44545551278364826,1.0624950068374792,MIXED_OR_NULL
NQ,upper_N5_ema_k0,30,1135,950,5,0.08310749774164411,0.038872370796721956,0.3974998535343513,CONTINUATION_DOMINANT
NQ,upper_N5_ema_k0,60,1135,951,5,0.08220415537488712,0.042951653419305215,0.593721548444591,CONTINUATION_DOMINANT
NQ,upper_N5_ema_k0,120,1135,951,5,0.08220415537488712,0.042951653419305215,0.614105553158255,CONTINUATION_DOMINANT
NQ,upper_N5_ema_k1,30,1049,894,5,0.07184466019417479,0.13933158532764675,0.3552560833328394,MIXED_OR_NULL
NQ,upper_N5_ema_k1,60,1049,896,5,0.06990291262135923,0.16861617798553435,0.4180294823311746,MIXED_OR_NULL
NQ,upper_N5_ema_k1,120,1049,896,5,0.06990291262135923,0.16861617798553435,0.6996476074905977,MIXED_OR_NULL
NQ,upper_N5_ema_k2,30,955,828,5,0.02975557917109456,0.6993648552170488,0.49871677362750755,MIXED_OR_NULL
NQ,upper_N5_ema_k2,60,955,828,5,0.02975557917109456,0.6993648552170488,0.5963871873693484,MIXED_OR_NULL
NQ,upper_N5_ema_k2,120,955,828,5,0.02975557917109456,0.6993648552170488,1.0876184134730815,MIXED_OR_NULL
NQ,upper_N5_ema_k3,30,854,734,5,0.06413301662707838,0.32811565670769893,0.7848756747472937,MIXED_OR_NULL
NQ,upper_N5_ema_k3,60,854,735,5,0.06532066508313539,0.33193991124154737,0.9844368027311232,MIXED_OR_NULL
NQ,upper_N5_ema_k3,120,854,735,5,0.06532066508313539,0.33193991124154737,1.4532592606579606,MIXED_OR_NULL
NQ,upper_N5_mean_k0,30,1141,949,5,0.06924460431654678,0.13933158532764675,0.29052294750203767,MIXED_OR_NULL
NQ,upper_N5_mean_k0,60,1141,950,5,0.06834532374100721,0.16036394455919242,0.5614556115073573,MIXED_OR_NULL
NQ,upper_N5_mean_k0,120,1141,950,5,0.06834532374100721,0.16036394455919242,0.5591379634658835,MIXED_OR_NULL
NQ,upper_N5_mean_k1,30,1047,897,5,0.05350194552529186,0.34078836004808716,0.45079237828972984,MIXED_OR_NULL
NQ,upper_N5_mean_k1,60,1047,899,5,0.051556420233463074,0.3841117864722147,0.40023581574601685,MIXED_OR_NULL
NQ,upper_N5_mean_k1,120,1047,899,5,0.051556420233463074,0.3841117864722147,0.656437757556898,MIXED_OR_NULL
NQ,upper_N5_mean_k2,30,950,822,5,0.04268943436499467,0.5745590341448412,0.5411704330509925,MIXED_OR_NULL
NQ,upper_N5_mean_k2,60,950,824,5,0.04482390608324438,0.5502683463443514,0.6847000743632,MIXED_OR_NULL
NQ,upper_N5_mean_k2,120,950,824,5,0.04482390608324438,0.5199735090016593,1.063022402783961,MIXED_OR_NULL
NQ,upper_N5_mean_k3,30,860,743,5,0.045990566037735825,0.561571389721792,0.432147855354575,MIXED_OR_NULL
NQ,upper_N5_mean_k3,60,860,743,5,0.045990566037735825,0.5502683463443514,0.9426838950493006,MIXED_OR_NULL
NQ,upper_N5_mean_k3,120,860,743,5,0.045990566037735825,0.5199735090016593,1.4483981630694434,MIXED_OR_NULL
NQ,upper_N5_median_k0,30,1145,947,5,0.061772605192479846,0.23283038671314035,0.2627216006074333,MIXED_OR_NULL
NQ,upper_N5_median_k0,60,1145,948,5,0.060877350044762746,0.2536776454244994,0.640037522659625,MIXED_OR_NULL
NQ,upper_N5_median_k0,120,1145,948,5,0.060877350044762746,0.2536776454244994,0.6759088635890044,MIXED_OR_NULL
NQ,upper_N5_median_k1,30,1072,912,5,0.028598665395614897,0.6993648552170488,0.37359667172433253,MIXED_OR_NULL
NQ,upper_N5_median_k1,60,1072,913,5,0.02764537654909438,0.6993648552170488,0.19849756217725026,MIXED_OR_NULL
NQ,upper_N5_median_k1,120,1072,913,5,0.02764537654909438,0.6993648552170488,0.6640989356856695,MIXED_OR_NULL
NQ,upper_N5_median_k2,30,955,826,5,0.038176033934252396,0.6447101956905427,0.5842331298792333,MIXED_OR_NULL
NQ,upper_N5_median_k2,60,955,827,5,0.039236479321314965,0.5842484433349989,0.6074329422061864,MIXED_OR_NULL
NQ,upper_N5_median_k2,120,955,827,5,0.039236479321314965,0.6245414394270677,1.0535451414762622,MIXED_OR_NULL
NQ,upper_N5_median_k3,30,861,742,5,0.03062426383981154,0.6993648552170488,0.6083210272241001,MIXED_OR_NULL
NQ,upper_N5_median_k3,60,861,742,5,0.03062426383981154,0.6993648552170488,1.0152412648763927,MIXED_OR_NULL
NQ,upper_N5_median_k3,120,861,742,5,0.03062426383981154,0.6993648552170488,1.4088589011007595,MIXED_OR_NULL
