instrument,level_id,timing_bin,n
NQ,upper_N5_ema_k0,BAR_0930,574
NQ,upper_N5_ema_k0,MINUTES_16_TO_30,58
NQ,upper_N5_ema_k0,MINUTES_2_TO_5,301
NQ,upper_N5_ema_k0,MINUTES_31_TO_60,46
NQ,upper_N5_ema_k0,MINUTES_61_TO_120,35
NQ,upper_N5_ema_k0,MINUTES_6_TO_15,121
NQ,upper_N5_ema_k1,BAR_0930,275
NQ,upper_N5_ema_k1,MINUTES_16_TO_30,82
NQ,upper_N5_ema_k1,MINUTES_2_TO_5,384
NQ,upper_N5_ema_k1,MINUTES_31_TO_60,74
NQ,upper_N5_ema_k1,MINUTES_61_TO_120,53
NQ,upper_N5_ema_k1,MINUTES_6_TO_15,181
NQ,upper_N5_ema_k2,BAR_0930,136
NQ,upper_N5_ema_k2,MINUTES_16_TO_30,91
NQ,upper_N5_ema_k2,MINUTES_2_TO_5,345
NQ,upper_N5_ema_k2,MINUTES_31_TO_60,87
NQ,upper_N5_ema_k2,MINUTES_61_TO_120,74
NQ,upper_N5_ema_k2,MINUTES_6_TO_15,222
NQ,upper_N5_ema_k3,BAR_0930,71
NQ,upper_N5_ema_k3,MINUTES_16_TO_30,116
NQ,upper_N5_ema_k3,MINUTES_2_TO_5,262
NQ,upper_N5_ema_k3,MINUTES_31_TO_60,101
NQ,upper_N5_ema_k3,MINUTES_61_TO_120,94
NQ,upper_N5_ema_k3,MINUTES_6_TO_15,210
NQ,upper_N5_mean_k0,BAR_0930,580
NQ,upper_N5_mean_k0,MINUTES_16_TO_30,56
NQ,upper_N5_mean_k0,MINUTES_2_TO_5,311
NQ,upper_N5_mean_k0,MINUTES_31_TO_60,41
NQ,upper_N5_mean_k0,MINUTES_61_TO_120,32
NQ,upper_N5_mean_k0,MINUTES_6_TO_15,121
NQ,upper_N5_mean_k1,BAR_0930,266
NQ,upper_N5_mean_k1,MINUTES_16_TO_30,80
NQ,upper_N5_mean_k1,MINUTES_2_TO_5,392
NQ,upper_N5_mean_k1,MINUTES_31_TO_60,82
NQ,upper_N5_mean_k1,MINUTES_61_TO_120,48
NQ,upper_N5_mean_k1,MINUTES_6_TO_15,179
NQ,upper_N5_mean_k2,BAR_0930,133
NQ,upper_N5_mean_k2,MINUTES_16_TO_30,95
NQ,upper_N5_mean_k2,MINUTES_2_TO_5,337
NQ,upper_N5_mean_k2,MINUTES_31_TO_60,85
NQ,upper_N5_mean_k2,MINUTES_61_TO_120,75
NQ,upper_N5_mean_k2,MINUTES_6_TO_15,225
NQ,upper_N5_mean_k3,BAR_0930,70
NQ,upper_N5_mean_k3,MINUTES_16_TO_30,123
NQ,upper_N5_mean_k3,MINUTES_2_TO_5,256
NQ,upper_N5_mean_k3,MINUTES_31_TO_60,104
NQ,upper_N5_mean_k3,MINUTES_61_TO_120,89
NQ,upper_N5_mean_k3,MINUTES_6_TO_15,218
NQ,upper_N5_median_k0,BAR_0930,644
NQ,upper_N5_median_k0,MINUTES_16_TO_30,50
NQ,upper_N5_median_k0,MINUTES_2_TO_5,279
NQ,upper_N5_median_k0,MINUTES_31_TO_60,38
NQ,upper_N5_median_k0,MINUTES_61_TO_120,24
NQ,upper_N5_median_k0,MINUTES_6_TO_15,110
NQ,upper_N5_median_k1,BAR_0930,319
NQ,upper_N5_median_k1,MINUTES_16_TO_30,76
NQ,upper_N5_median_k1,MINUTES_2_TO_5,372
NQ,upper_N5_median_k1,MINUTES_31_TO_60,74
NQ,upper_N5_median_k1,MINUTES_61_TO_120,57
NQ,upper_N5_median_k1,MINUTES_6_TO_15,174
NQ,upper_N5_median_k2,BAR_0930,151
NQ,upper_N5_median_k2,MINUTES_16_TO_30,82
NQ,upper_N5_median_k2,MINUTES_2_TO_5,349
NQ,upper_N5_median_k2,MINUTES_31_TO_60,86
NQ,upper_N5_median_k2,MINUTES_61_TO_120,72
NQ,upper_N5_median_k2,MINUTES_6_TO_15,215
NQ,upper_N5_median_k3,BAR_0930,71
NQ,upper_N5_median_k3,MINUTES_16_TO_30,119
NQ,upper_N5_median_k3,MINUTES_2_TO_5,274
NQ,upper_N5_median_k3,MINUTES_31_TO_60,101
NQ,upper_N5_median_k3,MINUTES_61_TO_120,85
NQ,upper_N5_median_k3,MINUTES_6_TO_15,211
