instrument,level_type,side,touch_sub,n_events,rotation_first_n,breakout_first_n,tie_n,neither_n,n_nontied,rotation_first_rate,breakout_first_rate,rot_minus_brk_first_rate,binom_p,sample_status,median_signed_close_atr_h5,median_rotation_exc_atr_h5,median_breakout_exc_atr_h5,median_dominance_h5,horizon_min,barrier,median_signed_close_atr_h10,median_rotation_exc_atr_h10,median_breakout_exc_atr_h10,median_dominance_h10,median_signed_close_atr_h15,median_rotation_exc_atr_h15,median_breakout_exc_atr_h15,median_dominance_h15,median_signed_close_atr_h30,median_rotation_exc_atr_h30,median_breakout_exc_atr_h30,median_dominance_h30,median_signed_close_atr_h60,median_rotation_exc_atr_h60,median_breakout_exc_atr_h60,median_dominance_h60
ES,overnight_high,upper,TOUCH_CLOSE_INSIDE,332,218,86,3,0,304,0.6566265060240963,0.25903614457831325,0.39759036144578314,2.240182291501291e-14,OK,,,,,30,1.0,,,,,,,,,0.0,2.6724137931034484,2.08955223880597,0.02439024390243906,,,,
ES,overnight_low,lower,TOUCH_CLOSE_AT_LEVEL,48,27,16,1,0,43,0.5625,0.3333333333333333,0.22916666666666666,0.12628947438543037,UNDERPOWERED,,,,,30,1.0,,,,,,,,,-0.19318287359524475,2.2051431911163064,2.5734888341120636,0.06512605042016807,,,,
ES,overnight_low,lower,TOUCH_CLOSE_INSIDE,259,177,67,4,0,244,0.6833976833976834,0.25868725868725867,0.4247104247104247,1.2403556853968843e-12,OK,,,,,30,1.0,,,,,,,,,0.750488194567726,2.9810869317534463,1.8630385487528345,0.20606060606060603,,,,
ES,prev_rth_high,upper,TOUCH_CLOSE_AT_LEVEL,115,56,46,1,0,102,0.48695652173913045,0.4,0.08695652173913043,0.37294366808362994,OK,,,,,30,1.0,,,,,,,,,-0.25,1.8018018018018018,2.097902097902098,-0.05882352941176479,,,,
ES,prev_rth_high,upper,TOUCH_CLOSE_INSIDE,371,252,89,1,0,341,0.6792452830188679,0.2398921832884097,0.4393530997304582,3.5338293727127245e-19,OK,,,,,30,1.0,,,,,,,,,0.25769782584703677,2.6808510638297873,1.610095148120656,0.23076923076923078,,,,
ES,prev_rth_low,lower,TOUCH_CLOSE_AT_LEVEL,36,17,17,0,0,34,0.4722222222222222,0.4722222222222222,0.0,1.0,UNDERPOWERED,,,,,30,1.0,,,,,,,,,-0.19607843137254904,2.3618021006080703,2.7045454545454546,0.0,,,,
ES,prev_rth_low,lower,TOUCH_CLOSE_INSIDE,307,214,62,4,0,276,0.6970684039087948,0.20195439739413681,0.495114006514658,9.472798597914312e-21,OK,,,,,30,1.0,,,,,,,,,0.6817301841916036,3.1010199125789217,1.7960829493087558,0.2782978723404256,,,,
NQ,overnight_high,upper,TOUCH_CLOSE_AT_LEVEL,6,5,1,0,0,6,0.8333333333333334,0.16666666666666666,0.6666666666666666,0.21875,UNDERPOWERED,,,,,30,1.0,,,,,,,,,-1.0028011452000567,1.4539428396604033,2.2370037987915254,-0.13088235294117648,,,,
NQ,overnight_high,upper,TOUCH_CLOSE_INSIDE,131,91,32,0,0,123,0.6946564885496184,0.24427480916030533,0.45038167938931295,9.738842158273571e-08,OK,,,,,30,1.0,,,,,,,,,0.0823045267489712,2.6366559485530545,1.8243243243243243,0.09803921568627452,,,,
NQ,overnight_low,lower,TOUCH_CLOSE_AT_LEVEL,2,0,2,0,0,2,0.0,1.0,-1.0,0.5,UNDERPOWERED,,,,,30,1.0,,,,,,,,,-10.112104226632328,0.6476291470989244,13.858253799929303,-0.8780776515151516,,,,
NQ,overnight_low,lower,TOUCH_CLOSE_INSIDE,87,56,18,5,0,74,0.6436781609195402,0.20689655172413793,0.4367816091954023,1.1091146210557392e-05,OK,,,,,30,1.0,,,,,,,,,0.3250883392226148,2.7848101265822787,2.2309197651663406,0.10000000000000005,,,,
NQ,prev_rth_high,upper,TOUCH_CLOSE_AT_LEVEL,9,3,4,0,0,7,0.3333333333333333,0.4444444444444444,-0.1111111111111111,1.0,UNDERPOWERED,,,,,30,1.0,,,,,,,,,-1.0650887573964496,3.144654088050314,2.893081761006289,0.04166666666666666,,,,
NQ,prev_rth_high,upper,TOUCH_CLOSE_INSIDE,136,89,41,0,0,130,0.6544117647058824,0.3014705882352941,0.35294117647058826,3.0921923883829104e-05,OK,,,,,30,1.0,,,,,,,,,0.322663252240717,2.815929203539823,1.6206582880056435,0.32593325791855204,,,,
NQ,prev_rth_low,lower,TOUCH_CLOSE_AT_LEVEL,6,2,4,0,0,6,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.6875,UNDERPOWERED,,,,,30,1.0,,,,,,,,,-0.9484050524512951,1.3246628131021194,2.5446906444016273,-0.3198568872987478,,,,
NQ,prev_rth_low,lower,TOUCH_CLOSE_INSIDE,92,59,25,1,0,84,0.6413043478260869,0.2717391304347826,0.3695652173913043,0.00026645108697203506,OK,,,,,30,1.0,,,,,,,,,0.28402366863905326,2.6440677966101696,2.2891566265060237,0.11864406779661017,,,,
ES,overnight_high,upper,TOUCH_CLOSE_AT_LEVEL,58,25,6,19,0,31,0.43103448275862066,0.10344827586206896,0.3275862068965517,0.0008779102936387062,OK,,,,,60,0.25,,,,,,,,,,,,,-0.47827743902439024,3.954887218045113,2.7216610549943887,0.23214285714285712
ES,overnight_high,upper,TOUCH_CLOSE_INSIDE,332,193,18,79,0,211,0.5813253012048193,0.05421686746987952,0.5271084337349398,3.407704370686617e-38,OK,,,,,60,0.25,,,,,,,,,,,,,-0.333610188261351,3.4935163996948893,3.009433962264151,0.041245791245791245
ES,overnight_low,lower,TOUCH_CLOSE_AT_LEVEL,48,22,10,10,0,32,0.4583333333333333,0.20833333333333334,0.25,0.050102459732443094,UNDERPOWERED,,,,,60,0.25,,,,,,,,,,,,,-0.5498533724340176,2.7475177304964538,4.1441441441441444,-0.2490726020137785
ES,overnight_low,lower,TOUCH_CLOSE_INSIDE,259,151,13,71,0,164,0.583011583011583,0.05019305019305019,0.5328185328185329,5.718839623014867e-31,OK,,,,,60,0.25,,,,,,,,,,,,,0.509915014164306,3.819095477386935,2.7956989247311825,0.125
ES,prev_rth_high,upper,TOUCH_CLOSE_AT_LEVEL,115,45,9,40,0,54,0.391304347826087,0.0782608695652174,0.3130434782608696,7.288430776686282e-07,OK,,,,,60,0.25,,,,,,,,,,,,,0.5549242424242424,3.3449883449883453,2.6289207868155238,0.11688311688311684
ES,prev_rth_high,upper,TOUCH_CLOSE_INSIDE,371,226,14,86,0,240,0.6091644204851752,0.03773584905660377,0.5714285714285714,1.9771468496338992e-50,OK,,,,,60,0.25,,,,,,,,,,,,,0.3282216841538875,3.519091847265222,2.300635144671842,0.2403846153846154
ES,prev_rth_low,lower,TOUCH_CLOSE_AT_LEVEL,36,14,6,11,0,20,0.3888888888888889,0.16666666666666666,0.2222222222222222,0.11531829833984375,UNDERPOWERED,,,,,60,0.25,,,,,,,,,,,,,0.5025125628140704,3.3165829145728645,3.2,0.1020408163265306
ES,prev_rth_low,lower,TOUCH_CLOSE_INSIDE,307,171,10,82,0,181,0.5570032573289903,0.03257328990228013,0.5244299674267101,5.59179795063455e-39,OK,,,,,60,0.25,,,,,,,,,,,,,1.1730205278592374,3.888888888888889,2.459016393442623,0.21428571428571425
NQ,overnight_high,upper,TOUCH_CLOSE_AT_LEVEL,6,3,0,3,0,3,0.5,0.0,0.5,0.25,UNDERPOWERED,,,,,60,0.25,,,,,,,,,,,,,-0.8633569299552906,1.4539428396604033,3.12224970043087,-0.3625987708516243
NQ,overnight_high,upper,TOUCH_CLOSE_INSIDE,131,87,4,21,0,91,0.6641221374045801,0.030534351145038167,0.6335877862595419,2.260482665715688e-21,OK,,,,,60,0.25,,,,,,,,,,,,,0.3726006606552986,3.724133188291634,2.7631279582796138,0.19096880131362892
NQ,overnight_low,lower,TOUCH_CLOSE_AT_LEVEL,2,0,0,1,0,0,0.0,0.0,0.0,,UNDERPOWERED,,,,,60,0.25,,,,,,,,,,,,,-5.7763975155279494,0.8074534161490683,9.68944099378882,-0.8461538461538463
NQ,overnight_low,lower,TOUCH_CLOSE_INSIDE,87,48,4,20,0,52,0.5517241379310345,0.04597701149425287,0.5057471264367817,1.3065282189472782e-10,OK,,,,,60,0.25,,,,,,,,,,,,,0.5050198364504899,3.424160346695558,3.7115615424329995,-0.024370624162073574
NQ,prev_rth_high,upper,TOUCH_CLOSE_AT_LEVEL,9,3,3,1,0,6,0.3333333333333333,0.3333333333333333,0.0,1.0,UNDERPOWERED,,,,,60,0.25,,,,,,,,,,,,,-1.1834319526627217,3.6507936507936507,3.5897435897435894,-0.016393442622950824
NQ,prev_rth_high,upper,TOUCH_CLOSE_INSIDE,136,83,4,29,0,87,0.6102941176470589,0.029411764705882353,0.5808823529411765,3.018846051830852e-20,OK,,,,,60,0.25,,,,,,,,,,,,,-0.5979381443298969,3.7523234200743496,2.432778489116517,0.23717459215550157
NQ,prev_rth_low,lower,TOUCH_CLOSE_AT_LEVEL,6,0,2,1,0,2,0.0,0.3333333333333333,-0.3333333333333333,0.5,UNDERPOWERED,,,,,60,0.25,,,,,,,,,,,,,0.11560693641618497,1.6666666666666665,3.179190751445087,-0.3095238095238096
NQ,prev_rth_low,lower,TOUCH_CLOSE_INSIDE,92,54,3,21,0,57,0.5869565217391305,0.03260869565217391,0.5543478260869565,4.2901793229077607e-13,OK,,,,,60,0.25,,,,,,,,,,,,,0.17362637362637362,3.3442816237156814,3.200415584415585,0.04813953488372095
ES,overnight_high,upper,TOUCH_CLOSE_AT_LEVEL,58,34,11,5,0,45,0.5862068965517241,0.1896551724137931,0.39655172413793105,0.0008240823595997425,OK,,,,,60,0.5,,,,,,,,,,,,,-0.47827743902439024,3.954887218045113,2.7216610549943887,0.23214285714285712
ES,overnight_high,upper,TOUCH_CLOSE_INSIDE,332,220,42,28,0,262,0.6626506024096386,0.12650602409638553,0.536144578313253,2.71558558577087e-30,OK,,,,,60,0.5,,,,,,,,,,,,,-0.333610188261351,3.4935163996948893,3.009433962264151,0.041245791245791245
ES,overnight_low,lower,TOUCH_CLOSE_AT_LEVEL,48,23,17,2,0,40,0.4791666666666667,0.3541666666666667,0.125,0.42959050784338615,UNDERPOWERED,,,,,60,0.5,,,,,,,,,,,,,-0.5498533724340176,2.7475177304964538,4.1441441441441444,-0.2490726020137785
ES,overnight_low,lower,TOUCH_CLOSE_INSIDE,259,177,38,20,0,215,0.6833976833976834,0.14671814671814673,0.5366795366795367,1.220024533313782e-22,OK,,,,,60,0.5,,,,,,,,,,,,,0.509915014164306,3.819095477386935,2.7956989247311825,0.125
ES,prev_rth_high,upper,TOUCH_CLOSE_AT_LEVEL,115,54,33,7,0,87,0.46956521739130436,0.28695652173913044,0.1826086956521739,0.03141811023384611,OK,,,,,60,0.5,,,,,,,,,,,,,0.5549242424242424,3.3449883449883453,2.6289207868155238,0.11688311688311684
ES,prev_rth_high,upper,TOUCH_CLOSE_INSIDE,371,263,38,25,0,301,0.7088948787061995,0.10242587601078167,0.6064690026954178,1.4650887752523623e-42,OK,,,,,60,0.5,,,,,,,,,,,,,0.3282216841538875,3.519091847265222,2.300635144671842,0.2403846153846154
ES,prev_rth_low,lower,TOUCH_CLOSE_AT_LEVEL,36,18,10,3,0,28,0.5,0.2777777777777778,0.2222222222222222,0.1849333420395851,UNDERPOWERED,,,,,60,0.5,,,,,,,,,,,,,0.5025125628140704,3.3165829145728645,3.2,0.1020408163265306
ES,prev_rth_low,lower,TOUCH_CLOSE_INSIDE,307,201,32,30,0,233,0.6547231270358306,0.10423452768729642,0.5504885993485342,3.9937529279262565e-31,OK,,,,,60,0.5,,,,,,,,,,,,,1.1730205278592374,3.888888888888889,2.459016393442623,0.21428571428571425
NQ,overnight_high,upper,TOUCH_CLOSE_AT_LEVEL,6,4,2,0,0,6,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6875,UNDERPOWERED,,,,,60,0.5,,,,,,,,,,,,,-0.8633569299552906,1.4539428396604033,3.12224970043087,-0.3625987708516243
NQ,overnight_high,upper,TOUCH_CLOSE_INSIDE,131,93,13,6,0,106,0.7099236641221374,0.09923664122137404,0.6106870229007634,4.542762798571596e-16,OK,,,,,60,0.5,,,,,,,,,,,,,0.3726006606552986,3.724133188291634,2.7631279582796138,0.19096880131362892
NQ,overnight_low,lower,TOUCH_CLOSE_AT_LEVEL,2,0,1,0,0,1,0.0,0.5,-0.5,1.0,UNDERPOWERED,,,,,60,0.5,,,,,,,,,,,,,-5.7763975155279494,0.8074534161490683,9.68944099378882,-0.8461538461538463
NQ,overnight_low,lower,TOUCH_CLOSE_INSIDE,87,56,9,7,0,65,0.6436781609195402,0.10344827586206896,0.5402298850574713,2.049245302203524e-09,OK,,,,,60,0.5,,,,,,,,,,,,,0.5050198364504899,3.424160346695558,3.7115615424329995,-0.024370624162073574
NQ,prev_rth_high,upper,TOUCH_CLOSE_AT_LEVEL,9,4,2,1,0,6,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.6875,UNDERPOWERED,,,,,60,0.5,,,,,,,,,,,,,-1.1834319526627217,3.6507936507936507,3.5897435897435894,-0.016393442622950824
NQ,prev_rth_high,upper,TOUCH_CLOSE_INSIDE,136,95,14,7,0,109,0.6985294117647058,0.10294117647058823,0.5955882352941176,5.770921348674695e-16,OK,,,,,60,0.5,,,,,,,,,,,,,-0.5979381443298969,3.7523234200743496,2.432778489116517,0.23717459215550157
NQ,prev_rth_low,lower,TOUCH_CLOSE_AT_LEVEL,6,0,2,1,0,2,0.0,0.3333333333333333,-0.3333333333333333,0.5,UNDERPOWERED,,,,,60,0.5,,,,,,,,,,,,,0.11560693641618497,1.6666666666666665,3.179190751445087,-0.3095238095238096
NQ,prev_rth_low,lower,TOUCH_CLOSE_INSIDE,92,63,9,6,0,72,0.6847826086956522,0.09782608695652174,0.5869565217391305,4.181227909275131e-11,OK,,,,,60,0.5,,,,,,,,,,,,,0.17362637362637362,3.3442816237156814,3.200415584415585,0.04813953488372095
ES,overnight_high,upper,TOUCH_CLOSE_AT_LEVEL,58,31,18,1,0,49,0.5344827586206896,0.3103448275862069,0.22413793103448276,0.08543313315739454,OK,,,,,60,1.0,,,,,,,,,,,,,-0.47827743902439024,3.954887218045113,2.7216610549943887,0.23214285714285712
ES,overnight_high,upper,TOUCH_CLOSE_INSIDE,332,205,82,3,0,287,0.6174698795180723,0.2469879518072289,0.3704819277108434,2.565590348966433e-13,OK,,,,,60,1.0,,,,,,,,,,,,,-0.333610188261351,3.4935163996948893,3.009433962264151,0.041245791245791245
ES,overnight_low,lower,TOUCH_CLOSE_AT_LEVEL,48,26,15,1,0,41,0.5416666666666666,0.3125,0.22916666666666666,0.11727520595741225,UNDERPOWERED,,,,,60,1.0,,,,,,,,,,,,,-0.5498533724340176,2.7475177304964538,4.1441441441441444,-0.2490726020137785
ES,overnight_low,lower,TOUCH_CLOSE_INSIDE,259,167,65,3,0,232,0.6447876447876448,0.25096525096525096,0.3938223938223938,1.5720792761370944e-11,OK,,,,,60,1.0,,,,,,,,,,,,,0.509915014164306,3.819095477386935,2.7956989247311825,0.125
ES,prev_rth_high,upper,TOUCH_CLOSE_AT_LEVEL,115,49,44,1,0,93,0.4260869565217391,0.3826086956521739,0.043478260869565216,0.6785320136533249,OK,,,,,60,1.0,,,,,,,,,,,,,0.5549242424242424,3.3449883449883453,2.6289207868155238,0.11688311688311684
ES,prev_rth_high,upper,TOUCH_CLOSE_INSIDE,371,237,88,1,0,325,0.6388140161725068,0.2371967654986523,0.40161725067385445,6.216875267853266e-17,OK,,,,,60,1.0,,,,,,,,,,,,,0.3282216841538875,3.519091847265222,2.300635144671842,0.2403846153846154
ES,prev_rth_low,lower,TOUCH_CLOSE_AT_LEVEL,36,15,16,0,0,31,0.4166666666666667,0.4444444444444444,-0.027777777777777776,1.0,UNDERPOWERED,,,,,60,1.0,,,,,,,,,,,,,0.5025125628140704,3.3165829145728645,3.2,0.1020408163265306
ES,prev_rth_low,lower,TOUCH_CLOSE_INSIDE,307,202,57,4,0,259,0.6579804560260586,0.18566775244299674,0.4723127035830619,3.3965183661344764e-20,OK,,,,,60,1.0,,,,,,,,,,,,,1.1730205278592374,3.888888888888889,2.459016393442623,0.21428571428571425
NQ,overnight_high,upper,TOUCH_CLOSE_AT_LEVEL,6,5,1,0,0,6,0.8333333333333334,0.16666666666666666,0.6666666666666666,0.21875,UNDERPOWERED,,,,,60,1.0,,,,,,,,,,,,,-0.8633569299552906,1.4539428396604033,3.12224970043087,-0.3625987708516243
NQ,overnight_high,upper,TOUCH_CLOSE_INSIDE,131,83,29,0,0,112,0.6335877862595419,0.22137404580152673,0.4122137404580153,3.290846169775185e-07,OK,,,,,60,1.0,,,,,,,,,,,,,0.3726006606552986,3.724133188291634,2.7631279582796138,0.19096880131362892
NQ,overnight_low,lower,TOUCH_CLOSE_AT_LEVEL,2,0,1,0,0,1,0.0,0.5,-0.5,1.0,UNDERPOWERED,,,,,60,1.0,,,,,,,,,,,,,-5.7763975155279494,0.8074534161490683,9.68944099378882,-0.8461538461538463
NQ,overnight_low,lower,TOUCH_CLOSE_INSIDE,87,51,16,5,0,67,0.5862068965517241,0.1839080459770115,0.40229885057471265,2.168923876071706e-05,OK,,,,,60,1.0,,,,,,,,,,,,,0.5050198364504899,3.424160346695558,3.7115615424329995,-0.024370624162073574
NQ,prev_rth_high,upper,TOUCH_CLOSE_AT_LEVEL,9,3,4,0,0,7,0.3333333333333333,0.4444444444444444,-0.1111111111111111,1.0,UNDERPOWERED,,,,,60,1.0,,,,,,,,,,,,,-1.1834319526627217,3.6507936507936507,3.5897435897435894,-0.016393442622950824
NQ,prev_rth_high,upper,TOUCH_CLOSE_INSIDE,136,79,37,0,0,116,0.5808823529411765,0.27205882352941174,0.3088235294117647,0.00012034422931947831,OK,,,,,60,1.0,,,,,,,,,,,,,-0.5979381443298969,3.7523234200743496,2.432778489116517,0.23717459215550157
NQ,prev_rth_low,lower,TOUCH_CLOSE_AT_LEVEL,6,0,3,0,0,3,0.0,0.5,-0.5,0.25,UNDERPOWERED,,,,,60,1.0,,,,,,,,,,,,,0.11560693641618497,1.6666666666666665,3.179190751445087,-0.3095238095238096
NQ,prev_rth_low,lower,TOUCH_CLOSE_INSIDE,92,52,25,1,0,77,0.5652173913043478,0.2717391304347826,0.29347826086956524,0.002799053877277624,OK,,,,,60,1.0,,,,,,,,,,,,,0.17362637362637362,3.3442816237156814,3.200415584415585,0.04813953488372095
