instrument,feature,horizon,target,n_valid,pearson_r,pearson_ci_lo,pearson_ci_hi,spearman_rho,spearman_ci_lo,spearman_ci_hi,p_raw_approx,bonferroni_alpha,significant_bonf,quintile_monotonicity_spearman,q0_mean,q4_mean,cov100_n,cov100_acc,cov50_n,cov50_acc,cov30_n,cov30_acc,cov15_n,cov15_acc,mean_y_given_x_pos,mean_y_given_x_neg,bull_bear_diff,bull_bear_diff_ci_lo,bull_bear_diff_ci_hi,spearman_drop_top_outlier,n_years,year_2018_mean,year_2018_n,year_2018_spearman,year_2019_mean,year_2019_n,year_2019_spearman,year_2020_mean,year_2020_n,year_2020_spearman,year_2021_mean,year_2021_n,year_2021_spearman,year_2022_mean,year_2022_n,year_2022_spearman
ES,overnight_range,10,R,1286,-0.11359650968577313,-0.22704146261616634,0.028682469056855123,-0.01611997672861767,-0.07680479732105075,0.04843872535901035,0.5748859715547256,6.944444444444444e-05,False,-0.09999999999999999,-0.10714285714285714,-0.7060546875,1286,0.5114806017418844,643,0.5126582278481012,386,0.4765625,193,0.47668393782383417,,,,,,-0.01382093747901033,5,0.646484375,256,0.045993348025911936,0.2005813953488372,258,0.09518677773588262,-0.837890625,256,-0.03843953439849175,0.1560077519379845,258,0.06944071475094904,0.15406976744186046,258,-0.10726774662547041
ES,overnight_range,10,Q,1286,-0.0027808326631663565,-0.05507330369730168,0.057725529558954713,0.044200866194020735,-0.012556058089711157,0.10201778913965452,0.1238599939351337,6.944444444444444e-05,False,0.09999999999999999,-0.07851387719272859,0.002575227014983227,1286,0.4901652242328875,643,0.5031347962382445,386,0.4961038961038961,193,0.5052083333333334,,,,,,0.04648450326713374,5,0.03870282224019113,256,0.05972176023002248,-0.024794924747799672,258,0.1078764013406875,-0.0498083189938916,256,-0.011932287794729095,0.026159738218424034,258,0.15598372406375194,0.029776830586751044,258,-0.03618612644532208
ES,overnight_range,15,R,1286,-0.1448857136057317,-0.2492915712840225,-0.019002858657480207,-0.01878241679122429,-0.07709030080868724,0.04365551506721073,0.513417158983098,6.944444444444444e-05,False,0.0,0.05263157894736842,-1.5244140625,1286,0.5185770750988142,643,0.5110062893081762,386,0.4789473684210526,193,0.45789473684210524,,,,,,-0.016489738773715273,5,0.5556640625,256,0.028921906109320154,0.11046511627906977,258,0.0718343674980452,-0.9501953125,256,-0.1093398923718855,0.3391472868217054,258,0.07136031825972038,-0.09108527131782945,258,-0.08330964614504105
ES,overnight_range,15,Q,1286,-0.023749007197331192,-0.07663732529967217,0.03485607621107382,0.023429457680679975,-0.02777096820355576,0.08350899155559696,0.41491707214310125,6.944444444444444e-05,False,0.0,-0.05662223573910139,-0.016993793671513234,1286,0.4810725552050473,643,0.4881889763779528,386,0.47643979057591623,193,0.4869109947643979,,,,,,0.02565573792444748,5,0.049213760967481146,256,0.02879043995649988,-0.017262493893884318,258,0.10370819074840104,-0.05253870963895273,256,-0.0320922850151433,0.01866584848646706,258,0.13141953097947098,0.018529905598879067,258,-0.051722812673594444
ES,overnight_range,30,R,1286,-0.05631460062889525,-0.1527760154673435,0.04151980222509055,0.0037313674926520877,-0.05319422996868947,0.06392546419251521,0.8967114808133301,6.944444444444444e-05,False,0.0,0.015977443609022556,-0.5341796875,1286,0.5098193244304792,643,0.5116640746500778,386,0.4896373056994819,193,0.47150259067357514,,,,,,0.005291563539940512,5,0.32421875,256,-0.02098750757043611,0.26841085271317827,258,0.05731326859641989,-0.3232421875,256,-0.07531245332342644,0.9011627906976745,258,0.04999021618907592,0.48158914728682173,258,-0.021837863373095057
ES,overnight_range,30,Q,1286,-0.02758253463981247,-0.08008517572207476,0.0323281228337123,0.016719741280396317,-0.030377571593686738,0.07209801828421668,0.5607404742952431,6.944444444444444e-05,False,0.09999999999999999,-0.05087357801706602,-0.027834914610501835,1286,0.48744113029827313,643,0.48589341692789967,386,0.46475195822454307,193,0.45077720207253885,,,,,,0.018879169384489705,5,0.035423873360228855,256,-0.006721608878544317,-0.04168959591286041,258,0.09066678619265314,-0.053869654364200235,256,-0.027523846296558446,0.03157426369579539,258,0.07955876578770583,0.011746164768588151,258,-0.045174889547573566
ES,range_position_0929,5,R,1286,-0.061987412253547564,-0.11577758782167681,0.002734021674456546,-0.041014029969064184,-0.09273111935956925,0.017908689721182397,0.15337862906466349,6.944444444444444e-05,False,-0.8999999999999998,0.6172480620155039,-0.2198443579766537,1286,0.4812150279776179,643,0.49044585987261147,386,0.46684350132625996,193,0.42857142857142855,-0.26657458563535913,0.4886980108499096,-0.7552725964852687,-1.3688735413565383,-0.14948302765927726,-0.04009834274980157,5,0.3623046875,256,-0.056009550340412176,-0.1753875968992248,258,0.03876786052553446,-0.1806640625,256,-0.06801671704952336,0.16375968992248063,258,-0.026628740267746323,0.08042635658914729,258,-0.08354809011098269
ES,range_position_0929,5,Q,1286,-0.009559184624355928,-0.0598741265549665,0.04426372536261233,-0.007512702308253109,-0.05762412759094821,0.046778464491192294,0.7938030090245727,6.944444444444444e-05,False,-0.19999999999999998,0.02546099987405078,0.03340732015259088,1286,0.48322683706070285,643,0.4944356120826709,386,0.5026178010471204,193,0.4842105263157895,-0.0005094017890970325,0.03959811448362496,-0.040107516272721994,-0.1129637544107579,0.01989564746717503,-0.00687935017419612,5,0.02768397782202795,256,0.05727112927284554,-0.0583752879559022,258,0.058463390337970544,-0.018273521601407244,256,-0.07281759650362549,0.038388234081722865,258,-0.004909255122569402,0.08351712384022406,258,-0.04446624607962081
ES,range_position_0929,10,R,1286,-0.05773303175252655,-0.11441777653252654,0.0022176648863069877,-0.055719120817173756,-0.11281032184077598,0.0026247758182688648,0.052318384961390185,6.944444444444444e-05,False,-0.8999999999999998,0.8691860465116279,-0.47470817120622566,1286,0.4784688995215311,643,0.4643423137876387,386,0.4894179894179894,193,0.4734042553191489,-0.24102209944751382,0.4733273056057866,-0.7143494050533005,-1.5047757148352032,0.16932654194099425,-0.054614496556880276,5,0.646484375,256,-0.11579422627123581,0.2005813953488372,258,0.002076583792444794,-0.837890625,256,-0.15105538579887057,0.1560077519379845,258,-0.02989847799879124,0.15406976744186046,258,0.0007880743797143324
ES,range_position_0929,10,Q,1286,-0.022399584308430826,-0.07005544410798652,0.030280643984781815,-0.021603124964003257,-0.06784396299593463,0.030865703224739756,0.45223149266690044,6.944444444444444e-05,False,-0.7,0.027720187092459877,0.01856165713501575,1286,0.48256735340729,643,0.48742138364779874,386,0.5026041666666666,193,0.4739583333333333,-0.014950440776053106,0.033625716454038085,-0.04857615723009119,-0.12162367562968324,0.01161626469841337,-0.020434580650795058,5,0.03870282224019113,256,0.0076869345981805835,-0.024794924747799672,258,0.0578544275790845,-0.0498083189938916,256,-0.12087699864099789,0.026159738218424034,258,-0.022420460056377312,0.029776830586751044,258,-0.02402349103323371
ES,range_position_0929,15,R,1286,-0.015536268893357227,-0.0724797513456189,0.04538416490287213,-0.019979117005459016,-0.07874709300259376,0.038195468255592946,0.486945301168233,6.944444444444444e-05,False,-0.3,0.1569767441860465,-0.5826848249027238,1286,0.4896496815286624,643,0.4835680751173709,386,0.4830287206266319,193,0.484375,-0.03383977900552486,0.05877034358047016,-0.09261012258599502,-0.9888795139270479,0.7925308837780859,-0.0187527747615623,5,0.5556640625,256,-0.057584138069679346,0.11046511627906977,258,0.07630458691146083,-0.9501953125,256,-0.0748194370896169,0.3391472868217054,258,-0.04862653071358988,-0.09108527131782945,258,0.03357338453858371
ES,range_position_0929,15,Q,1286,-0.01333100381399578,-0.06415544459056927,0.04097312720704145,-0.012305925023144742,-0.06239865451270758,0.04216534799560246,0.6685414597462445,6.944444444444444e-05,False,-0.49999999999999994,0.01856056553806298,0.016118201555831397,1286,0.482922954725973,643,0.4810725552050473,386,0.4921052631578947,193,0.45263157894736844,-0.008672721980950093,0.023739609929597824,-0.03241233191054792,-0.10316619775981073,0.030530588276332378,-0.010942860029223959,5,0.049213760967481146,256,-0.0005842140953215163,-0.017262493893884318,258,0.0676666011083202,-0.05253870963895273,256,-0.09877024915545846,0.01866584848646706,258,-0.007074511303130195,0.018529905598879067,258,-0.025305346251830958
ES,range_position_0929,30,R,1286,-0.0037894761104014544,-0.06066816060334168,0.06283166327378358,-0.0018203449104828644,-0.061059621532809256,0.06072061366222303,0.9495031383151049,6.944444444444444e-05,False,-0.3,0.09496124031007752,-0.4143968871595331,1286,0.48813291139240506,643,0.5015625,386,0.5039164490861618,193,0.4869109947643979,0.35359116022099446,0.3566907775768535,-0.0030996173558590634,-1.1639664643131886,1.1379577461710602,-0.0025869092638297554,5,0.32421875,256,0.024119524123760002,0.26841085271317827,258,0.00841532572591514,-0.3232421875,256,-0.1373323788691893,0.9011627906976745,258,-0.03652908691655305,0.48158914728682173,258,0.10288497559004141
ES,range_position_0929,30,Q,1286,0.0003019201690891685,-0.05449849337278946,0.05619733235222534,-0.0011253149347605887,-0.055522666045102066,0.05407074482051064,0.9687705891842113,6.944444444444444e-05,False,0.0,-0.019361595460775035,-0.000533236927623631,1286,0.491699604743083,643,0.5039123630672926,386,0.5038961038961038,193,0.46875,-0.010789638198976957,0.011699582402023763,-0.02248922060100072,-0.08749996707545421,0.04033961290917441,-0.0006207387675443771,5,0.035423873360228855,256,0.0027048427522140877,-0.04168959591286041,258,0.05645253145738112,-0.053869654364200235,256,-0.10912549894740638,0.03157426369579539,258,0.01289779572985929,0.011746164768588151,258,0.03159317455224905
ES,signed_path_efficiency_on,5,R,1286,-0.10735457663640337,-0.1655518343536651,-0.044205030394936964,-0.07356199395111805,-0.1250085209921207,-0.019924472988868507,0.010350683838826313,6.944444444444444e-05,False,-0.9999999999999999,0.8507751937984496,-0.5680933852140078,1286,0.4704472843450479,643,0.4873015873015873,386,0.4763157894736842,193,0.43455497382198954,-0.3402679830747532,0.5496485061511424,-0.8899164892258955,-1.5167838467754529,-0.24637114515605293,-0.07145787800415626,5,0.3623046875,256,-0.022177173893382796,-0.1753875968992248,258,0.040064116405032255,-0.1806640625,256,-0.17278249220189398,0.16375968992248063,258,-0.06850493273583334,0.08042635658914729,258,-0.09263319245447077
ES,signed_path_efficiency_on,5,Q,1286,-0.042722088802034784,-0.09558385420150242,0.012440191232102831,-0.03652679581909343,-0.08664656949625907,0.017048848471353944,0.2036040545763047,6.944444444444444e-05,False,-0.7,0.04711698660750033,0.0019410055183902908,1286,0.47007182761372707,643,0.47217806041335453,386,0.47214854111405835,193,0.4973821989528796,-0.011929940900404556,0.05001613841058889,-0.06194607931099345,-0.12568543071545396,0.004367006006643229,-0.03550841284103485,5,0.02768397782202795,256,0.046447050226091705,-0.0583752879559022,258,0.07499822688947477,-0.018273521601407244,256,-0.13322856855699172,0.038388234081722865,258,-0.05233691620171794,0.08351712384022406,258,-0.06393217184338945
ES,signed_path_efficiency_on,10,R,1286,-0.09931007378072369,-0.15706698887312948,-0.040293887157299854,-0.08551345022116914,-0.14096510220073447,-0.031998539669762203,0.002860564279751676,6.944444444444444e-05,False,-0.9999999999999999,0.9602713178294574,-0.8278210116731517,1286,0.45976095617529883,643,0.47318611987381703,386,0.45144356955380577,193,0.43157894736842106,-0.5765162200282088,0.8659929701230229,-1.4425091901512317,-2.2411114567660086,-0.569258246967808,-0.08366009906191353,5,0.646484375,256,-0.08323834373607321,0.2005813953488372,258,-0.007522426002139819,-0.837890625,256,-0.22173658373050248,0.1560077519379845,258,-0.07177804159724026,0.15406976744186046,258,-0.032355913707327044
ES,signed_path_efficiency_on,10,Q,1286,-0.06040335660378024,-0.11532812321118463,-0.007975993350974396,-0.05103184489354129,-0.10224168319410033,0.002804265880837595,0.07557385000483263,6.944444444444444e-05,False,-0.6,0.05827758544235363,-0.01401653890662778,1286,0.4734758511480602,643,0.4755905511811024,386,0.468586387434555,193,0.4607329842931937,-0.030225211699327407,0.048400347227134884,-0.0786255589264623,-0.14622658193353075,-0.017947961324880364,-0.049885663968644134,5,0.03870282224019113,256,0.017739254552775117,-0.024794924747799672,258,0.06399459001756326,-0.0498083189938916,256,-0.1752996732368972,0.026159738218424034,258,-0.06850739414671052,0.029776830586751044,258,-0.07060229686857956
ES,signed_path_efficiency_on,15,R,1286,-0.033824248361149625,-0.09707667551472217,0.029382196536204743,-0.03503433125484357,-0.09418969432669914,0.02458216963581437,0.2227075179645417,6.944444444444444e-05,False,-0.8999999999999998,-0.006782945736434108,-0.4163424124513619,1286,0.477326968973747,643,0.49050632911392406,386,0.4725848563968668,193,0.47368421052631576,-0.2933709449929478,0.3602811950790861,-0.6536521400720339,-1.7148556656693628,0.2813729329905971,-0.03316505673031378,5,0.5556640625,256,0.00221654382449398,0.11046511627906977,258,0.06924952075652412,-0.9501953125,256,-0.11334000545704809,0.3391472868217054,258,-0.08909857935190042,-0.09108527131782945,258,0.016999460555661712
ES,signed_path_efficiency_on,15,Q,1286,-0.04357034422085235,-0.09898235301744003,0.010856223296758264,-0.034006030102150045,-0.08501633238927683,0.01918128589419851,0.23659425194443573,6.944444444444444e-05,False,-0.6,0.04292417924983593,0.0030266348694505912,1286,0.4746031746031746,643,0.4699367088607595,386,0.46596858638743455,193,0.45549738219895286,-0.026024131415551374,0.04082220870639921,-0.06684634012195058,-0.13598742874657316,-0.004327948606778995,-0.032699612451252205,5,0.049213760967481146,256,0.037408508362037955,-0.017262493893884318,258,0.07400944995903866,-0.05253870963895273,256,-0.15057309424145948,0.01866584848646706,258,-0.04417874560497295,0.018529905598879067,258,-0.07218771405057023
ES,signed_path_efficiency_on,30,R,1286,-0.0004805590719997329,-0.05769262542590915,0.06493524914943406,-0.002189004181626567,-0.06134484895031572,0.05698221775279886,0.9392944919077666,6.944444444444444e-05,False,-0.39999999999999997,0.07267441860465117,0.05058365758754864,1286,0.48853754940711464,643,0.4953125,386,0.5142857142857142,193,0.5260416666666666,0.09873060648801128,0.632688927943761,-0.5339583214557497,-1.9569814784059332,0.7593766034737892,-0.004228887967940828,5,0.32421875,256,0.042094335267192654,0.26841085271317827,258,0.040791581654946875,-0.3232421875,256,-0.12354202724491402,0.9011627906976745,258,-0.04747312336657443,0.48158914728682173,258,0.10380674104380903
ES,signed_path_efficiency_on,30,Q,1286,-0.024112291084420888,-0.08194055368130701,0.0358977734875654,-0.018360275131849138,-0.07402927312731761,0.03797086793564661,0.5229305773704276,6.944444444444444e-05,False,-0.6,0.01726871988039543,0.003842227215476801,1286,0.47709320695102686,643,0.4858490566037736,386,0.4817708333333333,193,0.484375,-0.024602426314152395,0.024237909149486866,-0.048840335463639264,-0.11769958167649879,0.02429538097046516,-0.018222402549488516,5,0.035423873360228855,256,0.03327074065971712,-0.04168959591286041,258,0.07850867256068066,-0.053869654364200235,256,-0.13652727890319433,0.03157426369579539,258,-0.02788382003706489,0.011746164768588151,258,-0.009117450942970399
ES,dist_from_overnight_high,5,R,1286,0.0857984803153856,-0.005872721192071959,0.17439487563090597,0.029909339735812997,-0.02637684453139588,0.08497937327441554,0.2979355727282307,6.944444444444444e-05,False,0.8999999999999998,-0.15054744525547445,0.646484375,1286,0.4832,643,0.48346456692913387,386,0.47244094488188976,193,0.5287958115183246,,,,,,0.028070868046165008,5,0.3623046875,256,0.1280250409312089,-0.1753875968992248,258,-0.01094619647449074,-0.1806640625,256,0.02341165721262525,0.16375968992248063,258,0.05424199579456905,0.08042635658914729,258,0.04666355689390249
ES,dist_from_overnight_high,5,Q,1286,0.047487720257738675,-0.00589417672190571,0.09590149428514726,0.03874061720108708,-0.015040026595439756,0.0918151828770823,0.17750421721913345,6.944444444444444e-05,False,0.49999999999999994,-0.0048195875428694674,0.07407356805765877,1286,0.5019984012789768,643,0.5047770700636943,386,0.5158730158730159,193,0.5661375661375662,,,,,,0.03715562020043141,5,0.02768397782202795,256,0.014279180853106872,-0.0583752879559022,258,-0.025408107847091972,-0.018273521601407244,256,0.044138873718232,0.038388234081722865,258,0.06145858280628971,0.08351712384022406,258,0.020226139062090916
ES,dist_from_overnight_high,10,R,1286,0.017902857487820775,-0.08577895431862699,0.1306295151610513,0.030279645716353595,-0.030417660248997384,0.08934016904432245,0.29199030282371297,6.944444444444444e-05,False,0.7,-0.3768248175182482,0.1103515625,1286,0.5107741420590582,643,0.5149136577708007,386,0.5246753246753246,193,0.53125,,,,,,0.031188303570162338,5,0.646484375,256,0.13774610932301648,0.2005813953488372,258,0.036098913174439,-0.837890625,256,0.046357230944637194,0.1560077519379845,258,0.06274526113167177,0.15406976744186046,258,-0.03077981256716337
ES,dist_from_overnight_high,10,Q,1286,0.04023316101874143,-0.013645403865514336,0.0900221178297797,0.03361313007187345,-0.021590668449386268,0.08405838858211381,0.242058287455865,6.944444444444444e-05,False,0.7,-0.017952021529879045,0.04593244433689222,1286,0.48929421094369546,643,0.4835164835164835,386,0.4869791666666667,193,0.5440414507772021,,,,,,0.03332183968397571,5,0.03870282224019113,256,0.04314143003822521,-0.024794924747799672,258,-0.01797013566450022,-0.0498083189938916,256,0.05532847301547851,0.026159738218424034,258,0.08250867595766784,0.029776830586751044,258,0.01778946067137304
ES,dist_from_overnight_high,15,R,1286,-0.05457741707635975,-0.14864511506988912,0.04309985839374515,0.008769072928578505,-0.04910120410162819,0.06813944029801454,0.7602990855376628,6.944444444444444e-05,False,-0.09999999999999999,-0.4927007299270073,-0.935546875,1286,0.5179282868525896,643,0.5173501577287066,386,0.5052083333333334,193,0.4973821989528796,,,,,,0.009401141958949238,5,0.5556640625,256,0.08119450519790287,0.11046511627906977,258,-0.04931991128100859,-0.9501953125,256,-0.03371249720714585,0.3391472868217054,258,0.07223638456291935,-0.09108527131782945,258,-0.03968959589498035
ES,dist_from_overnight_high,15,Q,1286,0.017133748274414693,-0.03589696866241981,0.06798965604783638,0.016770560885921014,-0.036477859707123514,0.06897830551549047,0.5595496652094292,6.944444444444444e-05,False,0.49999999999999994,-0.013933648284039396,0.020322173847122368,1286,0.48012718600953896,643,0.4755905511811024,386,0.47244094488188976,193,0.53125,,,,,,0.016425593493873215,5,0.049213760967481146,256,0.0351083098996286,-0.017262493893884318,258,-0.03138355247595201,-0.05253870963895273,256,0.020163055694530113,0.01866584848646706,258,0.06302302964819427,0.018529905598879067,258,0.013364049508534615
ES,dist_from_overnight_high,30,R,1286,-0.01340063135831227,-0.09969716047318383,0.0729833391443092,0.0040883510251217715,-0.054982154471952156,0.05711753141930406,0.8868932187692742,6.944444444444444e-05,False,-0.09999999999999999,-0.48175182481751827,-0.75,1286,0.5083135391923991,643,0.5039001560062403,386,0.5025906735751295,193,0.48704663212435234,,,,,,0.005879168311750449,5,0.32421875,256,-0.005927001324944867,0.26841085271317827,258,0.013767820820317273,-0.3232421875,256,0.03424531359578591,0.9011627906976745,258,0.043264898094303936,0.48158914728682173,258,-0.09169130979776395
ES,dist_from_overnight_high,30,Q,1286,-0.0030002143639997355,-0.05831292287487762,0.043579684875924916,0.009372288055989587,-0.04310374991215783,0.0602810184055932,0.7443669084683444,6.944444444444444e-05,False,0.3,-0.033267443754279584,-0.02359094541975184,1286,0.4865506329113924,643,0.48119122257053293,386,0.4712041884816754,193,0.46875,,,,,,0.009005973845828961,5,0.035423873360228855,256,0.014470547684791479,-0.04168959591286041,258,-0.018020381262713606,-0.053869654364200235,256,0.03945918693855522,0.03157426369579539,258,0.02675543707399553,0.011746164768588151,258,-0.028757549490325857
ES,dist_from_overnight_low,5,R,1286,-0.10186624912968513,-0.18352623580366492,0.0018318313311357966,-0.02255351002164932,-0.07563113320345244,0.045598034554346654,0.43258229013884497,6.944444444444444e-05,False,-0.39999999999999997,0.38327205882352944,-0.35358565737051795,1286,0.48289578361177404,643,0.4952681388012618,386,0.48293963254593175,193,0.45077720207253885,,,,,,-0.02028014096808431,5,0.3623046875,256,0.07860856934325734,-0.1753875968992248,258,0.06999176699771881,-0.1806640625,256,-0.08258334412586414,0.16375968992248063,258,0.033125284506166995,0.08042635658914729,258,-0.08575973109711028
ES,dist_from_overnight_low,5,Q,1286,-0.0038465568173521327,-0.05364657382700682,0.05460508148556789,0.04557768604690539,-0.002343617039720629,0.10592128545025084,0.11256500910800327,6.944444444444444e-05,False,0.6,-0.017098647137500585,0.0493185291916888,1286,0.5007949125596184,643,0.5300632911392406,386,0.5235602094240838,193,0.5105263157894737,,,,,,0.04596563873782643,5,0.02768397782202795,256,0.13033389498395492,-0.0583752879559022,258,0.10335332280744047,-0.018273521601407244,256,-0.05527379116188338,0.038388234081722865,258,0.0718920084494749,0.08351712384022406,258,-0.04477022916332262
