instrument,var1,var2,spearman
ES,U_3,E_10,0.40912548269321103
ES,U_3,R_15,0.3201323065397295
ES,U_3,U_15,0.7985296197503108
ES,U_3,D_15,-0.08382060381511355
ES,U_3,Q_15,0.5527603299122947
ES,U_3,E_15,0.36041020406639207
ES,U_3,R_30,0.2666296976957549
ES,U_3,U_30,0.7224879497581693
ES,U_3,D_30,-0.02757084082941061
ES,U_3,Q_30,0.47197373637213574
ES,U_3,E_30,0.30781771156207094
ES,U_3,R_60,0.18399182460600047
ES,U_3,U_60,0.646493448704339
ES,U_3,D_60,0.03924534268733111
ES,U_3,Q_60,0.3839881712399019
ES,U_3,E_60,0.22461155072927538
ES,D_3,D_3,1.0
ES,D_3,Q_3,-0.7672644957187887
ES,D_3,E_3,-0.6501626363254392
ES,D_3,R_5,-0.5115047516354538
ES,D_3,U_5,-0.2256321089522435
ES,D_3,D_5,0.9112940734506465
ES,D_3,Q_5,-0.7116559986657728
ES,D_3,E_5,-0.5404253141424382
ES,D_3,R_10,-0.40503243103209985
ES,D_3,U_10,-0.2024133291328307
ES,D_3,D_10,0.7825983734955245
ES,D_3,Q_10,-0.6190101769823922
ES,D_3,E_10,-0.46735269645003913
ES,D_3,R_15,-0.36942511572129155
ES,D_3,U_15,-0.1791537203685997
ES,D_3,D_15,0.7345116902838184
ES,D_3,Q_15,-0.5846119011054005
ES,D_3,E_15,-0.4377498365560671
ES,D_3,R_30,-0.27854858506232055
ES,D_3,U_30,-0.13072445524381246
ES,D_3,D_30,0.6480304564661693
ES,D_3,Q_30,-0.5036636740355958
ES,D_3,E_30,-0.34594053900843297
ES,D_3,R_60,-0.2078664123947562
ES,D_3,U_60,-0.06548289481909349
ES,D_3,D_60,0.5568192736614999
ES,D_3,Q_60,-0.41189650205488304
ES,D_3,E_60,-0.2859172339524126
ES,Q_3,Q_3,1.0
ES,Q_3,E_3,0.8592773963910076
ES,Q_3,R_5,0.6164730239161448
ES,Q_3,U_5,0.733131121943758
ES,Q_3,D_5,-0.686620601538433
ES,Q_3,Q_5,0.9260421226053648
ES,Q_3,E_5,0.6914224354770161
ES,Q_3,R_10,0.4769408417500917
ES,Q_3,U_10,0.6572531490511887
ES,Q_3,D_10,-0.5679440794004476
ES,Q_3,Q_10,0.792759074167175
ES,Q_3,E_10,0.5657198737051308
ES,Q_3,R_15,0.43827525171321857
ES,Q_3,U_15,0.6144522783865883
ES,Q_3,D_15,-0.5143901802405201
ES,Q_3,Q_15,0.7341462926508362
ES,Q_3,E_15,0.5176396166489929
ES,Q_3,R_30,0.3462271350727241
ES,Q_3,U_30,0.5380425350502323
ES,Q_3,D_30,-0.42438751577285
ES,Q_3,Q_30,0.6289357629402644
ES,Q_3,E_30,0.4223724584191231
ES,Q_3,R_60,0.2493559818917376
ES,Q_3,U_60,0.44811816312515185
ES,Q_3,D_60,-0.32690801449205176
ES,Q_3,Q_60,0.5136820130303811
ES,Q_3,E_60,0.32895746206212634
ES,E_3,E_3,0.9999999999999999
ES,E_3,R_5,0.7346056631600932
ES,E_3,U_5,0.7124393267068618
ES,E_3,D_5,-0.6688569788340557
ES,E_3,Q_5,0.894137739836836
ES,E_3,E_5,0.780729886294113
ES,E_3,R_10,0.5724099292855861
ES,E_3,U_10,0.6654348850533746
ES,E_3,D_10,-0.5996909785410468
ES,E_3,Q_10,0.8133095728300639
ES,E_3,E_10,0.6364505159088477
ES,E_3,R_15,0.5162766215180933
ES,E_3,U_15,0.638117949891536
ES,E_3,D_15,-0.5592913971801603
ES,E_3,Q_15,0.7724921443174546
ES,E_3,E_15,0.5868259552943751
ES,E_3,R_30,0.40458704293390474
ES,E_3,U_30,0.5695314596122304
ES,E_3,D_30,-0.47580980391461314
ES,E_3,Q_30,0.6745783733802261
ES,E_3,E_30,0.4656327651530503
ES,E_3,R_60,0.29279158374922426
ES,E_3,U_60,0.4798470911966092
ES,E_3,D_60,-0.3794548932951005
ES,E_3,Q_60,0.5624863259246048
ES,E_3,E_60,0.3728756069769942
ES,R_5,R_5,1.0
ES,R_5,U_5,0.6026378749454329
ES,R_5,D_5,-0.6740984609425901
ES,R_5,Q_5,0.7997393080030072
ES,R_5,E_5,0.944034406580583
ES,R_5,R_10,0.714154653015612
ES,R_5,U_10,0.6459356851415458
ES,R_5,D_10,-0.6768046799578986
ES,R_5,Q_10,0.8246793908531962
ES,R_5,E_10,0.7022773308650064
ES,R_5,R_15,0.6010419666754313
ES,R_5,U_15,0.6217314410671354
ES,R_5,D_15,-0.641914057022232
ES,R_5,Q_15,0.7901612643729543
ES,R_5,E_15,0.6194936435868738
ES,R_5,R_30,0.4595885659510957
ES,R_5,U_30,0.5607831370762912
ES,R_5,D_30,-0.5545512143193129
ES,R_5,Q_30,0.6951533920924837
ES,R_5,E_30,0.5025064316579768
ES,R_5,R_60,0.3572549076582285
ES,R_5,U_60,0.4771049816963275
ES,R_5,D_60,-0.4604827132756517
ES,R_5,Q_60,0.5897460455802476
ES,R_5,E_60,0.4132827982103386
ES,U_5,U_5,1.0
ES,U_5,D_5,-0.21938487033716716
ES,U_5,Q_5,0.7731352058833303
ES,U_5,E_5,0.6502549030546478
ES,U_5,R_10,0.43484143758031923
ES,U_5,U_10,0.91003344165244
ES,U_5,D_10,-0.17495773430345576
ES,U_5,Q_10,0.6815077566942049
ES,U_5,E_10,0.479984633575555
ES,U_5,R_15,0.3825104376143142
ES,U_5,U_15,0.8628550005677859
ES,U_5,D_15,-0.13351385592592824
ES,U_5,Q_15,0.623538890596937
ES,U_5,E_15,0.42362380167557656
ES,U_5,R_30,0.3089138980058582
ES,U_5,U_30,0.7815226850833016
ES,U_5,D_30,-0.06821135204568757
ES,U_5,Q_30,0.5330709150827179
ES,U_5,E_30,0.35597963881400474
ES,U_5,R_60,0.22953465012265425
ES,U_5,U_60,0.6991823615807757
ES,U_5,D_60,-0.0016932424175555474
ES,U_5,Q_60,0.44343849204132996
ES,U_5,E_60,0.2728107260209471
ES,D_5,D_5,1.0
ES,D_5,Q_5,-0.75960469232712
ES,D_5,E_5,-0.6766770267452418
ES,D_5,R_10,-0.5013214253937487
ES,D_5,U_10,-0.22709198696413258
ES,D_5,D_10,0.8847097047732151
ES,D_5,Q_10,-0.6955804711746874
ES,D_5,E_10,-0.5528399683768951
ES,D_5,R_15,-0.44153593592570345
ES,D_5,U_15,-0.20754346420958855
ES,D_5,D_15,0.8361218041740377
ES,D_5,Q_15,-0.6639803197683669
ES,D_5,E_15,-0.5121968145742722
ES,D_5,R_30,-0.33897474886389606
ES,D_5,U_30,-0.16213233934234786
ES,D_5,D_30,0.7389424510140935
ES,D_5,Q_30,-0.5778623016566473
ES,D_5,E_30,-0.41093381507453375
ES,D_5,R_60,-0.2495684461398081
ES,D_5,U_60,-0.09646975879026568
ES,D_5,D_60,0.6374363361768144
ES,D_5,Q_60,-0.48079660598521645
ES,D_5,E_60,-0.336490072382534
ES,Q_5,Q_5,1.0
ES,Q_5,E_5,0.8571120935154779
ES,Q_5,R_10,0.5846687742193307
ES,Q_5,U_10,0.7183300464174458
ES,Q_5,D_10,-0.6592778056193083
ES,Q_5,Q_10,0.8916620484008679
ES,Q_5,E_10,0.6641426633369522
ES,Q_5,R_15,0.5216954904497313
ES,Q_5,U_15,0.6771452410949361
ES,Q_5,D_15,-0.6057044004631807
ES,Q_5,Q_15,0.833841088767235
ES,Q_5,E_15,0.607325426224141
ES,Q_5,R_30,0.4095433950121972
ES,Q_5,U_30,0.5995295983211248
ES,Q_5,D_30,-0.5032046490948345
ES,Q_5,Q_30,0.7181733248648975
ES,Q_5,E_30,0.4949516183965174
ES,Q_5,R_60,0.30453483585789787
ES,Q_5,U_60,0.5067283672115646
ES,Q_5,D_60,-0.39875368708311565
ES,Q_5,Q_60,0.5985681747044318
ES,Q_5,E_60,0.39437425558753625
ES,E_5,E_5,0.9999999999999999
ES,E_5,R_10,0.6970486226552655
ES,E_5,U_10,0.693237341339645
ES,E_5,D_10,-0.6809768215208939
ES,E_5,Q_10,0.8794124115939609
ES,E_5,E_10,0.7373615297983851
ES,E_5,R_15,0.6018009318706915
ES,E_5,U_15,0.6650286609807577
ES,E_5,D_15,-0.6484732037777121
ES,E_5,Q_15,0.8437277396233138
ES,E_5,E_15,0.6589690994521697
ES,E_5,R_30,0.4571132843735182
ES,E_5,U_30,0.6010295263712533
ES,E_5,D_30,-0.5525611019877061
ES,E_5,Q_30,0.7416110303498723
ES,E_5,E_30,0.5315985506747265
ES,E_5,R_60,0.3528800463442727
ES,E_5,U_60,0.5140562802405817
ES,E_5,D_60,-0.45216498292854385
ES,E_5,Q_60,0.6296152997577347
ES,E_5,E_60,0.4350436203419202
ES,R_10,R_10,0.9999999999999999
ES,R_10,U_10,0.6152660587131037
ES,R_10,D_10,-0.6921713842591304
ES,R_10,Q_10,0.813351162974976
ES,R_10,E_10,0.9468032114187582
ES,R_10,R_15,0.7945431042557272
ES,R_10,U_15,0.6426871192476433
ES,R_10,D_15,-0.7086085913787936
ES,R_10,Q_15,0.8445631562782039
ES,R_10,E_15,0.769322701218108
ES,R_10,R_30,0.5687525835737741
ES,R_10,U_30,0.6068283102302663
ES,R_10,D_30,-0.6385627278214768
ES,R_10,Q_30,0.7763863985564637
ES,R_10,E_30,0.5949418449163467
ES,R_10,R_60,0.44287736343701106
ES,R_10,U_60,0.5320958560531324
ES,R_10,D_60,-0.5512094348064275
ES,R_10,Q_60,0.6805479217726933
ES,R_10,E_60,0.48910458764531384
ES,U_10,U_10,1.0
ES,U_10,D_10,-0.2406667472182237
ES,U_10,Q_10,0.776129682083898
ES,U_10,E_10,0.6456094882803882
ES,U_10,R_15,0.5188458900095652
ES,U_10,U_15,0.9619124905423386
ES,U_10,D_15,-0.2162591165250051
ES,U_10,Q_15,0.7335745177074545
ES,U_10,E_15,0.5485621107882054
ES,U_10,R_30,0.40171653628194887
ES,U_10,U_30,0.8729578261577053
ES,U_10,D_30,-0.15734077769952243
ES,U_10,Q_30,0.6420906092586037
ES,U_10,E_30,0.4481077752518464
ES,U_10,R_60,0.3043674687848655
ES,U_10,U_60,0.7807836078415468
ES,U_10,D_60,-0.087603438537875
ES,U_10,Q_60,0.5458905260529173
ES,U_10,E_60,0.3513829313087683
ES,D_10,D_10,1.0
ES,D_10,Q_10,-0.7702116676044911
ES,D_10,E_10,-0.7150862329540496
ES,D_10,R_15,-0.5876217255060828
ES,D_10,U_15,-0.23846557745648617
ES,D_10,D_15,0.9593726033169452
ES,D_10,Q_15,-0.7574182160676156
ES,D_10,E_15,-0.6364728973471051
ES,D_10,R_30,-0.43680989767518674
ES,D_10,U_30,-0.2086902962755583
ES,D_10,D_30,0.8520925168008462
ES,D_10,Q_30,-0.6758183618957466
ES,D_10,E_30,-0.5029870748387328
ES,D_10,R_60,-0.319281134343309
ES,D_10,U_60,-0.14412534457872075
ES,D_10,D_60,0.7402156150180791
ES,D_10,Q_60,-0.5736047599365052
ES,D_10,E_60,-0.4100396719527674
ES,Q_10,Q_10,1.0
ES,Q_10,E_10,0.871976901210056
ES,Q_10,R_15,0.6925312985514154
ES,Q_10,U_15,0.7527029786357186
ES,Q_10,D_15,-0.7319895986692649
ES,Q_10,Q_15,0.964428212339473
ES,Q_10,E_15,0.7636762099464885
ES,Q_10,R_30,0.5245698735901692
ES,Q_10,U_30,0.6791518242998464
ES,Q_10,D_30,-0.6278611522949828
ES,Q_10,Q_30,0.8484635451295776
ES,Q_10,E_30,0.6103354063175551
ES,Q_10,R_60,0.3932737699769782
ES,Q_10,U_60,0.582443134825038
ES,Q_10,D_60,-0.5164695474487367
ES,Q_10,Q_60,0.7213095220300051
ES,Q_10,E_60,0.4906140040843771
ES,E_10,E_10,1.0
ES,E_10,R_15,0.7863943204100498
ES,E_10,U_15,0.6763086238824982
ES,E_10,D_15,-0.7328124938236068
ES,E_10,Q_15,0.9046134539142772
ES,E_10,E_15,0.8221127057459754
ES,E_10,R_30,0.572436958135257
ES,E_10,U_30,0.6379422801957878
ES,E_10,D_30,-0.6605415699143645
ES,E_10,Q_30,0.8342656270156518
ES,E_10,E_30,0.6356879869515658
ES,E_10,R_60,0.44052363415146883
ES,E_10,U_60,0.5571816181787037
ES,E_10,D_60,-0.5659502083774922
ES,E_10,Q_60,0.7312491716714402
ES,E_10,E_60,0.5197457347843661
ES,R_15,R_15,1.0
ES,R_15,U_15,0.614147282902677
ES,R_15,D_15,-0.6730187247826311
ES,R_15,Q_15,0.8047251454916562
ES,R_15,E_15,0.9465038005027587
ES,R_15,R_30,0.7205468647388156
ES,R_15,U_30,0.6516073856492282
ES,R_15,D_30,-0.690121018327992
ES,R_15,Q_30,0.8406053315407971
ES,R_15,E_30,0.7219637135214386
ES,R_15,R_60,0.5467508959419043
ES,R_15,U_60,0.5912046251102117
ES,R_15,D_60,-0.616149614774011
ES,R_15,Q_60,0.7638821524113507
ES,R_15,E_60,0.5815684649987013
ES,U_15,U_15,1.0
ES,U_15,D_15,-0.2285916405303495
ES,U_15,Q_15,0.7645350368026177
ES,U_15,E_15,0.6306823054083134
ES,U_15,R_30,0.4622660001585586
ES,U_15,U_30,0.9222373658894942
ES,U_15,D_30,-0.18771334557267105
ES,U_15,Q_30,0.6911878855053325
ES,U_15,E_30,0.5016967730865084
ES,U_15,R_60,0.3505916228009435
ES,U_15,U_60,0.8274954832031794
ES,U_15,D_60,-0.12074905228918184
ES,U_15,Q_60,0.5957154900068649
ES,U_15,E_60,0.3939673998444467
ES,D_15,D_15,1.0
ES,D_15,Q_15,-0.774905981362724
ES,D_15,E_15,-0.7090178690730365
ES,D_15,R_30,-0.49473862124219076
ES,D_15,U_30,-0.21793674354462375
ES,D_15,D_30,0.9088040875845067
ES,D_15,Q_30,-0.7166142528994549
ES,D_15,E_30,-0.5517287639064739
ES,D_15,R_60,-0.3711880169479219
ES,D_15,U_60,-0.15939848552226396
ES,D_15,D_60,0.7959032076190087
ES,D_15,Q_60,-0.6178622121298409
ES,D_15,E_60,-0.45771661444525563
ES,Q_15,Q_15,1.0
ES,Q_15,E_15,0.8632862878948362
ES,Q_15,R_30,0.6000568167401197
ES,Q_15,U_30,0.7094414690894768
ES,Q_15,D_30,-0.6899195625767929
ES,Q_15,Q_30,0.9085327099083118
ES,Q_15,E_30,0.6776713515513336
ES,Q_15,R_60,0.4536301288083832
ES,Q_15,U_60,0.6148989923277576
ES,Q_15,D_60,-0.5781924647585451
ES,Q_15,Q_60,0.7829068107438761
ES,Q_15,E_60,0.5487355970091063
ES,E_15,E_15,1.0
ES,E_15,R_30,0.7091478116108236
ES,E_15,U_30,0.6684495414737476
ES,E_15,D_30,-0.722247140260256
ES,E_15,Q_30,0.8949181292228863
ES,E_15,E_30,0.76450054647491
ES,E_15,R_60,0.5461723593461175
ES,E_15,U_60,0.6052586009383374
ES,E_15,D_60,-0.6446673492756722
ES,E_15,Q_60,0.8138760037457367
ES,E_15,E_60,0.6242520884671324
ES,R_30,R_30,0.9999999999999999
ES,R_30,U_30,0.6321159562853644
ES,R_30,D_30,-0.6647205876068341
ES,R_30,Q_30,0.8083530817621963
ES,R_30,E_30,0.9448469962716973
ES,R_30,R_60,0.7036478852763127
ES,R_30,U_60,0.6504215767582038
ES,R_30,D_60,-0.6788471566273125
ES,R_30,Q_60,0.834312633060448
ES,R_30,E_60,0.7026352119965618
ES,U_30,U_30,1.0
ES,U_30,D_30,-0.23182372422333403
ES,U_30,Q_30,0.764438336059031
ES,U_30,E_30,0.6498840176255463
ES,U_30,R_60,0.46799615406265427
ES,U_30,U_60,0.9205661692608672
ES,U_30,D_60,-0.1933309840306968
ES,U_30,Q_60,0.6969341884616436
ES,U_30,E_60,0.502738773327358
ES,D_30,D_30,1.0
ES,D_30,Q_30,-0.7779591466315483
ES,D_30,E_30,-0.6979357584769049
ES,D_30,R_60,-0.4838382677860193
ES,D_30,U_60,-0.2058246050989993
ES,D_30,D_60,0.9006090181600297
ES,D_30,Q_60,-0.7089994887357794
ES,D_30,E_60,-0.5626043998333116
ES,Q_30,Q_30,1.0
ES,Q_30,E_30,0.866122558222801
ES,Q_30,R_60,0.5941352818125354
ES,Q_30,U_60,0.6990981515845037
ES,Q_30,D_60,-0.6889594125824856
ES,Q_30,Q_60,0.9073260460820718
ES,Q_30,E_60,0.6839811504913532
ES,E_30,E_30,1.0
ES,E_30,R_60,0.6924370036576392
ES,E_30,U_60,0.6684121614247761
ES,E_30,D_60,-0.7055128899784465
ES,E_30,Q_60,0.8871218319687894
ES,E_30,E_60,0.7475709200907933
ES,R_60,R_60,0.9999999999999999
ES,R_60,U_60,0.6232742068121171
ES,R_60,D_60,-0.66641376380139
ES,R_60,Q_60,0.8037638916816239
ES,R_60,E_60,0.9382025775500147
ES,U_60,U_60,1.0
ES,U_60,D_60,-0.22207456972379877
ES,U_60,Q_60,0.7588775846834575
ES,U_60,E_60,0.6308616845519966
ES,D_60,D_60,0.9999999999999999
ES,D_60,Q_60,-0.7761179239036199
ES,D_60,E_60,-0.7161887758685213
ES,Q_60,Q_60,1.0
ES,Q_60,E_60,0.8686613353436916
ES,E_60,E_60,1.0
NQ,R_1,R_1,1.0
NQ,R_1,U_1,0.6782582173141103
NQ,R_1,D_1,-0.5772890941983786
NQ,R_1,Q_1,0.7893020315510878
NQ,R_1,E_1,0.9427825205925904
NQ,R_1,R_3,0.4913439852941933
NQ,R_1,U_3,0.6020217944749614
NQ,R_1,D_3,-0.544121399150134
NQ,R_1,Q_3,0.7283239685433753
NQ,R_1,E_3,0.5339279137695275
NQ,R_1,R_5,0.4312177317661587
NQ,R_1,U_5,0.565848587608707
NQ,R_1,D_5,-0.49112498703857643
NQ,R_1,Q_5,0.6661987468786984
NQ,R_1,E_5,0.47319978153302755
NQ,R_1,R_10,0.34434567939794114
NQ,R_1,U_10,0.5070193484263206
NQ,R_1,D_10,-0.42049434879597414
NQ,R_1,Q_10,0.5709094704470157
NQ,R_1,E_10,0.3855197948180906
NQ,R_1,R_15,0.3045812281919633
NQ,R_1,U_15,0.4720731410834813
NQ,R_1,D_15,-0.37378074396112326
NQ,R_1,Q_15,0.5211442273961833
NQ,R_1,E_15,0.34200705364253337
NQ,R_1,R_30,0.22981070745229065
NQ,R_1,U_30,0.3959529113649397
NQ,R_1,D_30,-0.2981976155824407
NQ,R_1,Q_30,0.43057923543198545
NQ,R_1,E_30,0.27631751388264875
NQ,R_1,R_60,0.19433444743968906
NQ,R_1,U_60,0.3367493175206539
NQ,R_1,D_60,-0.23234249029406695
NQ,R_1,Q_60,0.3488369692033326
NQ,R_1,E_60,0.22532713417062084
NQ,U_1,U_1,0.9999999999999999
NQ,U_1,D_1,-0.19903355746944448
NQ,U_1,Q_1,0.7388724188166188
NQ,U_1,E_1,0.6616033635012856
NQ,U_1,R_3,0.35173852621266777
NQ,U_1,U_3,0.8045691465457849
NQ,U_1,D_3,-0.12413130714172828
NQ,U_1,Q_3,0.5903782257033607
NQ,U_1,E_3,0.4031243973265703
NQ,U_1,R_5,0.2787728186554011
NQ,U_1,U_5,0.7488779030991976
NQ,U_1,D_5,-0.07840967125400232
NQ,U_1,Q_5,0.5220504828808683
NQ,U_1,E_5,0.3300568533524395
NQ,U_1,R_10,0.21783542188922733
NQ,U_1,U_10,0.667516708522466
NQ,U_1,D_10,-0.03272376708187053
