instrument,candle_state,context_dim,context_value,horizon_min,barrier,n_observations,continuation_first_rate,reversal_first_rate,cont_minus_rev_first_rate,tie_rate,neither_rate,median_signed_close_atr,median_cont_exc_atr,median_rev_exc_atr,median_dominance,p_cont_exc_gt_rev_exc,p_rev_exc_gt_cont_exc,retouch_rate,n_nontied,binom_p,sample_status
ES,BEARISH_1000,dominance_stratum,UP_DOMINANT,15,0.25,209,0.6507177033492823,0.23923444976076555,0.41148325358851673,0.0,0.11004784688995216,0.05128205128205128,0.3582089552238806,0.14516129032258066,0.375,0.6555023923444976,0.3397129186602871,0.8803827751196173,186,2.1938834033335798e-10,OK
ES,BEARISH_1000,dominance_stratum,UP_DOMINANT,15,0.5,209,0.31100478468899523,0.09090909090909091,0.22009569377990432,0.0,0.5980861244019139,0.05128205128205128,0.3582089552238806,0.14516129032258066,0.375,0.6555023923444976,0.3397129186602871,0.8803827751196173,84,4.748492975346606e-07,OK
ES,BEARISH_1000,dominance_stratum,UP_DOMINANT,15,1.0,209,0.0861244019138756,0.004784688995215311,0.08133971291866028,0.0,0.9090909090909091,0.05128205128205128,0.3582089552238806,0.14516129032258066,0.375,0.6555023923444976,0.3397129186602871,0.8803827751196173,19,7.62939453125e-05,UNDERPOWERED
ES,BEARISH_1000,dominance_stratum,UP_DOMINANT,30,0.25,209,0.6842105263157895,0.2822966507177033,0.4019138755980861,0.0,0.03349282296650718,0.032520325203252036,0.45454545454545453,0.24193548387096775,0.3181818181818181,0.583732057416268,0.41148325358851673,0.8803827751196173,202,3.1240759594251533e-09,OK
ES,BEARISH_1000,dominance_stratum,UP_DOMINANT,30,0.5,209,0.4258373205741627,0.20095693779904306,0.22488038277511962,0.0,0.37320574162679426,0.032520325203252036,0.45454545454545453,0.24193548387096775,0.3181818181818181,0.583732057416268,0.41148325358851673,0.8803827751196173,131,4.915299690811684e-05,OK
ES,BEARISH_1000,dominance_stratum,UP_DOMINANT,30,1.0,209,0.17703349282296652,0.03349282296650718,0.14354066985645933,0.0,0.7894736842105263,0.032520325203252036,0.45454545454545453,0.24193548387096775,0.3181818181818181,0.583732057416268,0.41148325358851673,0.8803827751196173,44,5.299581744111492e-06,OK
ES,BEARISH_1000,dominance_stratum,UP_DOMINANT,60,0.25,209,0.6889952153110048,0.3014354066985646,0.3875598086124402,0.0,0.009569377990430622,0.006369426751592357,0.5346534653465347,0.3493975903614458,0.19553072625698326,0.5741626794258373,0.4258373205741627,0.8803827751196173,207,1.7888701495813968e-08,OK
ES,BEARISH_1000,dominance_stratum,UP_DOMINANT,60,0.5,209,0.5215311004784688,0.33014354066985646,0.19138755980861244,0.0,0.14832535885167464,0.006369426751592357,0.5346534653465347,0.3493975903614458,0.19553072625698326,0.5741626794258373,0.4258373205741627,0.8803827751196173,178,0.0033497141805529586,OK
ES,BEARISH_1000,dominance_stratum,UP_DOMINANT,60,1.0,209,0.2727272727272727,0.10526315789473684,0.1674641148325359,0.0,0.6220095693779905,0.006369426751592357,0.5346534653465347,0.3493975903614458,0.19553072625698326,0.5741626794258373,0.4258373205741627,0.8803827751196173,79,0.00010259635179423318,OK
ES,BULLISH_1000,pre10_stratum,PRE10_DOWN,1,0.25,303,0.3564356435643564,0.026402640264026403,0.33003300330033003,0.0033003300330033004,0.6138613861386139,0.1111111111111111,0.18888888888888888,0.0,1.0,0.8415841584158416,0.13861386138613863,0.8943894389438944,116,1.6492278067940443e-23,OK
ES,BULLISH_1000,pre10_stratum,PRE10_DOWN,1,0.5,303,0.0594059405940594,0.0,0.0594059405940594,0.0,0.9405940594059405,0.1111111111111111,0.18888888888888888,0.0,1.0,0.8415841584158416,0.13861386138613863,0.8943894389438944,18,7.62939453125e-06,UNDERPOWERED
ES,BULLISH_1000,pre10_stratum,PRE10_DOWN,1,1.0,303,0.009900990099009901,0.0,0.009900990099009901,0.0,0.9900990099009901,0.1111111111111111,0.18888888888888888,0.0,1.0,0.8415841584158416,0.13861386138613863,0.8943894389438944,3,0.25,UNDERPOWERED
ES,BULLISH_1000,pre10_stratum,PRE10_DOWN,3,0.25,303,0.46534653465346537,0.10561056105610561,0.35973597359735976,0.0033003300330033004,0.42574257425742573,0.10909090909090909,0.24,0.028169014084507043,0.8,0.759075907590759,0.22442244224422442,0.8943894389438944,173,1.5894089827339682e-17,OK
ES,BULLISH_1000,pre10_stratum,PRE10_DOWN,3,0.5,303,0.11221122112211221,0.013201320132013201,0.09900990099009901,0.0,0.8745874587458746,0.10909090909090909,0.24,0.028169014084507043,0.8,0.759075907590759,0.22442244224422442,0.8943894389438944,38,6.038535502739251e-07,OK
ES,BULLISH_1000,pre10_stratum,PRE10_DOWN,3,1.0,303,0.0165016501650165,0.0,0.0165016501650165,0.0,0.9834983498349835,0.10909090909090909,0.24,0.028169014084507043,0.8,0.759075907590759,0.22442244224422442,0.8943894389438944,5,0.0625,UNDERPOWERED
ES,BULLISH_1000,pre10_stratum,PRE10_DOWN,5,0.25,303,0.5478547854785478,0.1551155115511551,0.3927392739273927,0.0033003300330033004,0.29372937293729373,0.12,0.2676056338028169,0.058823529411764705,0.6551724137931035,0.735973597359736,0.24752475247524752,0.8943894389438944,213,9.118519172448693e-17,OK
ES,BULLISH_1000,pre10_stratum,PRE10_DOWN,5,0.5,303,0.1419141914191419,0.033003300330033,0.10891089108910891,0.0,0.8250825082508251,0.12,0.2676056338028169,0.058823529411764705,0.6551724137931035,0.735973597359736,0.24752475247524752,0.8943894389438944,53,5.550520889130439e-06,OK
ES,BULLISH_1000,pre10_stratum,PRE10_DOWN,5,1.0,303,0.0231023102310231,0.0,0.0231023102310231,0.0,0.976897689768977,0.12,0.2676056338028169,0.058823529411764705,0.6551724137931035,0.735973597359736,0.24752475247524752,0.8943894389438944,7,0.015625,UNDERPOWERED
ES,BULLISH_1000,pre10_stratum,PRE10_DOWN,10,0.25,303,0.6435643564356436,0.23102310231023102,0.41254125412541254,0.0033003300330033004,0.12211221122112212,0.0915032679738562,0.3300970873786408,0.12698412698412698,0.42857142857142855,0.6831683168316832,0.297029702970297,0.8943894389438944,265,8.098919633092008e-15,OK
ES,BULLISH_1000,pre10_stratum,PRE10_DOWN,10,0.5,303,0.24752475247524752,0.0891089108910891,0.15841584158415842,0.0,0.6633663366336634,0.0915032679738562,0.3300970873786408,0.12698412698412698,0.42857142857142855,0.6831683168316832,0.297029702970297,0.8943894389438944,102,2.1476915287407434e-06,OK
ES,BULLISH_1000,pre10_stratum,PRE10_DOWN,10,1.0,303,0.039603960396039604,0.0033003300330033004,0.036303630363036306,0.0,0.9570957095709571,0.0915032679738562,0.3300970873786408,0.12698412698412698,0.42857142857142855,0.6831683168316832,0.297029702970297,0.8943894389438944,13,0.00341796875,UNDERPOWERED
ES,BULLISH_1000,pre10_stratum,PRE10_DOWN,15,0.25,303,0.66996699669967,0.27722772277227725,0.3927392739273927,0.0033003300330033004,0.04950495049504951,0.10526315789473684,0.358974358974359,0.19047619047619047,0.3473684210526316,0.6402640264026402,0.3465346534653465,0.8943894389438944,287,1.5736401542716617e-12,OK
ES,BULLISH_1000,pre10_stratum,PRE10_DOWN,15,0.5,303,0.297029702970297,0.1716171617161716,0.1254125412541254,0.0,0.5313531353135313,0.10526315789473684,0.358974358974359,0.19047619047619047,0.3473684210526316,0.6402640264026402,0.3465346534653465,0.8943894389438944,142,0.001801710219750175,OK
ES,BULLISH_1000,pre10_stratum,PRE10_DOWN,15,1.0,303,0.07260726072607261,0.013201320132013201,0.0594059405940594,0.0,0.9141914191419142,0.10526315789473684,0.358974358974359,0.19047619047619047,0.3473684210526316,0.6402640264026402,0.3465346534653465,0.8943894389438944,26,0.0005335211753845215,OK
ES,BULLISH_1000,pre10_stratum,PRE10_DOWN,30,0.25,303,0.6897689768976898,0.29372937293729373,0.39603960396039606,0.0033003300330033004,0.013201320132013201,0.17142857142857143,0.47435897435897434,0.2903225806451613,0.25,0.6072607260726073,0.3795379537953795,0.8943894389438944,298,2.7727824699021905e-12,OK
ES,BULLISH_1000,pre10_stratum,PRE10_DOWN,30,0.5,303,0.45874587458745875,0.2607260726072607,0.19801980198019803,0.0,0.28052805280528054,0.17142857142857143,0.47435897435897434,0.2903225806451613,0.25,0.6072607260726073,0.3795379537953795,0.8943894389438944,218,5.832784520632604e-05,OK
ES,BULLISH_1000,pre10_stratum,PRE10_DOWN,30,1.0,303,0.12871287128712872,0.066006600660066,0.0627062706270627,0.0,0.8052805280528053,0.17142857142857143,0.47435897435897434,0.2903225806451613,0.25,0.6072607260726073,0.3795379537953795,0.8943894389438944,59,0.018337087779101986,OK
ES,BULLISH_1000,pre10_stratum,PRE10_DOWN,60,0.25,303,0.6963696369636964,0.297029702970297,0.39933993399339934,0.0033003300330033004,0.0,0.16064516129032258,0.625,0.3920807453416149,0.2382333978078659,0.5860927152317881,0.40066225165562913,0.8943894389438944,301,2.349624293950303e-12,OK
ES,BULLISH_1000,pre10_stratum,PRE10_DOWN,60,0.5,303,0.5445544554455446,0.3333333333333333,0.21122112211221122,0.0,0.1188118811881188,0.16064516129032258,0.625,0.3920807453416149,0.2382333978078659,0.5860927152317881,0.40066225165562913,0.8943894389438944,266,0.00010446722965270358,OK
ES,BULLISH_1000,pre10_stratum,PRE10_DOWN,60,1.0,303,0.21782178217821782,0.16831683168316833,0.04950495049504951,0.0,0.6105610561056105,0.16064516129032258,0.625,0.3920807453416149,0.2382333978078659,0.5860927152317881,0.40066225165562913,0.8943894389438944,117,0.19534905940457842,OK
ES,BULLISH_1000,pre10_stratum,PRE10_FLAT,1,0.25,4,0.25,0.0,0.25,0.0,0.75,0.04,0.1730232558139535,0.0,1.0,1.0,0.0,1.0,1,1.0,UNDERPOWERED
ES,BULLISH_1000,pre10_stratum,PRE10_FLAT,1,0.5,4,0.0,0.0,0.0,0.0,1.0,0.04,0.1730232558139535,0.0,1.0,1.0,0.0,1.0,0,,UNDERPOWERED
ES,BULLISH_1000,pre10_stratum,PRE10_FLAT,1,1.0,4,0.0,0.0,0.0,0.0,1.0,0.04,0.1730232558139535,0.0,1.0,1.0,0.0,1.0,0,,UNDERPOWERED
ES,BULLISH_1000,pre10_stratum,PRE10_FLAT,3,0.25,4,0.25,0.25,0.0,0.0,0.5,0.0057692307692307696,0.1730232558139535,0.195,0.025000000000000022,0.5,0.5,1.0,2,1.0,UNDERPOWERED
ES,BULLISH_1000,pre10_stratum,PRE10_FLAT,3,0.5,4,0.0,0.0,0.0,0.0,1.0,0.0057692307692307696,0.1730232558139535,0.195,0.025000000000000022,0.5,0.5,1.0,0,,UNDERPOWERED
ES,BULLISH_1000,pre10_stratum,PRE10_FLAT,3,1.0,4,0.0,0.0,0.0,0.0,1.0,0.0057692307692307696,0.1730232558139535,0.195,0.025000000000000022,0.5,0.5,1.0,0,,UNDERPOWERED
ES,BULLISH_1000,pre10_stratum,PRE10_FLAT,5,0.25,4,0.25,0.5,-0.25,0.0,0.25,-0.1076923076923077,0.1730232558139535,0.2096153846153846,-0.011363636363636354,0.5,0.5,1.0,3,1.0,UNDERPOWERED
ES,BULLISH_1000,pre10_stratum,PRE10_FLAT,5,0.5,4,0.0,0.0,0.0,0.0,1.0,-0.1076923076923077,0.1730232558139535,0.2096153846153846,-0.011363636363636354,0.5,0.5,1.0,0,,UNDERPOWERED
ES,BULLISH_1000,pre10_stratum,PRE10_FLAT,5,1.0,4,0.0,0.0,0.0,0.0,1.0,-0.1076923076923077,0.1730232558139535,0.2096153846153846,-0.011363636363636354,0.5,0.5,1.0,0,,UNDERPOWERED
ES,BULLISH_1000,pre10_stratum,PRE10_FLAT,10,0.25,4,0.25,0.5,-0.25,0.0,0.25,-0.38076923076923075,0.1730232558139535,0.5326923076923077,-0.44285714285714284,0.25,0.75,1.0,3,1.0,UNDERPOWERED
ES,BULLISH_1000,pre10_stratum,PRE10_FLAT,10,0.5,4,0.0,0.5,-0.5,0.0,0.5,-0.38076923076923075,0.1730232558139535,0.5326923076923077,-0.44285714285714284,0.25,0.75,1.0,2,0.5,UNDERPOWERED
ES,BULLISH_1000,pre10_stratum,PRE10_FLAT,10,1.0,4,0.0,0.0,0.0,0.0,1.0,-0.38076923076923075,0.1730232558139535,0.5326923076923077,-0.44285714285714284,0.25,0.75,1.0,0,,UNDERPOWERED
ES,BULLISH_1000,pre10_stratum,PRE10_FLAT,15,0.25,4,0.25,0.5,-0.25,0.0,0.25,-0.39,0.1730232558139535,0.635,-0.5056818181818181,0.25,0.75,1.0,3,1.0,UNDERPOWERED
ES,BULLISH_1000,pre10_stratum,PRE10_FLAT,15,0.5,4,0.0,0.75,-0.75,0.0,0.25,-0.39,0.1730232558139535,0.635,-0.5056818181818181,0.25,0.75,1.0,3,0.25,UNDERPOWERED
ES,BULLISH_1000,pre10_stratum,PRE10_FLAT,15,1.0,4,0.0,0.0,0.0,0.0,1.0,-0.39,0.1730232558139535,0.635,-0.5056818181818181,0.25,0.75,1.0,0,,UNDERPOWERED
ES,BULLISH_1000,pre10_stratum,PRE10_FLAT,30,0.25,4,0.5,0.5,0.0,0.0,0.0,-0.24976744186046512,0.20500000000000002,0.8407692307692307,-0.6711229946524064,0.25,0.75,1.0,4,1.0,UNDERPOWERED
ES,BULLISH_1000,pre10_stratum,PRE10_FLAT,30,0.5,4,0.0,0.75,-0.75,0.0,0.25,-0.24976744186046512,0.20500000000000002,0.8407692307692307,-0.6711229946524064,0.25,0.75,1.0,3,0.25,UNDERPOWERED
ES,BULLISH_1000,pre10_stratum,PRE10_FLAT,30,1.0,4,0.0,0.25,-0.25,0.0,0.75,-0.24976744186046512,0.20500000000000002,0.8407692307692307,-0.6711229946524064,0.25,0.75,1.0,1,1.0,UNDERPOWERED
ES,BULLISH_1000,pre10_stratum,PRE10_FLAT,60,0.25,4,0.5,0.5,0.0,0.0,0.0,-0.6654740608228981,0.20500000000000002,1.1292307692307693,-0.699134199134199,0.0,1.0,1.0,4,1.0,UNDERPOWERED
ES,BULLISH_1000,pre10_stratum,PRE10_FLAT,60,0.5,4,0.0,1.0,-1.0,0.0,0.0,-0.6654740608228981,0.20500000000000002,1.1292307692307693,-0.699134199134199,0.0,1.0,1.0,4,0.125,UNDERPOWERED
ES,BULLISH_1000,pre10_stratum,PRE10_FLAT,60,1.0,4,0.0,0.5,-0.5,0.0,0.5,-0.6654740608228981,0.20500000000000002,1.1292307692307693,-0.699134199134199,0.0,1.0,1.0,2,0.5,UNDERPOWERED
ES,BULLISH_1000,pre10_stratum,PRE10_UP,1,0.25,302,0.2913907284768212,0.019867549668874173,0.271523178807947,0.0033112582781456954,0.6854304635761589,0.10547710740265298,0.18708333333333332,0.0,1.0,0.8774834437086093,0.10596026490066225,0.8708609271523179,94,8.807936656038951e-20,OK
ES,BULLISH_1000,pre10_stratum,PRE10_UP,1,0.5,302,0.04304635761589404,0.006622516556291391,0.03642384105960265,0.0,0.9503311258278145,0.10547710740265298,0.18708333333333332,0.0,1.0,0.8774834437086093,0.10596026490066225,0.8708609271523179,15,0.00738525390625,UNDERPOWERED
ES,BULLISH_1000,pre10_stratum,PRE10_UP,1,1.0,302,0.006622516556291391,0.0,0.006622516556291391,0.0,0.9933774834437086,0.10547710740265298,0.18708333333333332,0.0,1.0,0.8774834437086093,0.10596026490066225,0.8708609271523179,2,0.5,UNDERPOWERED
ES,BULLISH_1000,pre10_stratum,PRE10_UP,3,0.25,302,0.46688741721854304,0.076158940397351,0.39072847682119205,0.0033112582781456954,0.45364238410596025,0.09346588663135426,0.23447145061728394,0.02424331472230385,0.8263305322128851,0.7814569536423841,0.1986754966887417,0.8708609271523179,164,6.824392548809798e-22,OK
ES,BULLISH_1000,pre10_stratum,PRE10_UP,3,0.5,302,0.08609271523178808,0.016556291390728478,0.0695364238410596,0.0,0.8973509933774835,0.09346588663135426,0.23447145061728394,0.02424331472230385,0.8263305322128851,0.7814569536423841,0.1986754966887417,0.8708609271523179,31,0.00019219517707824707,OK
ES,BULLISH_1000,pre10_stratum,PRE10_UP,3,1.0,302,0.016556291390728478,0.0033112582781456954,0.013245033112582781,0.0,0.9801324503311258,0.09346588663135426,0.23447145061728394,0.02424331472230385,0.8263305322128851,0.7814569536423841,0.1986754966887417,0.8708609271523179,6,0.21875,UNDERPOWERED
ES,BULLISH_1000,pre10_stratum,PRE10_UP,5,0.25,302,0.5364238410596026,0.1423841059602649,0.39403973509933776,0.0033112582781456954,0.31788079470198677,0.10349444370062927,0.25868097419821556,0.045454545454545456,0.6666666666666667,0.7251655629139073,0.25496688741721857,0.8708609271523179,205,1.926121569934134e-17,OK
ES,BULLISH_1000,pre10_stratum,PRE10_UP,5,0.5,302,0.1291390728476821,0.039735099337748346,0.08940397350993377,0.0,0.8311258278145696,0.10349444370062927,0.25868097419821556,0.045454545454545456,0.6666666666666667,0.7251655629139073,0.25496688741721857,0.8708609271523179,51,0.0001980394513374506,OK
ES,BULLISH_1000,pre10_stratum,PRE10_UP,5,1.0,302,0.019867549668874173,0.006622516556291391,0.013245033112582781,0.0,0.9735099337748344,0.10349444370062927,0.25868097419821556,0.045454545454545456,0.6666666666666667,0.7251655629139073,0.25496688741721857,0.8708609271523179,8,0.2890625,UNDERPOWERED
ES,BULLISH_1000,pre10_stratum,PRE10_UP,10,0.25,302,0.609271523178808,0.19536423841059603,0.4139072847682119,0.0033112582781456954,0.19205298013245034,0.10527868852459016,0.3028021349599695,0.11429608127721336,0.4545454545454546,0.6887417218543046,0.28807947019867547,0.8708609271523179,243,3.857391969474354e-16,OK
ES,BULLISH_1000,pre10_stratum,PRE10_UP,10,0.5,302,0.2251655629139073,0.08609271523178808,0.1390728476821192,0.0,0.6887417218543046,0.10527868852459016,0.3028021349599695,0.11429608127721336,0.4545454545454546,0.6887417218543046,0.28807947019867547,0.8708609271523179,94,1.7316912262453792e-05,OK
ES,BULLISH_1000,pre10_stratum,PRE10_UP,10,1.0,302,0.026490066225165563,0.009933774834437087,0.016556291390728478,0.0,0.9635761589403974,0.10527868852459016,0.3028021349599695,0.11429608127721336,0.4545454545454546,0.6887417218543046,0.28807947019867547,0.8708609271523179,11,0.2265625,UNDERPOWERED
ES,BULLISH_1000,pre10_stratum,PRE10_UP,15,0.25,302,0.6456953642384106,0.23509933774834438,0.4105960264900662,0.0033112582781456954,0.11258278145695365,0.12903225806451613,0.34545454545454546,0.16037735849056603,0.3445378151260504,0.6611295681063123,0.31893687707641194,0.8708609271523179,266,1.5289643744786822e-14,OK
ES,BULLISH_1000,pre10_stratum,PRE10_UP,15,0.5,302,0.26490066225165565,0.1456953642384106,0.11920529801324503,0.0033112582781456954,0.5827814569536424,0.12903225806451613,0.34545454545454546,0.16037735849056603,0.3445378151260504,0.6611295681063123,0.31893687707641194,0.8708609271523179,124,0.0015647340261696686,OK
ES,BULLISH_1000,pre10_stratum,PRE10_UP,15,1.0,302,0.04304635761589404,0.016556291390728478,0.026490066225165563,0.0,0.9370860927152318,0.12903225806451613,0.34545454545454546,0.16037735849056603,0.3445378151260504,0.6611295681063123,0.31893687707641194,0.8708609271523179,18,0.09625244140625,UNDERPOWERED
ES,BULLISH_1000,pre10_stratum,PRE10_UP,30,0.25,302,0.7086092715231788,0.26158940397350994,0.4470198675496689,0.0033112582781456954,0.023178807947019868,0.19230769230769232,0.4444444444444444,0.23333333333333334,0.33333333333333337,0.654485049833887,0.33222591362126247,0.8708609271523179,293,1.5369324258337878e-15,OK
ES,BULLISH_1000,pre10_stratum,PRE10_UP,30,0.5,302,0.40728476821192056,0.2251655629139073,0.18211920529801323,0.0033112582781456954,0.3609271523178808,0.19230769230769232,0.4444444444444444,0.23333333333333334,0.33333333333333337,0.654485049833887,0.33222591362126247,0.8708609271523179,191,8.411757648898617e-05,OK
ES,BULLISH_1000,pre10_stratum,PRE10_UP,30,1.0,302,0.11589403973509933,0.06291390728476821,0.052980132450331126,0.0,0.8178807947019867,0.19230769230769232,0.4444444444444444,0.23333333333333334,0.33333333333333337,0.654485049833887,0.33222591362126247,0.8708609271523179,54,0.04022356409571669,OK
ES,BULLISH_1000,pre10_stratum,PRE10_UP,60,0.25,302,0.7218543046357616,0.26490066225165565,0.45695364238410596,0.0033112582781456954,0.006622516556291391,0.23711340206185566,0.6216216216216216,0.3048780487804878,0.3382352941176471,0.654485049833887,0.3388704318936877,0.8708609271523179,298,6.189355857694206e-16,OK
ES,BULLISH_1000,pre10_stratum,PRE10_UP,60,0.5,302,0.5264900662251656,0.304635761589404,0.22185430463576158,0.0033112582781456954,0.16225165562913907,0.23711340206185566,0.6216216216216216,0.3048780487804878,0.3382352941176471,0.654485049833887,0.3388704318936877,0.8708609271523179,251,2.8007747837626892e-05,OK
ES,BULLISH_1000,pre10_stratum,PRE10_UP,60,1.0,302,0.2119205298013245,0.1423841059602649,0.0695364238410596,0.0,0.6423841059602649,0.23711340206185566,0.6216216216216216,0.3048780487804878,0.3382352941176471,0.654485049833887,0.3388704318936877,0.8708609271523179,107,0.05266778129862431,OK
ES,BULLISH_1000,close_loc_stratum,CLOSE_HIGH,1,0.25,188,0.2712765957446808,0.010638297872340425,0.26063829787234044,0.0,0.7180851063829787,0.09726522187822498,0.18181818181818182,0.0,1.0,0.8829787234042553,0.10106382978723404,0.8617021276595744,53,3.1796787425264483e-13,OK
ES,BULLISH_1000,close_loc_stratum,CLOSE_HIGH,1,0.5,188,0.047872340425531915,0.0,0.047872340425531915,0.0,0.9521276595744681,0.09726522187822498,0.18181818181818182,0.0,1.0,0.8829787234042553,0.10106382978723404,0.8617021276595744,9,0.00390625,UNDERPOWERED
ES,BULLISH_1000,close_loc_stratum,CLOSE_HIGH,1,1.0,188,0.0,0.0,0.0,0.0,1.0,0.09726522187822498,0.18181818181818182,0.0,1.0,0.8829787234042553,0.10106382978723404,0.8617021276595744,0,,UNDERPOWERED
ES,BULLISH_1000,close_loc_stratum,CLOSE_HIGH,3,0.25,188,0.4627659574468085,0.05319148936170213,0.4095744680851064,0.0,0.48404255319148937,0.09878048780487805,0.2263052876621217,0.0045871559633027525,0.9722222222222222,0.8297872340425532,0.15425531914893617,0.8617021276595744,97,1.7877527700122911e-16,OK
ES,BULLISH_1000,close_loc_stratum,CLOSE_HIGH,3,0.5,188,0.07446808510638298,0.010638297872340425,0.06382978723404255,0.0,0.9148936170212766,0.09878048780487805,0.2263052876621217,0.0045871559633027525,0.9722222222222222,0.8297872340425532,0.15425531914893617,0.8617021276595744,16,0.004180908203125,UNDERPOWERED
ES,BULLISH_1000,close_loc_stratum,CLOSE_HIGH,3,1.0,188,0.02127659574468085,0.005319148936170213,0.015957446808510637,0.0,0.973404255319149,0.09878048780487805,0.2263052876621217,0.0045871559633027525,0.9722222222222222,0.8297872340425532,0.15425531914893617,0.8617021276595744,5,0.375,UNDERPOWERED
ES,BULLISH_1000,close_loc_stratum,CLOSE_HIGH,5,0.25,188,0.526595744680851,0.10638297872340426,0.42021276595744683,0.0,0.3670212765957447,0.10990338164251207,0.25245098039215685,0.03297101449275362,0.7638888888888888,0.7606382978723404,0.21808510638297873,0.8617021276595744,119,9.20254356955225e-14,OK
ES,BULLISH_1000,close_loc_stratum,CLOSE_HIGH,5,0.5,188,0.11702127659574468,0.02127659574468085,0.09574468085106383,0.0,0.8617021276595744,0.10990338164251207,0.25245098039215685,0.03297101449275362,0.7638888888888888,0.7606382978723404,0.21808510638297873,0.8617021276595744,26,0.0005335211753845215,OK
ES,BULLISH_1000,close_loc_stratum,CLOSE_HIGH,5,1.0,188,0.02127659574468085,0.005319148936170213,0.015957446808510637,0.0,0.973404255319149,0.10990338164251207,0.25245098039215685,0.03297101449275362,0.7638888888888888,0.7606382978723404,0.21808510638297873,0.8617021276595744,5,0.375,UNDERPOWERED
ES,BULLISH_1000,close_loc_stratum,CLOSE_HIGH,10,0.25,188,0.5851063829787234,0.1595744680851064,0.425531914893617,0.0,0.2553191489361702,0.10733274257864422,0.28361597627652674,0.08265027322404371,0.603030303030303,0.723404255319149,0.26063829787234044,0.8617021276595744,140,6.249132901619841e-12,OK
ES,BULLISH_1000,close_loc_stratum,CLOSE_HIGH,10,0.5,188,0.2074468085106383,0.06382978723404255,0.14361702127659576,0.0,0.7287234042553191,0.10733274257864422,0.28361597627652674,0.08265027322404371,0.603030303030303,0.723404255319149,0.26063829787234044,0.8617021276595744,51,0.0001980394513374506,OK
ES,BULLISH_1000,close_loc_stratum,CLOSE_HIGH,10,1.0,188,0.026595744680851064,0.010638297872340425,0.015957446808510637,0.0,0.9627659574468085,0.10733274257864422,0.28361597627652674,0.08265027322404371,0.603030303030303,0.723404255319149,0.26063829787234044,0.8617021276595744,7,0.453125,UNDERPOWERED
ES,BULLISH_1000,close_loc_stratum,CLOSE_HIGH,15,0.25,188,0.6276595744680851,0.2127659574468085,0.4148936170212766,0.0,0.1595744680851064,0.11371857478748418,0.34016308835673,0.14634146341463414,0.3667452830188679,0.6914893617021277,0.2872340425531915,0.8617021276595744,158,3.966067932010878e-10,OK
ES,BULLISH_1000,close_loc_stratum,CLOSE_HIGH,15,0.5,188,0.2393617021276596,0.11702127659574468,0.12234042553191489,0.005319148936170213,0.6382978723404256,0.11371857478748418,0.34016308835673,0.14634146341463414,0.3667452830188679,0.6914893617021277,0.2872340425531915,0.8617021276595744,67,0.006741447363103123,OK
ES,BULLISH_1000,close_loc_stratum,CLOSE_HIGH,15,1.0,188,0.0425531914893617,0.015957446808510637,0.026595744680851064,0.0,0.9414893617021277,0.11371857478748418,0.34016308835673,0.14634146341463414,0.3667452830188679,0.6914893617021277,0.2872340425531915,0.8617021276595744,11,0.2265625,UNDERPOWERED
ES,BULLISH_1000,close_loc_stratum,CLOSE_HIGH,30,0.25,188,0.7127659574468085,0.2553191489361702,0.4574468085106383,0.0,0.031914893617021274,0.1673027989821883,0.41438778024143874,0.22760910815939278,0.33072916666666663,0.6542553191489362,0.324468085106383,0.8617021276595744,182,1.3433801806875107e-10,OK
ES,BULLISH_1000,close_loc_stratum,CLOSE_HIGH,30,0.5,188,0.3617021276595745,0.20212765957446807,0.1595744680851064,0.005319148936170213,0.4308510638297872,0.1673027989821883,0.41438778024143874,0.22760910815939278,0.33072916666666663,0.6542553191489362,0.324468085106383,0.8617021276595744,106,0.0046185356920239295,OK
ES,BULLISH_1000,close_loc_stratum,CLOSE_HIGH,30,1.0,188,0.10638297872340426,0.05319148936170213,0.05319148936170213,0.0,0.8404255319148937,0.1673027989821883,0.41438778024143874,0.22760910815939278,0.33072916666666663,0.6542553191489362,0.324468085106383,0.8617021276595744,30,0.09873714670538905,OK
ES,BULLISH_1000,close_loc_stratum,CLOSE_HIGH,60,0.25,188,0.7287234042553191,0.26063829787234044,0.46808510638297873,0.0,0.010638297872340425,0.21954484605087016,0.5425685425685425,0.298936170212766,0.3230550284629981,0.6595744680851063,0.3351063829787234,0.8617021276595744,186,7.88860500830373e-11,OK
ES,BULLISH_1000,close_loc_stratum,CLOSE_HIGH,60,0.5,188,0.48404255319148937,0.2978723404255319,0.18617021276595744,0.005319148936170213,0.2127659574468085,0.21954484605087016,0.5425685425685425,0.298936170212766,0.3230550284629981,0.6595744680851063,0.3351063829787234,0.8617021276595744,147,0.004871742181500842,OK
ES,BULLISH_1000,close_loc_stratum,CLOSE_HIGH,60,1.0,188,0.19680851063829788,0.11170212765957446,0.0851063829787234,0.0,0.6914893617021277,0.21954484605087016,0.5425685425685425,0.298936170212766,0.3230550284629981,0.6595744680851063,0.3351063829787234,0.8617021276595744,58,0.047940324071666984,OK
ES,BULLISH_1000,close_loc_stratum,CLOSE_LOW,1,0.25,163,0.3312883435582822,0.03067484662576687,0.3006134969325153,0.006134969325153374,0.6319018404907976,0.10526315789473684,0.18518518518518517,0.0,1.0,0.8404907975460123,0.15337423312883436,0.8834355828220859,59,1.9067358802971057e-11,OK
