instrument,level_id,outcome_name,horizon,n_real,n_synth,status,p_raw,median_real,median_synth,p_bh
ES,overnight_low,MFE_h,5,366,841,tested,0.4013736019032038,2.0,2.0254294208511965,0.9936655382405644
ES,overnight_low,MFE_h,10,366,841,tested,0.8198050857610272,2.7596153846153846,2.818728888308316,0.9557247131256122
ES,overnight_low,MFE_h,15,366,841,tested,0.9649582655847762,3.1833333333333336,3.2785933867953645,0.9910382187086891
ES,overnight_mid,MFE_h,1,648,873,tested,0.879126151729624,0.7928571428571429,0.7750889122721674,0.9514577070080334
ES,overnight_mid,MFE_h,3,648,873,tested,0.7167610941258264,1.2833333333333332,1.2682993835326972,0.9784495442675866
ES,overnight_mid,MFE_h,5,648,873,tested,0.9020245028929403,1.6666666666666667,1.6595280497476779,0.9936655382405644
ES,overnight_mid,MFE_h,10,648,873,tested,0.800592936372295,2.1333333333333333,2.080034339816741,0.9557247131256122
ES,overnight_mid,MFE_h,15,648,873,tested,0.8385881798184602,2.584770114942529,2.573953550970189,0.9910382187086891
ES,overnight_open,MFE_h,1,454,839,tested,0.06315499928126574,0.6666666666666666,0.7268690150864131,0.6365585230733537
ES,overnight_open,MFE_h,3,454,839,tested,0.18454197732981548,1.1111111111111112,1.2980239037181793,0.9784495442675866
ES,overnight_open,MFE_h,5,454,839,tested,0.2225242623022342,1.4415584415584415,1.6141924280200328,0.9936655382405644
ES,overnight_open,MFE_h,10,454,839,tested,0.30105385336287493,2.225,2.233133454560216,0.9557247131256122
ES,overnight_open,MFE_h,15,454,839,tested,0.21967388046388503,2.6333333333333333,2.5756146028402327,0.9275119397364036
ES,prior_close,MFE_h,1,347,808,tested,0.6127646579683017,0.8,0.7964594963125688,0.8904280616578212
ES,prior_close,MFE_h,3,347,808,tested,0.44337788046117355,1.25,1.2854738763919158,0.9784495442675866
ES,prior_close,MFE_h,5,347,808,tested,0.729793728139988,1.6,1.6638587102894462,0.9936655382405644
ES,prior_close,MFE_h,10,347,808,tested,0.4156755285294399,2.3333333333333335,2.174461466641496,0.9557247131256122
ES,prior_close,MFE_h,15,347,808,tested,0.33880941194321923,2.8,2.630028258209915,0.9910382187086891
ES,prior_high,MFE_h,1,235,768,tested,0.09314883849937805,0.5833333333333334,0.7313458290968378,0.6365585230733537
ES,prior_high,MFE_h,3,235,768,tested,0.10466168769829148,1.1428571428571428,1.3231173046916476,0.9784495442675866
ES,prior_high,MFE_h,5,235,768,tested,0.19789641590045337,1.4666666666666666,1.6696781254398352,0.9936655382405644
ES,prior_high,MFE_h,10,235,768,tested,0.11051677277157416,2.0,2.275029045357769,0.9557247131256122
ES,prior_high,MFE_h,15,235,768,tested,0.1335784669321653,2.32,2.700634600001206,0.7735309154869939
ES,prior_low,MFE_h,1,185,822,tested,0.28041409088656066,1.2857142857142858,0.8783489790859373,0.6921079099143994
ES,prior_low,MFE_h,3,185,822,tested,0.41787571216801445,1.6,1.6044757731257735,0.9784495442675866
ES,prior_low,MFE_h,5,185,822,tested,0.388992583739872,2.0,2.0365521753140756,0.9936655382405644
ES,prior_low,MFE_h,10,185,822,tested,0.5373968195133706,2.6666666666666665,2.717899421943055,0.9557247131256122
ES,prior_low,MFE_h,15,185,822,tested,0.6216618060257131,3.3333333333333335,3.2315687802790007,0.9910382187086891
ES,prior_rth_mid,MFE_h,1,255,790,tested,0.253862102911513,0.7142857142857143,0.7975748933190213,0.6921079099143994
ES,prior_rth_mid,MFE_h,3,255,790,tested,0.7672072862467414,1.3333333333333333,1.3048889069186371,0.9784495442675866
ES,prior_rth_mid,MFE_h,5,255,790,tested,0.8844651239315463,1.75,1.648509035555792,0.9936655382405644
ES,prior_rth_mid,MFE_h,10,255,790,tested,0.4119986212123542,2.5,2.200424640295296,0.9557247131256122
ES,prior_rth_mid,MFE_h,15,255,790,tested,0.21092930634818885,3.0,2.6971617865090893,0.9275119397364036
ES,prior_rth_vwap,MFE_h,1,269,799,tested,0.41756626569270017,0.8392673543804496,0.8342942049551182,0.7933759048161303
ES,prior_rth_vwap,MFE_h,3,269,799,tested,0.48152548383015836,1.2149507102635653,1.3340746363886864,0.9784495442675866
ES,prior_rth_vwap,MFE_h,5,269,799,tested,0.6843812619189167,1.5732133552464802,1.7462685202732247,0.9936655382405644
ES,prior_rth_vwap,MFE_h,10,269,799,tested,0.6953962562242011,2.161480379126806,2.2930065098348678,0.9557247131256122
ES,prior_rth_vwap,MFE_h,15,269,799,tested,0.7997320620187548,2.6744339675709714,2.651336850239659,0.9910382187086891
ES,q_D_p25,MFE_h,1,1152,974,tested,0.09154839084521564,0.9722222222222222,0.9902329325639888,0.6365585230733537
ES,q_D_p25,MFE_h,3,1152,974,tested,0.07345487776525045,1.5486111111111112,1.6680762407790402,0.9304284516931723
ES,q_D_p25,MFE_h,5,1152,974,tested,0.17825796491737522,2.0458333333333334,2.198631881773162,0.9936655382405644
ES,q_D_p25,MFE_h,10,1152,974,tested,0.13191531831610112,2.790625,3.0113233171311244,0.9557247131256122
ES,q_D_p25,MFE_h,15,1152,974,tested,0.14249253706339363,3.25,3.4951812741541897,0.7735309154869939
ES,q_D_p75,MFE_h,1,949,926,tested,0.21700332397851796,0.8333333333333334,0.8803003961449507,0.6921079099143994
ES,q_D_p75,MFE_h,3,949,926,tested,0.6045078335854094,1.55,1.5413557632224963,0.9784495442675866
ES,q_D_p75,MFE_h,5,949,926,tested,0.7572669657288755,2.0,2.0078754961563323,0.9936655382405644
ES,q_D_p75,MFE_h,10,949,926,tested,0.7888274175913912,2.6333333333333333,2.5681645003988147,0.9557247131256122
ES,q_D_p75,MFE_h,15,949,926,tested,0.9209655246471549,3.25,3.2333031786749418,0.9910382187086891
ES,q_D_p90,MFE_h,1,828,850,tested,0.45075147245299274,0.875,0.9477567949832519,0.8156455215816059
ES,q_D_p90,MFE_h,3,828,850,tested,0.6248030921950418,1.494999999999982,1.5511890536344934,0.9784495442675866
ES,q_D_p90,MFE_h,5,828,850,tested,0.6782011374283999,1.9679487179486013,1.982852764281458,0.9936655382405644
ES,q_D_p90,MFE_h,10,828,850,tested,0.455134537957427,2.699999999999883,2.8124087786427054,0.9557247131256122
ES,q_D_p90,MFE_h,15,828,850,tested,0.6033723559250603,3.2697478991595905,3.2709579905097144,0.9910382187086891
ES,q_D_p95,MFE_h,1,745,844,tested,0.4969496282567425,0.974999999999909,0.906292186416632,0.8456754458327673
ES,q_D_p95,MFE_h,3,745,844,tested,0.8835067666197651,1.5642857142858182,1.5482264304959243,0.9784495442675866
ES,q_D_p95,MFE_h,5,745,844,tested,0.9071786461690421,1.987500000000182,1.9553557686080323,0.9936655382405644
ES,q_D_p95,MFE_h,10,745,844,tested,0.6669657018431873,2.7333333333333334,2.720235211282107,0.9557247131256122
ES,q_D_p95,MFE_h,15,745,844,tested,0.6716430025162163,3.2,3.39182217914965,0.9910382187086891
ES,q_U_p25,MFE_h,1,1151,1044,tested,0.39401366654671477,0.7857142857142857,0.8258219216217791,0.7880273330934295
ES,q_U_p25,MFE_h,3,1151,1044,tested,0.5454916459520298,1.3076923076923077,1.3394653263219678,0.9784495442675866
ES,q_U_p25,MFE_h,5,1151,1044,tested,0.5005167428493835,1.7142857142857142,1.7970963481295537,0.9936655382405644
ES,q_U_p25,MFE_h,10,1151,1044,tested,0.5234285873445512,2.2,2.2265503859993303,0.9557247131256122
ES,q_U_p25,MFE_h,15,1151,1044,tested,0.5113898493812903,2.6,2.75466895286199,0.9910382187086891
ES,q_U_p75,MFE_h,1,932,908,tested,0.219691516504827,0.75,0.8160883103264878,0.6921079099143994
ES,q_U_p75,MFE_h,3,932,908,tested,0.5562505003117318,1.2916666666666667,1.3165740914161383,0.9784495442675866
ES,q_U_p75,MFE_h,5,932,908,tested,0.5598003451140576,1.6666666666666667,1.6755078160594699,0.9936655382405644
ES,q_U_p75,MFE_h,10,932,908,tested,0.7548266501983503,2.3076923076923075,2.2751422218903037,0.9557247131256122
ES,q_U_p75,MFE_h,15,932,908,tested,0.5904274284752482,2.6666666666666665,2.785224055267401,0.9910382187086891
ES,q_U_p90,MFE_h,1,792,779,tested,0.5600871977401913,0.7656891495601477,0.7932263612410679,0.8623621880728749
ES,q_U_p90,MFE_h,3,792,779,tested,0.7054209107705762,1.3333333333333333,1.408649802997843,0.9784495442675866
ES,q_U_p90,MFE_h,5,792,779,tested,0.6823907743876414,1.724999999999909,1.7194318741445127,0.9936655382405644
ES,q_U_p90,MFE_h,10,792,779,tested,0.5740827959713024,2.25,2.3322632795667837,0.9557247131256122
ES,q_U_p90,MFE_h,15,792,779,tested,0.7218809892276912,2.7029411764706923,2.743408624403442,0.9910382187086891
ES,q_U_p95,MFE_h,1,711,774,tested,0.7652559490281522,0.8250000000001213,0.8647680463388427,0.9087414394709308
ES,q_U_p95,MFE_h,3,711,774,tested,0.9287889985731106,1.3333333333333333,1.3686867097790127,0.9784495442675866
ES,q_U_p95,MFE_h,5,711,774,tested,0.9936655382405644,1.737500000000182,1.7428073291538078,0.9936655382405644
ES,q_U_p95,MFE_h,10,711,774,tested,0.8956925602872835,2.2857142857142856,2.390418127608791,0.9557247131256122
ES,q_U_p95,MFE_h,15,711,774,tested,0.6547780401848367,2.8250000000001214,2.7691539061944694,0.9910382187086891
ES,vwap_on_j+0,MFE_h,1,700,876,tested,0.8612877957531174,0.7972985533751398,0.8320724946947848,0.9514577070080334
ES,vwap_on_j+0,MFE_h,3,700,876,tested,0.7926694983976325,1.3405506210271096,1.293232601481236,0.9784495442675866
ES,vwap_on_j+0,MFE_h,5,700,876,tested,0.9286264021366774,1.7196645774811259,1.7035088414859274,0.9936655382405644
ES,vwap_on_j+0,MFE_h,10,700,876,tested,0.7196054656469808,2.287085447892834,2.239359723611458,0.9557247131256122
ES,vwap_on_j+0,MFE_h,15,700,876,tested,0.9632521845665503,2.6242258249068984,2.701432181959596,0.9910382187086891
ES,vwap_on_j+1,MFE_h,1,657,859,tested,0.30962722285644184,0.682958347469139,0.8147751814297711,0.6921079099143994
ES,vwap_on_j+1,MFE_h,3,657,859,tested,0.48778123121994665,1.2231425885365752,1.3410591307329014,0.9784495442675866
ES,vwap_on_j+1,MFE_h,5,657,859,tested,0.6395845522267699,1.6070656309389197,1.6457324752286344,0.9936655382405644
ES,vwap_on_j+1,MFE_h,10,657,859,tested,0.7661813857448696,2.306440058091539,2.182505185633636,0.9557247131256122
ES,vwap_on_j+1,MFE_h,15,657,859,tested,0.650435326164436,2.73638584672569,2.7230799272816513,0.9910382187086891
ES,vwap_on_j+2,MFE_h,1,418,793,tested,0.9514577070080334,0.8226275902914495,0.878787572488606,0.9514577070080334
ES,vwap_on_j+2,MFE_h,3,418,793,tested,0.7786626512366249,1.3482371846158587,1.4091938747369568,0.9784495442675866
ES,vwap_on_j+2,MFE_h,5,418,793,tested,0.3844484728113672,1.5849550613179004,1.7416471435837593,0.9936655382405644
ES,vwap_on_j+2,MFE_h,10,418,793,tested,0.17264749498056164,2.067287009115365,2.2710013612183197,0.9557247131256122
ES,vwap_on_j+2,MFE_h,15,418,793,tested,0.09011600748482276,2.3888580105444817,2.7749194591265223,0.684881656884653
ES,vwap_on_j+3,MFE_h,1,202,773,tested,0.16511757851458164,0.6188545239419085,0.7996881566910555,0.6921079099143994
ES,vwap_on_j+3,MFE_h,3,202,773,tested,0.016520926443093956,0.9979986064255778,1.33693725150124,0.6277952048375703
ES,vwap_on_j+3,MFE_h,5,202,773,tested,0.009638239532956316,1.2230021996309826,1.6936737805008306,0.36625310225234003
ES,vwap_on_j+3,MFE_h,10,202,773,tested,0.015968859939056567,1.7483205546148306,2.291906415979126,0.3034083388420748
ES,vwap_on_j+3,MFE_h,15,202,773,tested,0.08601379598736665,2.376774520359403,2.7069893758040657,0.684881656884653
ES,vwap_on_j-1,MFE_h,1,595,884,tested,0.3326348031708558,0.8254977634933311,0.8844046629850969,0.7022290289162512
ES,vwap_on_j-1,MFE_h,3,595,884,tested,0.28503088669899923,1.3700482226874253,1.5036387237220852,0.9784495442675866
ES,vwap_on_j-1,MFE_h,5,595,884,tested,0.20492314588201632,1.8228014102678571,2.001881616135279,0.9936655382405644
ES,vwap_on_j-1,MFE_h,10,595,884,tested,0.22664847842903557,2.6297839525423115,2.772330653415338,0.9557247131256122
ES,vwap_on_j-1,MFE_h,15,595,884,tested,0.07001167660411782,3.131829620294411,3.287038303772351,0.684881656884653
ES,vwap_on_j-2,MFE_h,1,385,850,tested,0.2891761963731727,1.040565434709606,0.9376928351977313,0.6921079099143994
ES,vwap_on_j-2,MFE_h,3,385,850,tested,0.3349654584020473,1.745059573297892,1.6012808277694148,0.9784495442675866
ES,vwap_on_j-2,MFE_h,5,385,850,tested,0.4459085804124996,2.160080128607054,2.025128945269454,0.9936655382405644
ES,vwap_on_j-2,MFE_h,10,385,850,tested,0.5968505509024713,2.848318498554363,2.8132962075946732,0.9557247131256122
ES,vwap_on_j-2,MFE_h,15,385,850,tested,0.9390334068107473,3.390101760328889,3.362681117777378,0.9910382187086891
ES,vwap_on_j-3,MFE_h,1,213,845,tested,0.004015179490562933,0.6840919536616639,0.916760178902041,0.15257682064139144
ES,vwap_on_j-3,MFE_h,3,213,845,tested,0.04633654618635541,1.2647451440763475,1.6021439818318868,0.8803943775407528
ES,vwap_on_j-3,MFE_h,5,213,845,tested,0.023679963818731893,1.4784434969530724,2.010923106764191,0.44991931255590595
ES,vwap_on_j-3,MFE_h,10,213,845,tested,0.010048703328375125,2.092253545922075,2.7460578070385964,0.3034083388420748
ES,vwap_on_j-3,MFE_h,15,213,845,tested,0.004446804328972597,2.5516059269306983,3.3442564400975243,0.1689785645009587
NQ,mad_D_1.0,MFE_h,1,1057,1057,tested,0.7445240589188225,0.885653097345159,0.858039346652203,0.9954578753288412
NQ,mad_D_1.0,MFE_h,3,1057,1057,tested,0.9022039769985585,1.568035294117555,1.5776582009010525,0.9823442017232606
NQ,mad_D_1.0,MFE_h,5,1057,1057,tested,0.9872739499890912,2.0338252631578237,2.059681428744391,0.9879620513997693
NQ,mad_D_1.0,MFE_h,10,1057,1057,tested,0.947742622191022,2.7267142857142193,2.676649985237808,0.9961924158084348
NQ,mad_D_1.0,MFE_h,15,1057,1057,tested,0.9103659532708808,3.2365476190475637,3.2282111475175537,0.9985487944450707
NQ,mad_D_1.5,MFE_h,1,985,973,tested,0.6619034656153522,0.9139155339805954,0.9405617453046622,0.9954578753288412
NQ,mad_D_1.5,MFE_h,3,985,973,tested,0.6969695855731245,1.5840666666665735,1.6322247105897532,0.9823442017232606
NQ,mad_D_1.5,MFE_h,5,985,973,tested,0.6557460309459108,2.025802702702758,2.1129841202503914,0.9879620513997693
NQ,mad_D_1.5,MFE_h,10,985,973,tested,0.7090927361695635,2.6959169491525183,2.7664341561364285,0.9961924158084348
NQ,mad_D_1.5,MFE_h,15,985,973,tested,0.6860741219266675,3.2052107142857755,3.246355797931671,0.9985487944450707
NQ,mad_D_2.0,MFE_h,1,910,911,tested,0.9954578753288412,0.9121511498257464,0.9071064420950279,0.9954578753288412
NQ,mad_D_2.0,MFE_h,3,910,911,tested,0.947293603561217,1.5960686637761798,1.5998011978094424,0.9823442017232606
NQ,mad_D_2.0,MFE_h,5,910,911,tested,0.9569228091796073,2.05863958333334,2.053215109242627,0.9879620513997693
NQ,mad_D_2.0,MFE_h,10,910,911,tested,0.8073826340689216,2.740970503978757,2.6983380080163664,0.9961924158084348
NQ,mad_D_2.0,MFE_h,15,910,911,tested,0.7944181590103934,3.3037858750216924,3.2397466366548238,0.9985487944450707
NQ,mad_U_1.0,MFE_h,1,1083,1081,tested,0.9279521107686224,0.9451380645161525,0.9560808999995061,0.9954578753288412
NQ,mad_U_1.0,MFE_h,3,1083,1081,tested,0.7083094985363438,1.4982894736841492,1.502799439636874,0.9823442017232606
NQ,mad_U_1.0,MFE_h,5,1083,1081,tested,0.7115204242806881,1.8260923076922504,1.8961202696010795,0.9879620513997693
NQ,mad_U_1.0,MFE_h,10,1083,1081,tested,0.5884241883149866,2.3664916666669646,2.4149435677365547,0.9961924158084348
NQ,mad_U_1.0,MFE_h,15,1083,1081,tested,0.5732558368971739,2.675018666666583,2.7600097873197424,0.9985487944450707
NQ,mad_U_1.5,MFE_h,1,999,1002,tested,0.7939680706834801,0.9258724137932938,0.8878021101816651,0.9954578753288412
NQ,mad_U_1.5,MFE_h,3,999,1002,tested,0.8569754787993263,1.3998090909091954,1.3876025349265293,0.9823442017232606
NQ,mad_U_1.5,MFE_h,5,999,1002,tested,0.9176116748778069,1.8013972222223755,1.7712849752898032,0.9879620513997693
NQ,mad_U_1.5,MFE_h,10,999,1002,tested,0.8610436417510626,2.258170175438608,2.256337616113947,0.9961924158084348
NQ,mad_U_1.5,MFE_h,15,999,1002,tested,0.9985487944450707,2.6716297297296823,2.710856445609269,0.9985487944450707
NQ,mad_U_2.0,MFE_h,1,931,929,tested,0.9682151604204942,0.8803428571428369,0.885859151252435,0.9954578753288412
NQ,mad_U_2.0,MFE_h,3,931,929,tested,0.7581156653973978,1.3679629629630115,1.3606593563616773,0.9823442017232606
NQ,mad_U_2.0,MFE_h,5,931,929,tested,0.9831127545283096,1.7155076923076054,1.7475665871655413,0.9879620513997693
NQ,mad_U_2.0,MFE_h,10,931,929,tested,0.9326514339970501,2.211424999999963,2.2466841418587538,0.9961924158084348
NQ,mad_U_2.0,MFE_h,15,931,929,tested,0.9863919783081926,2.59359999999996,2.6568200223011815,0.9985487944450707
NQ,mult_D_0.5,MFE_h,1,1121,1077,tested,0.9074451630193778,0.9324324324324325,0.9014819609749664,0.9954578753288412
NQ,mult_D_0.5,MFE_h,3,1121,1077,tested,0.9346569388252863,1.6204819277108433,1.6151849774620868,0.9823442017232606
NQ,mult_D_0.5,MFE_h,5,1121,1077,tested,0.8632047010622312,2.0925925925925926,2.05477249880372,0.9879620513997693
NQ,mult_D_0.5,MFE_h,10,1121,1077,tested,0.8455437064488273,2.75,2.7708888338529505,0.9961924158084348
NQ,mult_D_0.5,MFE_h,15,1121,1077,tested,0.7313664623467753,3.1923076923076925,3.278346756761576,0.9985487944450707
NQ,mult_D_1.0,MFE_h,1,1037,982,tested,0.5326244930428037,0.864406779661017,0.9297192727929343,0.9954578753288412
NQ,mult_D_1.0,MFE_h,3,1037,982,tested,0.5574083567709869,1.6153846153846154,1.6079677484592356,0.9823442017232606
NQ,mult_D_1.0,MFE_h,5,1037,982,tested,0.640744383868284,2.046875,2.1313021798474523,0.9879620513997693
NQ,mult_D_1.0,MFE_h,10,1037,982,tested,0.6559241939914984,2.7857142857142856,2.8202513907366136,0.9961924158084348
NQ,mult_D_1.0,MFE_h,15,1037,982,tested,0.5604273228332641,3.2337662337662336,3.3284749264502818,0.9985487944450707
NQ,mult_D_1.5,MFE_h,1,946,906,tested,0.4472153420405316,0.864613880742913,0.9172336699696912,0.9954578753288412
NQ,mult_D_1.5,MFE_h,3,946,906,tested,0.6950799283139001,1.5741758241758241,1.7234233223009792,0.9823442017232606
NQ,mult_D_1.5,MFE_h,5,946,906,tested,0.7205974967702331,2.1055555555555556,2.1566256064928258,0.9879620513997693
NQ,mult_D_1.5,MFE_h,10,946,906,tested,0.7477456827293637,2.7168831168831167,2.754303315543466,0.9961924158084348
NQ,mult_D_1.5,MFE_h,15,946,906,tested,0.8441942696877537,3.220298165137615,3.2858725974510836,0.9985487944450707
NQ,mult_D_2.0,MFE_h,1,879,803,tested,0.38466846171731994,0.890625,0.9613045954138644,0.9954578753288412
NQ,mult_D_2.0,MFE_h,3,879,803,tested,0.8164384619556984,1.625,1.6450770337547402,0.9823442017232606
NQ,mult_D_2.0,MFE_h,5,879,803,tested,0.9081484700791799,2.119047619047619,2.088890471524792,0.9879620513997693
NQ,mult_D_2.0,MFE_h,10,879,803,tested,0.9187989211969899,2.7142857142857144,2.644948051233279,0.9961924158084348
NQ,mult_D_2.0,MFE_h,15,879,803,tested,0.9158602429226749,3.292682926829268,3.1723236748816013,0.9985487944450707
NQ,mult_U_0.5,MFE_h,1,1140,1089,tested,0.9202718167997208,1.0361344537815125,0.978546465108391,0.9954578753288412
NQ,mult_U_0.5,MFE_h,3,1140,1089,tested,0.9520833370999882,1.55615324061926,1.5069659797077293,0.9823442017232606
NQ,mult_U_0.5,MFE_h,5,1140,1089,tested,0.9879620513997693,1.9504662004662006,1.87408926088805,0.9879620513997693
NQ,mult_U_0.5,MFE_h,10,1140,1089,tested,0.9837890415825229,2.4439241917502788,2.4127084079235304,0.9961924158084348
NQ,mult_U_0.5,MFE_h,15,1140,1089,tested,0.8892579179502843,2.813795518207283,2.7231610568760516,0.9985487944450707
NQ,mult_U_1.0,MFE_h,1,1046,1001,tested,0.9749945826736288,0.8829240434037693,0.9483188879174228,0.9954578753288412
NQ,mult_U_1.0,MFE_h,3,1046,1001,tested,0.9823442017232605,1.444683257918552,1.412598373120776,0.9823442017232606
NQ,mult_U_1.0,MFE_h,5,1046,1001,tested,0.8270676729238565,1.7647058823529411,1.7755606938043917,0.9879620513997693
NQ,mult_U_1.0,MFE_h,10,1046,1001,tested,0.7422395650618064,2.31790780141844,2.2349473610820745,0.9961924158084348
NQ,mult_U_1.0,MFE_h,15,1046,1001,tested,0.7858365769827573,2.6666666666666665,2.6507571666705187,0.9985487944450707
NQ,mult_U_1.5,MFE_h,1,961,920,tested,0.9515034816489141,0.8896103896103896,0.873617475814057,0.9954578753288412
NQ,mult_U_1.5,MFE_h,3,961,920,tested,0.9696525400141401,1.3571428571428572,1.3559138637832433,0.9823442017232606
NQ,mult_U_1.5,MFE_h,5,961,920,tested,0.911998440314108,1.7307692307692308,1.7559319612351851,0.9879620513997693
NQ,mult_U_1.5,MFE_h,10,961,920,tested,0.8527117142394922,2.2017543859649122,2.2550582494681004,0.9961924158084348
NQ,mult_U_1.5,MFE_h,15,961,920,tested,0.8038512306622853,2.6333333333333333,2.572930294552492,0.9985487944450707
NQ,mult_U_2.0,MFE_h,1,876,790,tested,0.8928371288416977,0.7647058823529411,0.7697024184044925,0.9954578753288412
NQ,mult_U_2.0,MFE_h,3,876,790,tested,0.9084316021900771,1.263157894736842,1.2399137166678933,0.9823442017232606
NQ,mult_U_2.0,MFE_h,5,876,790,tested,0.6171811001739893,1.6626016260162602,1.6326118306562531,0.9879620513997693
NQ,mult_U_2.0,MFE_h,10,876,790,tested,0.534275515786254,2.201699834162521,2.0970186707640943,0.9961924158084348
NQ,mult_U_2.0,MFE_h,15,876,790,tested,0.6689490456072422,2.565220909532287,2.5388815483411467,0.9985487944450707
NQ,overnight_high,MFE_h,1,507,820,tested,0.5208690247956856,0.9161290322580645,0.8244441767809731,0.9954578753288412
NQ,overnight_high,MFE_h,3,507,820,tested,0.9340287492074547,1.3580246913580247,1.3107651250618402,0.9823442017232606
NQ,overnight_high,MFE_h,5,507,820,tested,0.4129061468913534,1.5782312925170068,1.656324813611985,0.9879620513997693
NQ,overnight_high,MFE_h,10,507,820,tested,0.27660877992486643,2.051282051282051,2.2490962870006213,0.9961924158084348
NQ,overnight_high,MFE_h,15,507,820,tested,0.3794177063710068,2.5,2.6604548913693273,0.9985487944450707
NQ,overnight_low,MFE_h,1,452,833,tested,0.14212527587629611,1.0135135135135136,0.9689395110982367,0.9954578753288412
NQ,overnight_low,MFE_h,3,452,833,tested,0.23826179155994498,1.7316674103822698,1.5730972570582664,0.9823442017232606
NQ,overnight_low,MFE_h,5,452,833,tested,0.4044187053533935,2.165289256198347,2.0931371906756477,0.9879620513997693
NQ,overnight_low,MFE_h,10,452,833,tested,0.7725469766239764,2.8116554054054053,2.7779813663498403,0.9961924158084348
NQ,overnight_low,MFE_h,15,452,833,tested,0.7842883062975232,3.213046379713046,3.1855740809403414,0.9985487944450707
NQ,overnight_mid,MFE_h,1,707,884,tested,0.6961878843948746,0.8461538461538461,0.8193217548406154,0.9954578753288412
NQ,overnight_mid,MFE_h,3,707,884,tested,0.28842848911132557,1.4259259259259258,1.3056327734779072,0.9823442017232606
NQ,overnight_mid,MFE_h,5,707,884,tested,0.17349167624505313,1.8433734939759037,1.5910308549091758,0.8240854621640024
NQ,overnight_mid,MFE_h,10,707,884,tested,0.22166978792299696,2.2857142857142856,2.1931366188095502,0.9359391045637651
NQ,overnight_mid,MFE_h,15,707,884,tested,0.18603168099600098,2.643835616438356,2.519016367680515,0.9985487944450707
NQ,overnight_open,MFE_h,1,521,846,tested,0.18003319169931498,0.7152317880794702,0.7791505577954239,0.9954578753288412
NQ,overnight_open,MFE_h,3,521,846,tested,0.40379708768121125,1.2258064516129032,1.3300668491186618,0.9823442017232606
NQ,overnight_open,MFE_h,5,521,846,tested,0.6632951645253233,1.59375,1.7362523942913568,0.9879620513997693
NQ,overnight_open,MFE_h,10,521,846,tested,0.6192567462749046,2.2564102564102564,2.209677148344058,0.9961924158084348
NQ,overnight_open,MFE_h,15,521,846,tested,0.953925788854996,2.5294117647058822,2.5606649375677177,0.9985487944450707
NQ,prior_close,MFE_h,1,395,818,tested,0.5114038038002995,0.8888888888888888,0.8041699484730911,0.9954578753288412
NQ,prior_close,MFE_h,3,395,818,tested,0.10274159855984788,1.4883720930232558,1.3244505783266578,0.6506967908790365
NQ,prior_close,MFE_h,5,395,818,tested,0.15038200782711766,1.816326530612245,1.7198806187118985,0.8240854621640024
NQ,prior_close,MFE_h,10,395,818,tested,0.022961832433676253,2.466666666666667,2.2214492839822357,0.4313211320129476
NQ,prior_close,MFE_h,15,395,818,tested,0.027575931176406526,2.8205128205128207,2.5979659442254404,0.523942692351724
NQ,prior_high,MFE_h,1,269,792,tested,0.5814584072348756,0.7870967741935484,0.7255247948636996,0.9954578753288412
NQ,prior_high,MFE_h,3,269,792,tested,0.4282443882705952,1.3186813186813187,1.3421396837458153,0.9823442017232606
NQ,prior_high,MFE_h,5,269,792,tested,0.9003215195648722,1.6046511627906976,1.6336613682407481,0.9879620513997693
NQ,prior_high,MFE_h,10,269,792,tested,0.5733392560363437,2.183098591549296,2.1004703063047145,0.9961924158084348
NQ,prior_high,MFE_h,15,269,792,tested,0.867459380701228,2.4615384615384617,2.425208530497912,0.9985487944450707
NQ,prior_low,MFE_h,1,213,800,tested,0.0030956725420625223,1.3333333333333333,0.9257506340962007,0.046596490316225446
NQ,prior_low,MFE_h,3,213,800,tested,0.001125127929487831,2.0,1.598025660254942,0.042754861320537574
NQ,prior_low,MFE_h,5,213,800,tested,0.0012646379216166917,2.4516129032258065,2.0194312083680495,0.024028120510717142
NQ,prior_low,MFE_h,10,213,800,tested,0.05344955466560359,3.108108108108108,2.7001739286986792,0.4313211320129476
NQ,prior_low,MFE_h,15,213,800,tested,0.10496052954350743,3.6,3.1779683661533165,0.7977000245306565
NQ,prior_rth_mid,MFE_h,1,312,805,tested,0.058250740314256796,0.5962962962962963,0.7566190956162105,0.5533820329854395
NQ,prior_rth_mid,MFE_h,3,312,805,tested,0.4666004072558748,1.201417004048583,1.2874567810970416,0.9823442017232606
NQ,prior_rth_mid,MFE_h,5,312,805,tested,0.6088647337578772,1.5527406957928802,1.7185328530862793,0.9879620513997693
NQ,prior_rth_mid,MFE_h,10,312,805,tested,0.9338268376012526,2.2006633499170816,2.1470477442129967,0.9961924158084348
NQ,prior_rth_mid,MFE_h,15,312,805,tested,0.8308692242294707,2.5345238095238094,2.543749809532939,0.9985487944450707
NQ,prior_rth_vwap,MFE_h,1,314,816,tested,0.26613794041485794,0.6814070764323787,0.7636137977055475,0.9954578753288412
NQ,prior_rth_vwap,MFE_h,3,314,816,tested,0.47529169803514715,1.1746064287161415,1.2831319463434685,0.9823442017232606
NQ,prior_rth_vwap,MFE_h,5,314,816,tested,0.28792834482810603,1.4552262818862312,1.6850460473517734,0.9879620513997693
