instrument,level_id,horizon,k,arm,barrier_order,n
NQ,vwap_on_j+1,1,2.0,REAL,SAME_BAR_BARRIER_TIE,5
NQ,vwap_on_j+1,1,2.0,SYNTHETIC,NEITHER_REACHED,545
NQ,vwap_on_j+1,1,2.0,SYNTHETIC,CONTINUATION_FIRST,172
NQ,vwap_on_j+1,1,2.0,SYNTHETIC,REJECTION_FIRST,146
NQ,vwap_on_j+1,1,2.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,10
NQ,vwap_on_j+1,3,0.5,REAL,REJECTION_FIRST,274
NQ,vwap_on_j+1,3,0.5,REAL,CONTINUATION_FIRST,257
NQ,vwap_on_j+1,3,0.5,REAL,SAME_BAR_BARRIER_TIE,177
NQ,vwap_on_j+1,3,0.5,REAL,NEITHER_REACHED,3
NQ,vwap_on_j+1,3,0.5,SYNTHETIC,CONTINUATION_FIRST,347
NQ,vwap_on_j+1,3,0.5,SYNTHETIC,REJECTION_FIRST,302
NQ,vwap_on_j+1,3,0.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,221
NQ,vwap_on_j+1,3,0.5,SYNTHETIC,NEITHER_REACHED,3
NQ,vwap_on_j+1,3,1.0,REAL,REJECTION_FIRST,318
NQ,vwap_on_j+1,3,1.0,REAL,CONTINUATION_FIRST,299
NQ,vwap_on_j+1,3,1.0,REAL,SAME_BAR_BARRIER_TIE,54
NQ,vwap_on_j+1,3,1.0,REAL,NEITHER_REACHED,40
NQ,vwap_on_j+1,3,1.0,SYNTHETIC,CONTINUATION_FIRST,409
NQ,vwap_on_j+1,3,1.0,SYNTHETIC,REJECTION_FIRST,350
NQ,vwap_on_j+1,3,1.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,64
NQ,vwap_on_j+1,3,1.0,SYNTHETIC,NEITHER_REACHED,50
NQ,vwap_on_j+1,3,1.5,REAL,REJECTION_FIRST,285
NQ,vwap_on_j+1,3,1.5,REAL,CONTINUATION_FIRST,256
NQ,vwap_on_j+1,3,1.5,REAL,NEITHER_REACHED,154
NQ,vwap_on_j+1,3,1.5,REAL,SAME_BAR_BARRIER_TIE,16
NQ,vwap_on_j+1,3,1.5,SYNTHETIC,CONTINUATION_FIRST,358
NQ,vwap_on_j+1,3,1.5,SYNTHETIC,REJECTION_FIRST,323
NQ,vwap_on_j+1,3,1.5,SYNTHETIC,NEITHER_REACHED,173
NQ,vwap_on_j+1,3,1.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,19
NQ,vwap_on_j+1,3,2.0,REAL,NEITHER_REACHED,279
NQ,vwap_on_j+1,3,2.0,REAL,REJECTION_FIRST,222
NQ,vwap_on_j+1,3,2.0,REAL,CONTINUATION_FIRST,205
NQ,vwap_on_j+1,3,2.0,REAL,SAME_BAR_BARRIER_TIE,5
NQ,vwap_on_j+1,3,2.0,SYNTHETIC,NEITHER_REACHED,306
NQ,vwap_on_j+1,3,2.0,SYNTHETIC,CONTINUATION_FIRST,290
NQ,vwap_on_j+1,3,2.0,SYNTHETIC,REJECTION_FIRST,267
NQ,vwap_on_j+1,3,2.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,10
NQ,vwap_on_j+1,5,0.5,REAL,REJECTION_FIRST,275
NQ,vwap_on_j+1,5,0.5,REAL,CONTINUATION_FIRST,258
NQ,vwap_on_j+1,5,0.5,REAL,SAME_BAR_BARRIER_TIE,177
NQ,vwap_on_j+1,5,0.5,REAL,NEITHER_REACHED,1
NQ,vwap_on_j+1,5,0.5,SYNTHETIC,CONTINUATION_FIRST,347
NQ,vwap_on_j+1,5,0.5,SYNTHETIC,REJECTION_FIRST,303
NQ,vwap_on_j+1,5,0.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,221
NQ,vwap_on_j+1,5,0.5,SYNTHETIC,NEITHER_REACHED,2
NQ,vwap_on_j+1,5,1.0,REAL,REJECTION_FIRST,331
NQ,vwap_on_j+1,5,1.0,REAL,CONTINUATION_FIRST,311
NQ,vwap_on_j+1,5,1.0,REAL,SAME_BAR_BARRIER_TIE,54
NQ,vwap_on_j+1,5,1.0,REAL,NEITHER_REACHED,15
NQ,vwap_on_j+1,5,1.0,SYNTHETIC,CONTINUATION_FIRST,426
NQ,vwap_on_j+1,5,1.0,SYNTHETIC,REJECTION_FIRST,361
NQ,vwap_on_j+1,5,1.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,64
NQ,vwap_on_j+1,5,1.0,SYNTHETIC,NEITHER_REACHED,22
NQ,vwap_on_j+1,5,1.5,REAL,REJECTION_FIRST,319
NQ,vwap_on_j+1,5,1.5,REAL,CONTINUATION_FIRST,295
NQ,vwap_on_j+1,5,1.5,REAL,NEITHER_REACHED,81
NQ,vwap_on_j+1,5,1.5,REAL,SAME_BAR_BARRIER_TIE,16
NQ,vwap_on_j+1,5,1.5,SYNTHETIC,CONTINUATION_FIRST,402
NQ,vwap_on_j+1,5,1.5,SYNTHETIC,REJECTION_FIRST,362
NQ,vwap_on_j+1,5,1.5,SYNTHETIC,NEITHER_REACHED,90
NQ,vwap_on_j+1,5,1.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,19
NQ,vwap_on_j+1,5,2.0,REAL,REJECTION_FIRST,272
NQ,vwap_on_j+1,5,2.0,REAL,CONTINUATION_FIRST,260
NQ,vwap_on_j+1,5,2.0,REAL,NEITHER_REACHED,174
NQ,vwap_on_j+1,5,2.0,REAL,SAME_BAR_BARRIER_TIE,5
NQ,vwap_on_j+1,5,2.0,SYNTHETIC,CONTINUATION_FIRST,358
NQ,vwap_on_j+1,5,2.0,SYNTHETIC,REJECTION_FIRST,326
NQ,vwap_on_j+1,5,2.0,SYNTHETIC,NEITHER_REACHED,179
NQ,vwap_on_j+1,5,2.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,10
NQ,vwap_on_j+1,10,0.5,REAL,REJECTION_FIRST,276
NQ,vwap_on_j+1,10,0.5,REAL,CONTINUATION_FIRST,258
NQ,vwap_on_j+1,10,0.5,REAL,SAME_BAR_BARRIER_TIE,177
NQ,vwap_on_j+1,10,0.5,SYNTHETIC,CONTINUATION_FIRST,348
NQ,vwap_on_j+1,10,0.5,SYNTHETIC,REJECTION_FIRST,304
NQ,vwap_on_j+1,10,0.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,221
NQ,vwap_on_j+1,10,1.0,REAL,REJECTION_FIRST,336
NQ,vwap_on_j+1,10,1.0,REAL,CONTINUATION_FIRST,316
NQ,vwap_on_j+1,10,1.0,REAL,SAME_BAR_BARRIER_TIE,54
NQ,vwap_on_j+1,10,1.0,REAL,NEITHER_REACHED,5
NQ,vwap_on_j+1,10,1.0,SYNTHETIC,CONTINUATION_FIRST,438
NQ,vwap_on_j+1,10,1.0,SYNTHETIC,REJECTION_FIRST,365
NQ,vwap_on_j+1,10,1.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,64
NQ,vwap_on_j+1,10,1.0,SYNTHETIC,NEITHER_REACHED,6
NQ,vwap_on_j+1,10,1.5,REAL,REJECTION_FIRST,351
NQ,vwap_on_j+1,10,1.5,REAL,CONTINUATION_FIRST,324
NQ,vwap_on_j+1,10,1.5,REAL,NEITHER_REACHED,20
NQ,vwap_on_j+1,10,1.5,REAL,SAME_BAR_BARRIER_TIE,16
NQ,vwap_on_j+1,10,1.5,SYNTHETIC,CONTINUATION_FIRST,439
NQ,vwap_on_j+1,10,1.5,SYNTHETIC,REJECTION_FIRST,393
NQ,vwap_on_j+1,10,1.5,SYNTHETIC,NEITHER_REACHED,22
NQ,vwap_on_j+1,10,1.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,19
NQ,vwap_on_j+1,10,2.0,REAL,REJECTION_FIRST,329
NQ,vwap_on_j+1,10,2.0,REAL,CONTINUATION_FIRST,318
NQ,vwap_on_j+1,10,2.0,REAL,NEITHER_REACHED,59
NQ,vwap_on_j+1,10,2.0,REAL,SAME_BAR_BARRIER_TIE,5
NQ,vwap_on_j+1,10,2.0,SYNTHETIC,CONTINUATION_FIRST,409
NQ,vwap_on_j+1,10,2.0,SYNTHETIC,REJECTION_FIRST,386
NQ,vwap_on_j+1,10,2.0,SYNTHETIC,NEITHER_REACHED,68
NQ,vwap_on_j+1,10,2.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,10
NQ,vwap_on_j+1,15,0.5,REAL,REJECTION_FIRST,276
NQ,vwap_on_j+1,15,0.5,REAL,CONTINUATION_FIRST,258
NQ,vwap_on_j+1,15,0.5,REAL,SAME_BAR_BARRIER_TIE,177
NQ,vwap_on_j+1,15,0.5,SYNTHETIC,CONTINUATION_FIRST,348
NQ,vwap_on_j+1,15,0.5,SYNTHETIC,REJECTION_FIRST,304
NQ,vwap_on_j+1,15,0.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,221
NQ,vwap_on_j+1,15,1.0,REAL,REJECTION_FIRST,337
NQ,vwap_on_j+1,15,1.0,REAL,CONTINUATION_FIRST,317
NQ,vwap_on_j+1,15,1.0,REAL,SAME_BAR_BARRIER_TIE,54
NQ,vwap_on_j+1,15,1.0,REAL,NEITHER_REACHED,3
NQ,vwap_on_j+1,15,1.0,SYNTHETIC,CONTINUATION_FIRST,440
NQ,vwap_on_j+1,15,1.0,SYNTHETIC,REJECTION_FIRST,366
NQ,vwap_on_j+1,15,1.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,64
NQ,vwap_on_j+1,15,1.0,SYNTHETIC,NEITHER_REACHED,3
NQ,vwap_on_j+1,15,1.5,REAL,REJECTION_FIRST,352
NQ,vwap_on_j+1,15,1.5,REAL,CONTINUATION_FIRST,330
NQ,vwap_on_j+1,15,1.5,REAL,SAME_BAR_BARRIER_TIE,17
NQ,vwap_on_j+1,15,1.5,REAL,NEITHER_REACHED,12
NQ,vwap_on_j+1,15,1.5,SYNTHETIC,CONTINUATION_FIRST,445
NQ,vwap_on_j+1,15,1.5,SYNTHETIC,REJECTION_FIRST,396
NQ,vwap_on_j+1,15,1.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,19
NQ,vwap_on_j+1,15,1.5,SYNTHETIC,NEITHER_REACHED,13
NQ,vwap_on_j+1,15,2.0,REAL,REJECTION_FIRST,340
NQ,vwap_on_j+1,15,2.0,REAL,CONTINUATION_FIRST,335
NQ,vwap_on_j+1,15,2.0,REAL,NEITHER_REACHED,31
NQ,vwap_on_j+1,15,2.0,REAL,SAME_BAR_BARRIER_TIE,5
NQ,vwap_on_j+1,15,2.0,SYNTHETIC,CONTINUATION_FIRST,434
NQ,vwap_on_j+1,15,2.0,SYNTHETIC,REJECTION_FIRST,399
NQ,vwap_on_j+1,15,2.0,SYNTHETIC,NEITHER_REACHED,30
NQ,vwap_on_j+1,15,2.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,10
NQ,vwap_on_j+2,1,0.5,REAL,CONTINUATION_FIRST,217
NQ,vwap_on_j+2,1,0.5,REAL,REJECTION_FIRST,176
NQ,vwap_on_j+2,1,0.5,REAL,SAME_BAR_BARRIER_TIE,83
NQ,vwap_on_j+2,1,0.5,REAL,NEITHER_REACHED,27
NQ,vwap_on_j+2,1,0.5,SYNTHETIC,CONTINUATION_FIRST,339
NQ,vwap_on_j+2,1,0.5,SYNTHETIC,REJECTION_FIRST,293
NQ,vwap_on_j+2,1,0.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,171
NQ,vwap_on_j+2,1,0.5,SYNTHETIC,NEITHER_REACHED,26
NQ,vwap_on_j+2,1,1.0,REAL,CONTINUATION_FIRST,184
NQ,vwap_on_j+2,1,1.0,REAL,REJECTION_FIRST,151
NQ,vwap_on_j+2,1,1.0,REAL,NEITHER_REACHED,149
NQ,vwap_on_j+2,1,1.0,REAL,SAME_BAR_BARRIER_TIE,19
NQ,vwap_on_j+2,1,1.0,SYNTHETIC,CONTINUATION_FIRST,298
NQ,vwap_on_j+2,1,1.0,SYNTHETIC,REJECTION_FIRST,284
NQ,vwap_on_j+2,1,1.0,SYNTHETIC,NEITHER_REACHED,211
NQ,vwap_on_j+2,1,1.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,36
NQ,vwap_on_j+2,1,1.5,REAL,NEITHER_REACHED,271
NQ,vwap_on_j+2,1,1.5,REAL,CONTINUATION_FIRST,131
NQ,vwap_on_j+2,1,1.5,REAL,REJECTION_FIRST,98
NQ,vwap_on_j+2,1,1.5,REAL,SAME_BAR_BARRIER_TIE,3
NQ,vwap_on_j+2,1,1.5,SYNTHETIC,NEITHER_REACHED,384
NQ,vwap_on_j+2,1,1.5,SYNTHETIC,CONTINUATION_FIRST,219
NQ,vwap_on_j+2,1,1.5,SYNTHETIC,REJECTION_FIRST,211
NQ,vwap_on_j+2,1,1.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,15
NQ,vwap_on_j+2,1,2.0,REAL,NEITHER_REACHED,370
NQ,vwap_on_j+2,1,2.0,REAL,CONTINUATION_FIRST,72
NQ,vwap_on_j+2,1,2.0,REAL,REJECTION_FIRST,60
NQ,vwap_on_j+2,1,2.0,REAL,SAME_BAR_BARRIER_TIE,1
NQ,vwap_on_j+2,1,2.0,SYNTHETIC,NEITHER_REACHED,528
NQ,vwap_on_j+2,1,2.0,SYNTHETIC,CONTINUATION_FIRST,151
NQ,vwap_on_j+2,1,2.0,SYNTHETIC,REJECTION_FIRST,144
NQ,vwap_on_j+2,1,2.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,6
NQ,vwap_on_j+2,3,0.5,REAL,CONTINUATION_FIRST,230
NQ,vwap_on_j+2,3,0.5,REAL,REJECTION_FIRST,187
NQ,vwap_on_j+2,3,0.5,REAL,SAME_BAR_BARRIER_TIE,83
NQ,vwap_on_j+2,3,0.5,REAL,NEITHER_REACHED,3
NQ,vwap_on_j+2,3,0.5,SYNTHETIC,CONTINUATION_FIRST,352
NQ,vwap_on_j+2,3,0.5,SYNTHETIC,REJECTION_FIRST,302
NQ,vwap_on_j+2,3,0.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,171
NQ,vwap_on_j+2,3,0.5,SYNTHETIC,NEITHER_REACHED,4
NQ,vwap_on_j+2,3,1.0,REAL,CONTINUATION_FIRST,234
NQ,vwap_on_j+2,3,1.0,REAL,REJECTION_FIRST,202
NQ,vwap_on_j+2,3,1.0,REAL,NEITHER_REACHED,47
NQ,vwap_on_j+2,3,1.0,REAL,SAME_BAR_BARRIER_TIE,20
NQ,vwap_on_j+2,3,1.0,SYNTHETIC,CONTINUATION_FIRST,386
NQ,vwap_on_j+2,3,1.0,SYNTHETIC,REJECTION_FIRST,347
NQ,vwap_on_j+2,3,1.0,SYNTHETIC,NEITHER_REACHED,59
NQ,vwap_on_j+2,3,1.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,37
NQ,vwap_on_j+2,3,1.5,REAL,CONTINUATION_FIRST,202
NQ,vwap_on_j+2,3,1.5,REAL,REJECTION_FIRST,156
NQ,vwap_on_j+2,3,1.5,REAL,NEITHER_REACHED,142
NQ,vwap_on_j+2,3,1.5,REAL,SAME_BAR_BARRIER_TIE,3
NQ,vwap_on_j+2,3,1.5,SYNTHETIC,CONTINUATION_FIRST,318
NQ,vwap_on_j+2,3,1.5,SYNTHETIC,REJECTION_FIRST,304
NQ,vwap_on_j+2,3,1.5,SYNTHETIC,NEITHER_REACHED,192
NQ,vwap_on_j+2,3,1.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,15
NQ,vwap_on_j+2,3,2.0,REAL,NEITHER_REACHED,243
NQ,vwap_on_j+2,3,2.0,REAL,CONTINUATION_FIRST,147
NQ,vwap_on_j+2,3,2.0,REAL,REJECTION_FIRST,112
NQ,vwap_on_j+2,3,2.0,REAL,SAME_BAR_BARRIER_TIE,1
NQ,vwap_on_j+2,3,2.0,SYNTHETIC,NEITHER_REACHED,323
NQ,vwap_on_j+2,3,2.0,SYNTHETIC,CONTINUATION_FIRST,254
NQ,vwap_on_j+2,3,2.0,SYNTHETIC,REJECTION_FIRST,246
NQ,vwap_on_j+2,3,2.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,6
NQ,vwap_on_j+2,5,0.5,REAL,CONTINUATION_FIRST,231
NQ,vwap_on_j+2,5,0.5,REAL,REJECTION_FIRST,187
NQ,vwap_on_j+2,5,0.5,REAL,SAME_BAR_BARRIER_TIE,83
NQ,vwap_on_j+2,5,0.5,REAL,NEITHER_REACHED,2
NQ,vwap_on_j+2,5,0.5,SYNTHETIC,CONTINUATION_FIRST,353
NQ,vwap_on_j+2,5,0.5,SYNTHETIC,REJECTION_FIRST,303
NQ,vwap_on_j+2,5,0.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,171
NQ,vwap_on_j+2,5,0.5,SYNTHETIC,NEITHER_REACHED,2
NQ,vwap_on_j+2,5,1.0,REAL,CONTINUATION_FIRST,249
NQ,vwap_on_j+2,5,1.0,REAL,REJECTION_FIRST,211
NQ,vwap_on_j+2,5,1.0,REAL,NEITHER_REACHED,23
NQ,vwap_on_j+2,5,1.0,REAL,SAME_BAR_BARRIER_TIE,20
NQ,vwap_on_j+2,5,1.0,SYNTHETIC,CONTINUATION_FIRST,396
NQ,vwap_on_j+2,5,1.0,SYNTHETIC,REJECTION_FIRST,362
NQ,vwap_on_j+2,5,1.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,37
NQ,vwap_on_j+2,5,1.0,SYNTHETIC,NEITHER_REACHED,34
NQ,vwap_on_j+2,5,1.5,REAL,CONTINUATION_FIRST,235
NQ,vwap_on_j+2,5,1.5,REAL,REJECTION_FIRST,180
NQ,vwap_on_j+2,5,1.5,REAL,NEITHER_REACHED,84
NQ,vwap_on_j+2,5,1.5,REAL,SAME_BAR_BARRIER_TIE,4
NQ,vwap_on_j+2,5,1.5,SYNTHETIC,CONTINUATION_FIRST,364
NQ,vwap_on_j+2,5,1.5,SYNTHETIC,REJECTION_FIRST,346
NQ,vwap_on_j+2,5,1.5,SYNTHETIC,NEITHER_REACHED,103
NQ,vwap_on_j+2,5,1.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,16
NQ,vwap_on_j+2,5,2.0,REAL,CONTINUATION_FIRST,183
NQ,vwap_on_j+2,5,2.0,REAL,NEITHER_REACHED,165
NQ,vwap_on_j+2,5,2.0,REAL,REJECTION_FIRST,154
NQ,vwap_on_j+2,5,2.0,REAL,SAME_BAR_BARRIER_TIE,1
NQ,vwap_on_j+2,5,2.0,SYNTHETIC,CONTINUATION_FIRST,313
NQ,vwap_on_j+2,5,2.0,SYNTHETIC,REJECTION_FIRST,298
NQ,vwap_on_j+2,5,2.0,SYNTHETIC,NEITHER_REACHED,212
NQ,vwap_on_j+2,5,2.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,6
NQ,vwap_on_j+2,10,0.5,REAL,CONTINUATION_FIRST,233
NQ,vwap_on_j+2,10,0.5,REAL,REJECTION_FIRST,187
NQ,vwap_on_j+2,10,0.5,REAL,SAME_BAR_BARRIER_TIE,83
NQ,vwap_on_j+2,10,0.5,SYNTHETIC,CONTINUATION_FIRST,353
NQ,vwap_on_j+2,10,0.5,SYNTHETIC,REJECTION_FIRST,303
NQ,vwap_on_j+2,10,0.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,171
NQ,vwap_on_j+2,10,0.5,SYNTHETIC,NEITHER_REACHED,2
NQ,vwap_on_j+2,10,1.0,REAL,CONTINUATION_FIRST,254
NQ,vwap_on_j+2,10,1.0,REAL,REJECTION_FIRST,225
NQ,vwap_on_j+2,10,1.0,REAL,SAME_BAR_BARRIER_TIE,20
NQ,vwap_on_j+2,10,1.0,REAL,NEITHER_REACHED,4
NQ,vwap_on_j+2,10,1.0,SYNTHETIC,CONTINUATION_FIRST,409
NQ,vwap_on_j+2,10,1.0,SYNTHETIC,REJECTION_FIRST,375
NQ,vwap_on_j+2,10,1.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,37
NQ,vwap_on_j+2,10,1.0,SYNTHETIC,NEITHER_REACHED,8
NQ,vwap_on_j+2,10,1.5,REAL,CONTINUATION_FIRST,257
NQ,vwap_on_j+2,10,1.5,REAL,REJECTION_FIRST,209
NQ,vwap_on_j+2,10,1.5,REAL,NEITHER_REACHED,32
NQ,vwap_on_j+2,10,1.5,REAL,SAME_BAR_BARRIER_TIE,5
NQ,vwap_on_j+2,10,1.5,SYNTHETIC,CONTINUATION_FIRST,389
NQ,vwap_on_j+2,10,1.5,SYNTHETIC,REJECTION_FIRST,381
NQ,vwap_on_j+2,10,1.5,SYNTHETIC,NEITHER_REACHED,43
NQ,vwap_on_j+2,10,1.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,16
NQ,vwap_on_j+2,10,2.0,REAL,CONTINUATION_FIRST,226
NQ,vwap_on_j+2,10,2.0,REAL,REJECTION_FIRST,203
NQ,vwap_on_j+2,10,2.0,REAL,NEITHER_REACHED,73
NQ,vwap_on_j+2,10,2.0,REAL,SAME_BAR_BARRIER_TIE,1
NQ,vwap_on_j+2,10,2.0,SYNTHETIC,CONTINUATION_FIRST,367
NQ,vwap_on_j+2,10,2.0,SYNTHETIC,REJECTION_FIRST,359
NQ,vwap_on_j+2,10,2.0,SYNTHETIC,NEITHER_REACHED,97
NQ,vwap_on_j+2,10,2.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,6
NQ,vwap_on_j+2,15,0.5,REAL,CONTINUATION_FIRST,233
NQ,vwap_on_j+2,15,0.5,REAL,REJECTION_FIRST,187
NQ,vwap_on_j+2,15,0.5,REAL,SAME_BAR_BARRIER_TIE,83
NQ,vwap_on_j+2,15,0.5,SYNTHETIC,CONTINUATION_FIRST,353
NQ,vwap_on_j+2,15,0.5,SYNTHETIC,REJECTION_FIRST,304
NQ,vwap_on_j+2,15,0.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,171
NQ,vwap_on_j+2,15,0.5,SYNTHETIC,NEITHER_REACHED,1
NQ,vwap_on_j+2,15,1.0,REAL,CONTINUATION_FIRST,255
NQ,vwap_on_j+2,15,1.0,REAL,REJECTION_FIRST,226
NQ,vwap_on_j+2,15,1.0,REAL,SAME_BAR_BARRIER_TIE,20
NQ,vwap_on_j+2,15,1.0,REAL,NEITHER_REACHED,2
NQ,vwap_on_j+2,15,1.0,SYNTHETIC,CONTINUATION_FIRST,411
NQ,vwap_on_j+2,15,1.0,SYNTHETIC,REJECTION_FIRST,375
NQ,vwap_on_j+2,15,1.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,37
NQ,vwap_on_j+2,15,1.0,SYNTHETIC,NEITHER_REACHED,6
NQ,vwap_on_j+2,15,1.5,REAL,CONTINUATION_FIRST,265
NQ,vwap_on_j+2,15,1.5,REAL,REJECTION_FIRST,216
NQ,vwap_on_j+2,15,1.5,REAL,NEITHER_REACHED,17
NQ,vwap_on_j+2,15,1.5,REAL,SAME_BAR_BARRIER_TIE,5
NQ,vwap_on_j+2,15,1.5,SYNTHETIC,CONTINUATION_FIRST,403
NQ,vwap_on_j+2,15,1.5,SYNTHETIC,REJECTION_FIRST,389
NQ,vwap_on_j+2,15,1.5,SYNTHETIC,NEITHER_REACHED,21
NQ,vwap_on_j+2,15,1.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,16
NQ,vwap_on_j+2,15,2.0,REAL,CONTINUATION_FIRST,243
NQ,vwap_on_j+2,15,2.0,REAL,REJECTION_FIRST,216
NQ,vwap_on_j+2,15,2.0,REAL,NEITHER_REACHED,43
NQ,vwap_on_j+2,15,2.0,REAL,SAME_BAR_BARRIER_TIE,1
NQ,vwap_on_j+2,15,2.0,SYNTHETIC,CONTINUATION_FIRST,390
NQ,vwap_on_j+2,15,2.0,SYNTHETIC,REJECTION_FIRST,373
NQ,vwap_on_j+2,15,2.0,SYNTHETIC,NEITHER_REACHED,60
NQ,vwap_on_j+2,15,2.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,6
NQ,vwap_on_j+3,1,0.5,REAL,REJECTION_FIRST,125
NQ,vwap_on_j+3,1,0.5,REAL,CONTINUATION_FIRST,108
NQ,vwap_on_j+3,1,0.5,REAL,SAME_BAR_BARRIER_TIE,54
NQ,vwap_on_j+3,1,0.5,REAL,NEITHER_REACHED,17
NQ,vwap_on_j+3,1,0.5,SYNTHETIC,CONTINUATION_FIRST,297
NQ,vwap_on_j+3,1,0.5,SYNTHETIC,REJECTION_FIRST,279
NQ,vwap_on_j+3,1,0.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,184
NQ,vwap_on_j+3,1,0.5,SYNTHETIC,NEITHER_REACHED,29
NQ,vwap_on_j+3,1,1.0,REAL,NEITHER_REACHED,115
NQ,vwap_on_j+3,1,1.0,REAL,REJECTION_FIRST,99
NQ,vwap_on_j+3,1,1.0,REAL,CONTINUATION_FIRST,84
NQ,vwap_on_j+3,1,1.0,REAL,SAME_BAR_BARRIER_TIE,6
NQ,vwap_on_j+3,1,1.0,SYNTHETIC,CONTINUATION_FIRST,277
NQ,vwap_on_j+3,1,1.0,SYNTHETIC,REJECTION_FIRST,252
NQ,vwap_on_j+3,1,1.0,SYNTHETIC,NEITHER_REACHED,218
NQ,vwap_on_j+3,1,1.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,42
NQ,vwap_on_j+3,1,1.5,REAL,NEITHER_REACHED,206
NQ,vwap_on_j+3,1,1.5,REAL,REJECTION_FIRST,51
NQ,vwap_on_j+3,1,1.5,REAL,CONTINUATION_FIRST,46
NQ,vwap_on_j+3,1,1.5,REAL,SAME_BAR_BARRIER_TIE,1
NQ,vwap_on_j+3,1,1.5,SYNTHETIC,NEITHER_REACHED,410
NQ,vwap_on_j+3,1,1.5,SYNTHETIC,CONTINUATION_FIRST,199
NQ,vwap_on_j+3,1,1.5,SYNTHETIC,REJECTION_FIRST,170
NQ,vwap_on_j+3,1,1.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,10
NQ,vwap_on_j+3,1,2.0,REAL,NEITHER_REACHED,252
NQ,vwap_on_j+3,1,2.0,REAL,REJECTION_FIRST,28
NQ,vwap_on_j+3,1,2.0,REAL,CONTINUATION_FIRST,24
NQ,vwap_on_j+3,1,2.0,SYNTHETIC,NEITHER_REACHED,541
NQ,vwap_on_j+3,1,2.0,SYNTHETIC,CONTINUATION_FIRST,128
NQ,vwap_on_j+3,1,2.0,SYNTHETIC,REJECTION_FIRST,114
NQ,vwap_on_j+3,1,2.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,6
NQ,vwap_on_j+3,3,0.5,REAL,REJECTION_FIRST,133
NQ,vwap_on_j+3,3,0.5,REAL,CONTINUATION_FIRST,115
NQ,vwap_on_j+3,3,0.5,REAL,SAME_BAR_BARRIER_TIE,55
NQ,vwap_on_j+3,3,0.5,REAL,NEITHER_REACHED,1
NQ,vwap_on_j+3,3,0.5,SYNTHETIC,CONTINUATION_FIRST,311
NQ,vwap_on_j+3,3,0.5,SYNTHETIC,REJECTION_FIRST,288
NQ,vwap_on_j+3,3,0.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,185
NQ,vwap_on_j+3,3,0.5,SYNTHETIC,NEITHER_REACHED,5
NQ,vwap_on_j+3,3,1.0,REAL,CONTINUATION_FIRST,128
NQ,vwap_on_j+3,3,1.0,REAL,REJECTION_FIRST,125
NQ,vwap_on_j+3,3,1.0,REAL,NEITHER_REACHED,44
NQ,vwap_on_j+3,3,1.0,REAL,SAME_BAR_BARRIER_TIE,7
NQ,vwap_on_j+3,3,1.0,SYNTHETIC,CONTINUATION_FIRST,350
NQ,vwap_on_j+3,3,1.0,SYNTHETIC,REJECTION_FIRST,324
NQ,vwap_on_j+3,3,1.0,SYNTHETIC,NEITHER_REACHED,72
NQ,vwap_on_j+3,3,1.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,43
