instrument,level_id,arm,horizon,label_tau1.0,n
NQ,mult_D_1.0,SYNTHETIC,10,REJECTION,378
NQ,mult_D_1.0,SYNTHETIC,15,CONTINUATION,413
NQ,mult_D_1.0,SYNTHETIC,15,INCONCLUSIVE,159
NQ,mult_D_1.0,SYNTHETIC,15,REJECTION,410
NQ,mult_D_1.5,REAL,1,CONTINUATION,252
NQ,mult_D_1.5,REAL,1,INCONCLUSIVE,401
NQ,mult_D_1.5,REAL,1,REJECTION,293
NQ,mult_D_1.5,REAL,3,CONTINUATION,328
NQ,mult_D_1.5,REAL,3,INCONCLUSIVE,301
NQ,mult_D_1.5,REAL,3,REJECTION,317
NQ,mult_D_1.5,REAL,5,CONTINUATION,362
NQ,mult_D_1.5,REAL,5,INCONCLUSIVE,231
NQ,mult_D_1.5,REAL,5,REJECTION,353
NQ,mult_D_1.5,REAL,10,CONTINUATION,401
NQ,mult_D_1.5,REAL,10,INCONCLUSIVE,187
NQ,mult_D_1.5,REAL,10,REJECTION,358
NQ,mult_D_1.5,REAL,15,CONTINUATION,390
NQ,mult_D_1.5,REAL,15,INCONCLUSIVE,173
NQ,mult_D_1.5,REAL,15,REJECTION,383
NQ,mult_D_1.5,SYNTHETIC,1,CONTINUATION,245
NQ,mult_D_1.5,SYNTHETIC,1,INCONCLUSIVE,395
NQ,mult_D_1.5,SYNTHETIC,1,REJECTION,266
NQ,mult_D_1.5,SYNTHETIC,3,CONTINUATION,302
NQ,mult_D_1.5,SYNTHETIC,3,INCONCLUSIVE,302
NQ,mult_D_1.5,SYNTHETIC,3,REJECTION,302
NQ,mult_D_1.5,SYNTHETIC,5,CONTINUATION,352
NQ,mult_D_1.5,SYNTHETIC,5,INCONCLUSIVE,227
NQ,mult_D_1.5,SYNTHETIC,5,REJECTION,327
NQ,mult_D_1.5,SYNTHETIC,10,CONTINUATION,383
NQ,mult_D_1.5,SYNTHETIC,10,INCONCLUSIVE,185
NQ,mult_D_1.5,SYNTHETIC,10,REJECTION,338
NQ,mult_D_1.5,SYNTHETIC,15,CONTINUATION,371
NQ,mult_D_1.5,SYNTHETIC,15,INCONCLUSIVE,161
NQ,mult_D_1.5,SYNTHETIC,15,REJECTION,374
NQ,mult_D_2.0,REAL,1,CONTINUATION,230
NQ,mult_D_2.0,REAL,1,INCONCLUSIVE,396
NQ,mult_D_2.0,REAL,1,REJECTION,253
NQ,mult_D_2.0,REAL,3,CONTINUATION,298
NQ,mult_D_2.0,REAL,3,INCONCLUSIVE,291
NQ,mult_D_2.0,REAL,3,REJECTION,290
NQ,mult_D_2.0,REAL,5,CONTINUATION,338
NQ,mult_D_2.0,REAL,5,INCONCLUSIVE,221
NQ,mult_D_2.0,REAL,5,REJECTION,320
NQ,mult_D_2.0,REAL,10,CONTINUATION,361
NQ,mult_D_2.0,REAL,10,INCONCLUSIVE,182
NQ,mult_D_2.0,REAL,10,REJECTION,336
NQ,mult_D_2.0,REAL,15,CONTINUATION,359
NQ,mult_D_2.0,REAL,15,INCONCLUSIVE,148
NQ,mult_D_2.0,REAL,15,REJECTION,372
NQ,mult_D_2.0,SYNTHETIC,1,CONTINUATION,222
NQ,mult_D_2.0,SYNTHETIC,1,INCONCLUSIVE,369
NQ,mult_D_2.0,SYNTHETIC,1,REJECTION,212
NQ,mult_D_2.0,SYNTHETIC,3,CONTINUATION,269
NQ,mult_D_2.0,SYNTHETIC,3,INCONCLUSIVE,276
NQ,mult_D_2.0,SYNTHETIC,3,REJECTION,258
NQ,mult_D_2.0,SYNTHETIC,5,CONTINUATION,311
NQ,mult_D_2.0,SYNTHETIC,5,INCONCLUSIVE,207
NQ,mult_D_2.0,SYNTHETIC,5,REJECTION,285
NQ,mult_D_2.0,SYNTHETIC,10,CONTINUATION,325
NQ,mult_D_2.0,SYNTHETIC,10,INCONCLUSIVE,166
NQ,mult_D_2.0,SYNTHETIC,10,REJECTION,312
NQ,mult_D_2.0,SYNTHETIC,15,CONTINUATION,328
NQ,mult_D_2.0,SYNTHETIC,15,INCONCLUSIVE,145
NQ,mult_D_2.0,SYNTHETIC,15,REJECTION,330
NQ,mult_U_0.5,REAL,1,CONTINUATION,356
NQ,mult_U_0.5,REAL,1,INCONCLUSIVE,473
NQ,mult_U_0.5,REAL,1,REJECTION,311
NQ,mult_U_0.5,REAL,3,CONTINUATION,408
NQ,mult_U_0.5,REAL,3,INCONCLUSIVE,336
NQ,mult_U_0.5,REAL,3,REJECTION,396
NQ,mult_U_0.5,REAL,5,CONTINUATION,443
NQ,mult_U_0.5,REAL,5,INCONCLUSIVE,272
NQ,mult_U_0.5,REAL,5,REJECTION,425
NQ,mult_U_0.5,REAL,10,CONTINUATION,448
NQ,mult_U_0.5,REAL,10,INCONCLUSIVE,222
NQ,mult_U_0.5,REAL,10,REJECTION,470
NQ,mult_U_0.5,REAL,15,CONTINUATION,475
NQ,mult_U_0.5,REAL,15,INCONCLUSIVE,231
NQ,mult_U_0.5,REAL,15,REJECTION,434
NQ,mult_U_0.5,SYNTHETIC,1,CONTINUATION,324
NQ,mult_U_0.5,SYNTHETIC,1,INCONCLUSIVE,492
NQ,mult_U_0.5,SYNTHETIC,1,REJECTION,273
NQ,mult_U_0.5,SYNTHETIC,3,CONTINUATION,375
NQ,mult_U_0.5,SYNTHETIC,3,INCONCLUSIVE,353
NQ,mult_U_0.5,SYNTHETIC,3,REJECTION,361
NQ,mult_U_0.5,SYNTHETIC,5,CONTINUATION,423
NQ,mult_U_0.5,SYNTHETIC,5,INCONCLUSIVE,271
NQ,mult_U_0.5,SYNTHETIC,5,REJECTION,395
NQ,mult_U_0.5,SYNTHETIC,10,CONTINUATION,437
NQ,mult_U_0.5,SYNTHETIC,10,INCONCLUSIVE,221
NQ,mult_U_0.5,SYNTHETIC,10,REJECTION,431
NQ,mult_U_0.5,SYNTHETIC,15,CONTINUATION,460
NQ,mult_U_0.5,SYNTHETIC,15,INCONCLUSIVE,224
NQ,mult_U_0.5,SYNTHETIC,15,REJECTION,405
NQ,mult_U_1.0,REAL,1,CONTINUATION,299
NQ,mult_U_1.0,REAL,1,INCONCLUSIVE,487
NQ,mult_U_1.0,REAL,1,REJECTION,260
NQ,mult_U_1.0,REAL,3,CONTINUATION,356
NQ,mult_U_1.0,REAL,3,INCONCLUSIVE,347
NQ,mult_U_1.0,REAL,3,REJECTION,343
NQ,mult_U_1.0,REAL,5,CONTINUATION,400
NQ,mult_U_1.0,REAL,5,INCONCLUSIVE,277
NQ,mult_U_1.0,REAL,5,REJECTION,369
NQ,mult_U_1.0,REAL,10,CONTINUATION,409
NQ,mult_U_1.0,REAL,10,INCONCLUSIVE,231
NQ,mult_U_1.0,REAL,10,REJECTION,406
NQ,mult_U_1.0,REAL,15,CONTINUATION,434
NQ,mult_U_1.0,REAL,15,INCONCLUSIVE,221
NQ,mult_U_1.0,REAL,15,REJECTION,391
NQ,mult_U_1.0,SYNTHETIC,1,CONTINUATION,267
NQ,mult_U_1.0,SYNTHETIC,1,INCONCLUSIVE,492
NQ,mult_U_1.0,SYNTHETIC,1,REJECTION,242
NQ,mult_U_1.0,SYNTHETIC,3,CONTINUATION,343
NQ,mult_U_1.0,SYNTHETIC,3,INCONCLUSIVE,347
NQ,mult_U_1.0,SYNTHETIC,3,REJECTION,311
NQ,mult_U_1.0,SYNTHETIC,5,CONTINUATION,378
NQ,mult_U_1.0,SYNTHETIC,5,INCONCLUSIVE,282
NQ,mult_U_1.0,SYNTHETIC,5,REJECTION,341
NQ,mult_U_1.0,SYNTHETIC,10,CONTINUATION,385
NQ,mult_U_1.0,SYNTHETIC,10,INCONCLUSIVE,230
NQ,mult_U_1.0,SYNTHETIC,10,REJECTION,386
NQ,mult_U_1.0,SYNTHETIC,15,CONTINUATION,414
NQ,mult_U_1.0,SYNTHETIC,15,INCONCLUSIVE,209
NQ,mult_U_1.0,SYNTHETIC,15,REJECTION,378
NQ,mult_U_1.5,REAL,1,CONTINUATION,242
NQ,mult_U_1.5,REAL,1,INCONCLUSIVE,493
NQ,mult_U_1.5,REAL,1,REJECTION,226
NQ,mult_U_1.5,REAL,3,CONTINUATION,324
NQ,mult_U_1.5,REAL,3,INCONCLUSIVE,345
NQ,mult_U_1.5,REAL,3,REJECTION,292
NQ,mult_U_1.5,REAL,5,CONTINUATION,359
NQ,mult_U_1.5,REAL,5,INCONCLUSIVE,280
NQ,mult_U_1.5,REAL,5,REJECTION,322
NQ,mult_U_1.5,REAL,10,CONTINUATION,376
NQ,mult_U_1.5,REAL,10,INCONCLUSIVE,210
NQ,mult_U_1.5,REAL,10,REJECTION,375
NQ,mult_U_1.5,REAL,15,CONTINUATION,394
NQ,mult_U_1.5,REAL,15,INCONCLUSIVE,197
NQ,mult_U_1.5,REAL,15,REJECTION,370
NQ,mult_U_1.5,SYNTHETIC,1,CONTINUATION,218
NQ,mult_U_1.5,SYNTHETIC,1,INCONCLUSIVE,494
NQ,mult_U_1.5,SYNTHETIC,1,REJECTION,208
NQ,mult_U_1.5,SYNTHETIC,3,CONTINUATION,310
NQ,mult_U_1.5,SYNTHETIC,3,INCONCLUSIVE,341
NQ,mult_U_1.5,SYNTHETIC,3,REJECTION,269
NQ,mult_U_1.5,SYNTHETIC,5,CONTINUATION,354
NQ,mult_U_1.5,SYNTHETIC,5,INCONCLUSIVE,259
NQ,mult_U_1.5,SYNTHETIC,5,REJECTION,307
NQ,mult_U_1.5,SYNTHETIC,10,CONTINUATION,362
NQ,mult_U_1.5,SYNTHETIC,10,INCONCLUSIVE,218
NQ,mult_U_1.5,SYNTHETIC,10,REJECTION,340
NQ,mult_U_1.5,SYNTHETIC,15,CONTINUATION,374
NQ,mult_U_1.5,SYNTHETIC,15,INCONCLUSIVE,186
NQ,mult_U_1.5,SYNTHETIC,15,REJECTION,360
NQ,mult_U_2.0,REAL,1,CONTINUATION,202
NQ,mult_U_2.0,REAL,1,INCONCLUSIVE,481
NQ,mult_U_2.0,REAL,1,REJECTION,193
NQ,mult_U_2.0,REAL,3,CONTINUATION,275
NQ,mult_U_2.0,REAL,3,INCONCLUSIVE,332
NQ,mult_U_2.0,REAL,3,REJECTION,269
NQ,mult_U_2.0,REAL,5,CONTINUATION,312
NQ,mult_U_2.0,REAL,5,INCONCLUSIVE,255
NQ,mult_U_2.0,REAL,5,REJECTION,309
NQ,mult_U_2.0,REAL,10,CONTINUATION,338
NQ,mult_U_2.0,REAL,10,INCONCLUSIVE,207
NQ,mult_U_2.0,REAL,10,REJECTION,331
NQ,mult_U_2.0,REAL,15,CONTINUATION,362
NQ,mult_U_2.0,REAL,15,INCONCLUSIVE,166
NQ,mult_U_2.0,REAL,15,REJECTION,348
NQ,mult_U_2.0,SYNTHETIC,1,CONTINUATION,184
NQ,mult_U_2.0,SYNTHETIC,1,INCONCLUSIVE,446
NQ,mult_U_2.0,SYNTHETIC,1,REJECTION,160
NQ,mult_U_2.0,SYNTHETIC,3,CONTINUATION,242
NQ,mult_U_2.0,SYNTHETIC,3,INCONCLUSIVE,307
NQ,mult_U_2.0,SYNTHETIC,3,REJECTION,241
NQ,mult_U_2.0,SYNTHETIC,5,CONTINUATION,289
NQ,mult_U_2.0,SYNTHETIC,5,INCONCLUSIVE,237
NQ,mult_U_2.0,SYNTHETIC,5,REJECTION,264
NQ,mult_U_2.0,SYNTHETIC,10,CONTINUATION,301
NQ,mult_U_2.0,SYNTHETIC,10,INCONCLUSIVE,189
NQ,mult_U_2.0,SYNTHETIC,10,REJECTION,300
NQ,mult_U_2.0,SYNTHETIC,15,CONTINUATION,310
NQ,mult_U_2.0,SYNTHETIC,15,INCONCLUSIVE,172
NQ,mult_U_2.0,SYNTHETIC,15,REJECTION,308
NQ,overnight_high,REAL,1,CONTINUATION,133
NQ,overnight_high,REAL,1,INCONCLUSIVE,278
NQ,overnight_high,REAL,1,REJECTION,96
NQ,overnight_high,REAL,3,CONTINUATION,169
NQ,overnight_high,REAL,3,INCONCLUSIVE,211
NQ,overnight_high,REAL,3,REJECTION,127
NQ,overnight_high,REAL,5,CONTINUATION,183
NQ,overnight_high,REAL,5,INCONCLUSIVE,181
NQ,overnight_high,REAL,5,REJECTION,143
NQ,overnight_high,REAL,10,CONTINUATION,194
NQ,overnight_high,REAL,10,INCONCLUSIVE,144
NQ,overnight_high,REAL,10,REJECTION,169
NQ,overnight_high,REAL,15,CONTINUATION,223
NQ,overnight_high,REAL,15,INCONCLUSIVE,117
NQ,overnight_high,REAL,15,REJECTION,167
NQ,overnight_high,SYNTHETIC,1,CONTINUATION,214
NQ,overnight_high,SYNTHETIC,1,INCONCLUSIVE,432
NQ,overnight_high,SYNTHETIC,1,REJECTION,174
NQ,overnight_high,SYNTHETIC,3,CONTINUATION,260
NQ,overnight_high,SYNTHETIC,3,INCONCLUSIVE,324
NQ,overnight_high,SYNTHETIC,3,REJECTION,236
NQ,overnight_high,SYNTHETIC,5,CONTINUATION,301
NQ,overnight_high,SYNTHETIC,5,INCONCLUSIVE,249
NQ,overnight_high,SYNTHETIC,5,REJECTION,270
NQ,overnight_high,SYNTHETIC,10,CONTINUATION,316
NQ,overnight_high,SYNTHETIC,10,INCONCLUSIVE,202
NQ,overnight_high,SYNTHETIC,10,REJECTION,302
NQ,overnight_high,SYNTHETIC,15,CONTINUATION,344
NQ,overnight_high,SYNTHETIC,15,INCONCLUSIVE,177
NQ,overnight_high,SYNTHETIC,15,REJECTION,299
NQ,overnight_low,REAL,1,CONTINUATION,126
NQ,overnight_low,REAL,1,INCONCLUSIVE,219
NQ,overnight_low,REAL,1,REJECTION,107
NQ,overnight_low,REAL,3,CONTINUATION,168
NQ,overnight_low,REAL,3,INCONCLUSIVE,143
NQ,overnight_low,REAL,3,REJECTION,141
NQ,overnight_low,REAL,5,CONTINUATION,177
NQ,overnight_low,REAL,5,INCONCLUSIVE,112
NQ,overnight_low,REAL,5,REJECTION,163
NQ,overnight_low,REAL,10,CONTINUATION,189
NQ,overnight_low,REAL,10,INCONCLUSIVE,99
NQ,overnight_low,REAL,10,REJECTION,164
NQ,overnight_low,REAL,15,CONTINUATION,183
NQ,overnight_low,REAL,15,INCONCLUSIVE,86
NQ,overnight_low,REAL,15,REJECTION,183
NQ,overnight_low,SYNTHETIC,1,CONTINUATION,230
NQ,overnight_low,SYNTHETIC,1,INCONCLUSIVE,364
NQ,overnight_low,SYNTHETIC,1,REJECTION,239
NQ,overnight_low,SYNTHETIC,3,CONTINUATION,286
NQ,overnight_low,SYNTHETIC,3,INCONCLUSIVE,269
NQ,overnight_low,SYNTHETIC,3,REJECTION,278
NQ,overnight_low,SYNTHETIC,5,CONTINUATION,315
NQ,overnight_low,SYNTHETIC,5,INCONCLUSIVE,215
NQ,overnight_low,SYNTHETIC,5,REJECTION,303
NQ,overnight_low,SYNTHETIC,10,CONTINUATION,335
NQ,overnight_low,SYNTHETIC,10,INCONCLUSIVE,168
NQ,overnight_low,SYNTHETIC,10,REJECTION,330
NQ,overnight_low,SYNTHETIC,15,CONTINUATION,329
NQ,overnight_low,SYNTHETIC,15,INCONCLUSIVE,153
NQ,overnight_low,SYNTHETIC,15,REJECTION,351
NQ,overnight_mid,REAL,1,CONTINUATION,161
NQ,overnight_mid,REAL,1,INCONCLUSIVE,375
NQ,overnight_mid,REAL,1,REJECTION,171
NQ,overnight_mid,REAL,3,CONTINUATION,238
NQ,overnight_mid,REAL,3,INCONCLUSIVE,267
NQ,overnight_mid,REAL,3,REJECTION,202
NQ,overnight_mid,REAL,5,CONTINUATION,262
NQ,overnight_mid,REAL,5,INCONCLUSIVE,224
NQ,overnight_mid,REAL,5,REJECTION,221
NQ,overnight_mid,REAL,10,CONTINUATION,264
NQ,overnight_mid,REAL,10,INCONCLUSIVE,187
NQ,overnight_mid,REAL,10,REJECTION,256
NQ,overnight_mid,REAL,15,CONTINUATION,274
NQ,overnight_mid,REAL,15,INCONCLUSIVE,141
NQ,overnight_mid,REAL,15,REJECTION,292
NQ,overnight_mid,SYNTHETIC,1,CONTINUATION,216
NQ,overnight_mid,SYNTHETIC,1,INCONCLUSIVE,454
NQ,overnight_mid,SYNTHETIC,1,REJECTION,214
NQ,overnight_mid,SYNTHETIC,3,CONTINUATION,290
NQ,overnight_mid,SYNTHETIC,3,INCONCLUSIVE,313
NQ,overnight_mid,SYNTHETIC,3,REJECTION,281
NQ,overnight_mid,SYNTHETIC,5,CONTINUATION,320
NQ,overnight_mid,SYNTHETIC,5,INCONCLUSIVE,252
NQ,overnight_mid,SYNTHETIC,5,REJECTION,312
NQ,overnight_mid,SYNTHETIC,10,CONTINUATION,335
NQ,overnight_mid,SYNTHETIC,10,INCONCLUSIVE,195
NQ,overnight_mid,SYNTHETIC,10,REJECTION,354
NQ,overnight_mid,SYNTHETIC,15,CONTINUATION,365
NQ,overnight_mid,SYNTHETIC,15,INCONCLUSIVE,178
NQ,overnight_mid,SYNTHETIC,15,REJECTION,341
NQ,overnight_open,REAL,1,CONTINUATION,118
NQ,overnight_open,REAL,1,INCONCLUSIVE,269
NQ,overnight_open,REAL,1,REJECTION,134
NQ,overnight_open,REAL,3,CONTINUATION,159
NQ,overnight_open,REAL,3,INCONCLUSIVE,197
NQ,overnight_open,REAL,3,REJECTION,165
NQ,overnight_open,REAL,5,CONTINUATION,177
NQ,overnight_open,REAL,5,INCONCLUSIVE,178
NQ,overnight_open,REAL,5,REJECTION,166
NQ,overnight_open,REAL,10,CONTINUATION,194
NQ,overnight_open,REAL,10,INCONCLUSIVE,124
NQ,overnight_open,REAL,10,REJECTION,203
NQ,overnight_open,REAL,15,CONTINUATION,206
NQ,overnight_open,REAL,15,INCONCLUSIVE,101
NQ,overnight_open,REAL,15,REJECTION,214
NQ,overnight_open,SYNTHETIC,1,CONTINUATION,191
NQ,overnight_open,SYNTHETIC,1,INCONCLUSIVE,472
NQ,overnight_open,SYNTHETIC,1,REJECTION,183
NQ,overnight_open,SYNTHETIC,3,CONTINUATION,283
NQ,overnight_open,SYNTHETIC,3,INCONCLUSIVE,312
NQ,overnight_open,SYNTHETIC,3,REJECTION,251
NQ,overnight_open,SYNTHETIC,5,CONTINUATION,317
NQ,overnight_open,SYNTHETIC,5,INCONCLUSIVE,234
NQ,overnight_open,SYNTHETIC,5,REJECTION,295
NQ,overnight_open,SYNTHETIC,10,CONTINUATION,317
NQ,overnight_open,SYNTHETIC,10,INCONCLUSIVE,209
NQ,overnight_open,SYNTHETIC,10,REJECTION,320
NQ,overnight_open,SYNTHETIC,15,CONTINUATION,351
NQ,overnight_open,SYNTHETIC,15,INCONCLUSIVE,174
NQ,overnight_open,SYNTHETIC,15,REJECTION,321
NQ,prior_close,REAL,1,CONTINUATION,106
NQ,prior_close,REAL,1,INCONCLUSIVE,212
NQ,prior_close,REAL,1,REJECTION,77
NQ,prior_close,REAL,3,CONTINUATION,132
NQ,prior_close,REAL,3,INCONCLUSIVE,152
NQ,prior_close,REAL,3,REJECTION,111
NQ,prior_close,REAL,5,CONTINUATION,145
NQ,prior_close,REAL,5,INCONCLUSIVE,124
NQ,prior_close,REAL,5,REJECTION,126
NQ,prior_close,REAL,10,CONTINUATION,164
NQ,prior_close,REAL,10,INCONCLUSIVE,88
NQ,prior_close,REAL,10,REJECTION,143
NQ,prior_close,REAL,15,CONTINUATION,170
NQ,prior_close,REAL,15,INCONCLUSIVE,76
NQ,prior_close,REAL,15,REJECTION,149
NQ,prior_close,SYNTHETIC,1,CONTINUATION,203
NQ,prior_close,SYNTHETIC,1,INCONCLUSIVE,433
NQ,prior_close,SYNTHETIC,1,REJECTION,182
NQ,prior_close,SYNTHETIC,3,CONTINUATION,260
NQ,prior_close,SYNTHETIC,3,INCONCLUSIVE,311
NQ,prior_close,SYNTHETIC,3,REJECTION,247
NQ,prior_close,SYNTHETIC,5,CONTINUATION,306
NQ,prior_close,SYNTHETIC,5,INCONCLUSIVE,225
NQ,prior_close,SYNTHETIC,5,REJECTION,287
NQ,prior_close,SYNTHETIC,10,CONTINUATION,322
NQ,prior_close,SYNTHETIC,10,INCONCLUSIVE,180
NQ,prior_close,SYNTHETIC,10,REJECTION,316
NQ,prior_close,SYNTHETIC,15,CONTINUATION,334
NQ,prior_close,SYNTHETIC,15,INCONCLUSIVE,154
NQ,prior_close,SYNTHETIC,15,REJECTION,330
NQ,prior_high,REAL,1,CONTINUATION,64
NQ,prior_high,REAL,1,INCONCLUSIVE,162
NQ,prior_high,REAL,1,REJECTION,43
NQ,prior_high,REAL,3,CONTINUATION,82
NQ,prior_high,REAL,3,INCONCLUSIVE,114
NQ,prior_high,REAL,3,REJECTION,73
NQ,prior_high,REAL,5,CONTINUATION,87
NQ,prior_high,REAL,5,INCONCLUSIVE,109
NQ,prior_high,REAL,5,REJECTION,73
NQ,prior_high,REAL,10,CONTINUATION,110
NQ,prior_high,REAL,10,INCONCLUSIVE,64
NQ,prior_high,REAL,10,REJECTION,95
NQ,prior_high,REAL,15,CONTINUATION,111
NQ,prior_high,REAL,15,INCONCLUSIVE,62
NQ,prior_high,REAL,15,REJECTION,96
NQ,prior_high,SYNTHETIC,1,CONTINUATION,189
NQ,prior_high,SYNTHETIC,1,INCONCLUSIVE,434
NQ,prior_high,SYNTHETIC,1,REJECTION,169
NQ,prior_high,SYNTHETIC,3,CONTINUATION,245
NQ,prior_high,SYNTHETIC,3,INCONCLUSIVE,307
NQ,prior_high,SYNTHETIC,3,REJECTION,240
NQ,prior_high,SYNTHETIC,5,CONTINUATION,287
NQ,prior_high,SYNTHETIC,5,INCONCLUSIVE,229
NQ,prior_high,SYNTHETIC,5,REJECTION,276
NQ,prior_high,SYNTHETIC,10,CONTINUATION,300
NQ,prior_high,SYNTHETIC,10,INCONCLUSIVE,187
NQ,prior_high,SYNTHETIC,10,REJECTION,305
NQ,prior_high,SYNTHETIC,15,CONTINUATION,313
NQ,prior_high,SYNTHETIC,15,INCONCLUSIVE,164
NQ,prior_high,SYNTHETIC,15,REJECTION,315
NQ,prior_low,REAL,1,CONTINUATION,77
NQ,prior_low,REAL,1,INCONCLUSIVE,101
NQ,prior_low,REAL,1,REJECTION,35
NQ,prior_low,REAL,3,CONTINUATION,92
NQ,prior_low,REAL,3,INCONCLUSIVE,63
NQ,prior_low,REAL,3,REJECTION,58
NQ,prior_low,REAL,5,CONTINUATION,100
NQ,prior_low,REAL,5,INCONCLUSIVE,49
NQ,prior_low,REAL,5,REJECTION,64
NQ,prior_low,REAL,10,CONTINUATION,92
NQ,prior_low,REAL,10,INCONCLUSIVE,37
NQ,prior_low,REAL,10,REJECTION,84
NQ,prior_low,REAL,15,CONTINUATION,85
NQ,prior_low,REAL,15,INCONCLUSIVE,40
NQ,prior_low,REAL,15,REJECTION,88
NQ,prior_low,SYNTHETIC,1,CONTINUATION,215
NQ,prior_low,SYNTHETIC,1,INCONCLUSIVE,349
NQ,prior_low,SYNTHETIC,1,REJECTION,236
NQ,prior_low,SYNTHETIC,3,CONTINUATION,261
NQ,prior_low,SYNTHETIC,3,INCONCLUSIVE,259
NQ,prior_low,SYNTHETIC,3,REJECTION,280
NQ,prior_low,SYNTHETIC,5,CONTINUATION,299
NQ,prior_low,SYNTHETIC,5,INCONCLUSIVE,207
NQ,prior_low,SYNTHETIC,5,REJECTION,294
NQ,prior_low,SYNTHETIC,10,CONTINUATION,317
NQ,prior_low,SYNTHETIC,10,INCONCLUSIVE,157
NQ,prior_low,SYNTHETIC,10,REJECTION,326
NQ,prior_low,SYNTHETIC,15,CONTINUATION,320
NQ,prior_low,SYNTHETIC,15,INCONCLUSIVE,141
NQ,prior_low,SYNTHETIC,15,REJECTION,339
NQ,prior_rth_mid,REAL,1,CONTINUATION,63
NQ,prior_rth_mid,REAL,1,INCONCLUSIVE,165
NQ,prior_rth_mid,REAL,1,REJECTION,84
NQ,prior_rth_mid,REAL,3,CONTINUATION,89
NQ,prior_rth_mid,REAL,3,INCONCLUSIVE,122
NQ,prior_rth_mid,REAL,3,REJECTION,101
NQ,prior_rth_mid,REAL,5,CONTINUATION,93
NQ,prior_rth_mid,REAL,5,INCONCLUSIVE,103
NQ,prior_rth_mid,REAL,5,REJECTION,116
NQ,prior_rth_mid,REAL,10,CONTINUATION,112
NQ,prior_rth_mid,REAL,10,INCONCLUSIVE,69
NQ,prior_rth_mid,REAL,10,REJECTION,131
NQ,prior_rth_mid,REAL,15,CONTINUATION,114
NQ,prior_rth_mid,REAL,15,INCONCLUSIVE,56
NQ,prior_rth_mid,REAL,15,REJECTION,142
NQ,prior_rth_mid,SYNTHETIC,1,CONTINUATION,186
NQ,prior_rth_mid,SYNTHETIC,1,INCONCLUSIVE,435
NQ,prior_rth_mid,SYNTHETIC,1,REJECTION,184
NQ,prior_rth_mid,SYNTHETIC,3,CONTINUATION,263
NQ,prior_rth_mid,SYNTHETIC,3,INCONCLUSIVE,297
NQ,prior_rth_mid,SYNTHETIC,3,REJECTION,245
NQ,prior_rth_mid,SYNTHETIC,5,CONTINUATION,287
NQ,prior_rth_mid,SYNTHETIC,5,INCONCLUSIVE,227
NQ,prior_rth_mid,SYNTHETIC,5,REJECTION,291
NQ,prior_rth_mid,SYNTHETIC,10,CONTINUATION,310
NQ,prior_rth_mid,SYNTHETIC,10,INCONCLUSIVE,181
NQ,prior_rth_mid,SYNTHETIC,10,REJECTION,314
NQ,prior_rth_mid,SYNTHETIC,15,CONTINUATION,327
NQ,prior_rth_mid,SYNTHETIC,15,INCONCLUSIVE,162
NQ,prior_rth_mid,SYNTHETIC,15,REJECTION,316
NQ,prior_rth_vwap,REAL,1,CONTINUATION,73
NQ,prior_rth_vwap,REAL,1,INCONCLUSIVE,170
NQ,prior_rth_vwap,REAL,1,REJECTION,71
NQ,prior_rth_vwap,REAL,3,CONTINUATION,89
NQ,prior_rth_vwap,REAL,3,INCONCLUSIVE,121
NQ,prior_rth_vwap,REAL,3,REJECTION,104
NQ,prior_rth_vwap,REAL,5,CONTINUATION,94
NQ,prior_rth_vwap,REAL,5,INCONCLUSIVE,108
NQ,prior_rth_vwap,REAL,5,REJECTION,112
NQ,prior_rth_vwap,REAL,10,CONTINUATION,105
NQ,prior_rth_vwap,REAL,10,INCONCLUSIVE,74
NQ,prior_rth_vwap,REAL,10,REJECTION,135
NQ,prior_rth_vwap,REAL,15,CONTINUATION,114
NQ,prior_rth_vwap,REAL,15,INCONCLUSIVE,66
NQ,prior_rth_vwap,REAL,15,REJECTION,134
NQ,prior_rth_vwap,SYNTHETIC,1,CONTINUATION,189
NQ,prior_rth_vwap,SYNTHETIC,1,INCONCLUSIVE,456
NQ,prior_rth_vwap,SYNTHETIC,1,REJECTION,171
NQ,prior_rth_vwap,SYNTHETIC,3,CONTINUATION,259
NQ,prior_rth_vwap,SYNTHETIC,3,INCONCLUSIVE,321
NQ,prior_rth_vwap,SYNTHETIC,3,REJECTION,236
NQ,prior_rth_vwap,SYNTHETIC,5,CONTINUATION,303
NQ,prior_rth_vwap,SYNTHETIC,5,INCONCLUSIVE,250
NQ,prior_rth_vwap,SYNTHETIC,5,REJECTION,263
NQ,prior_rth_vwap,SYNTHETIC,10,CONTINUATION,315
NQ,prior_rth_vwap,SYNTHETIC,10,INCONCLUSIVE,187
NQ,prior_rth_vwap,SYNTHETIC,10,REJECTION,314
NQ,prior_rth_vwap,SYNTHETIC,15,CONTINUATION,328
NQ,prior_rth_vwap,SYNTHETIC,15,INCONCLUSIVE,174
NQ,prior_rth_vwap,SYNTHETIC,15,REJECTION,314
NQ,q_D_p25,REAL,1,CONTINUATION,305
NQ,q_D_p25,REAL,1,INCONCLUSIVE,433
NQ,q_D_p25,REAL,1,REJECTION,395
NQ,q_D_p25,REAL,3,CONTINUATION,399
NQ,q_D_p25,REAL,3,INCONCLUSIVE,310
NQ,q_D_p25,REAL,3,REJECTION,424
