instrument,level_id,outcome_name,horizon,n_real,n_synth,status,p_raw,real_rate,synth_rate,p_bh
NQ,mad_D_2.0,post_touch_retouch,5,910,911,tested,0.3754454836013378,0.7582417582417582,0.7760702524698134,1.0
NQ,mad_D_2.0,post_touch_retouch,10,910,911,tested,0.8508945897905646,0.8307692307692308,0.8342480790340285,0.8738917408659853
NQ,mad_D_2.0,post_touch_retouch,15,910,911,tested,0.8929447565977475,0.8582417582417582,0.8605927552140505,0.9705049455990153
NQ,mad_U_1.0,post_touch_retouch,1,1083,1081,tested,0.8971493366883685,0.5373961218836565,0.5402405180388529,0.9998184870220016
NQ,mad_U_1.0,post_touch_retouch,3,1083,1081,tested,0.6169239628176125,0.6583564173591875,0.6688251618871416,1.0
NQ,mad_U_1.0,post_touch_retouch,5,1083,1081,tested,0.6660543842346142,0.7174515235457064,0.7261794634597595,1.0
NQ,mad_U_1.0,post_touch_retouch,10,1083,1081,tested,0.4431362758671039,0.7636195752539243,0.7779833487511564,0.8655576169728838
NQ,mad_U_1.0,post_touch_retouch,15,1083,1081,tested,0.389245280295357,0.7931671283471837,0.8085106382978723,0.9126136041753697
NQ,mad_U_1.5,post_touch_retouch,1,999,1002,tested,0.9281643646893013,0.5655655655655656,0.562874251497006,0.9998184870220016
NQ,mad_U_1.5,post_touch_retouch,3,999,1002,tested,0.6953333937248252,0.7087087087087087,0.7005988023952096,1.0
NQ,mad_U_1.5,post_touch_retouch,5,999,1002,tested,0.5316263444958409,0.7637637637637638,0.7514970059880239,1.0
NQ,mad_U_1.5,post_touch_retouch,10,999,1002,tested,0.7771086309534041,0.8098098098098098,0.8043912175648703,0.8655576169728838
NQ,mad_U_1.5,post_touch_retouch,15,999,1002,tested,0.7666584700443165,0.8318318318318318,0.8263473053892215,0.9397748987640009
NQ,mad_U_2.0,post_touch_retouch,1,931,929,tested,0.7778537657838456,0.5864661654135338,0.5791173304628633,0.9998184870220016
NQ,mad_U_2.0,post_touch_retouch,3,931,929,tested,1.0,0.7099892588614393,0.7104413347685683,1.0
NQ,mad_U_2.0,post_touch_retouch,5,931,929,tested,0.9136116970507834,0.7583243823845328,0.7610333692142088,1.0
NQ,mad_U_2.0,post_touch_retouch,10,931,929,tested,0.7668442348346626,0.8088077336197637,0.8148546824542519,0.8655576169728838
NQ,mad_U_2.0,post_touch_retouch,15,931,929,tested,0.7570342526283363,0.8281417830290011,0.8342303552206674,0.9397748987640009
NQ,mult_D_0.5,post_touch_retouch,1,1121,1077,tested,0.3248426080397372,0.5298840321141838,0.5515320334261838,0.9998184870220016
NQ,mult_D_0.5,post_touch_retouch,3,1121,1077,tested,0.8187248233737208,0.6815343443354148,0.6861652739090065,1.0
NQ,mult_D_0.5,post_touch_retouch,5,1121,1077,tested,0.846550979849237,0.7341659232827832,0.7381615598885793,1.0
NQ,mult_D_0.5,post_touch_retouch,10,1121,1077,tested,0.7930223519240085,0.7885816235504014,0.7938718662952646,0.8655576169728838
NQ,mult_D_0.5,post_touch_retouch,15,1121,1077,tested,0.6554343386029802,0.8189116859946476,0.8263695450324977,0.9309256745167355
NQ,mult_D_1.0,post_touch_retouch,1,1037,982,tested,0.8574973418467187,0.5612343297974928,0.5661914460285132,0.9998184870220016
