instrument,A,checkpoint_H,status,n,horizon_min,mean_fret_ticks,ci_lo_ticks,ci_hi_ticks,p_above_zero
ES,1.5,5,RECLAIMED_50,106,30,-6.254716981132075,-14.251650943396225,2.8016509433962224,0.4056603773584906
ES,1.5,5,RECLAIMED_FULL,259,5,0.13127413127413126,-3.4166988416988415,3.9162162162162155,0.4864864864864865
ES,1.5,5,RECLAIMED_FULL,259,15,-4.015444015444015,-9.92992277992278,1.477895752895752,0.4749034749034749
ES,1.5,5,RECLAIMED_FULL,259,30,-0.6563706563706564,-8.280212355212356,6.281756756756751,0.528957528957529
ES,2.0,5,HELD,377,5,-0.9628647214854111,-3.1260610079575595,1.2297745358090182,0.47480106100795755
ES,2.0,5,HELD,377,15,-1.0026525198938991,-4.435278514588859,2.1091511936339447,0.44297082228116713
ES,2.0,5,HELD,377,30,-2.769230769230769,-7.505106100795756,2.6118037135278476,0.4350132625994695
ES,2.0,5,RECLAIMED_50,71,5,-3.4507042253521125,-8.084507042253522,1.2362676056337993,0.4647887323943662
ES,2.0,5,RECLAIMED_50,71,15,2.9577464788732395,-6.786971830985915,11.397887323943658,0.5070422535211268
ES,2.0,5,RECLAIMED_50,71,30,-5.76056338028169,-19.617957746478872,6.1556338028168875,0.4084507042253521
ES,2.0,5,RECLAIMED_FULL,142,5,0.04929577464788732,-6.049295774647887,6.224999999999993,0.528169014084507
ES,2.0,5,RECLAIMED_FULL,142,15,-7.76056338028169,-16.66056338028169,1.1288732394366179,0.43661971830985913
ES,2.0,5,RECLAIMED_FULL,142,30,-4.098591549295775,-16.554401408450705,8.466373239436614,0.5140845070422535
ES,0.5,10,HELD,307,5,1.7320261437908497,-0.30563725490196075,3.502859477124182,0.5163398692810458
ES,0.5,10,HELD,307,15,1.9509803921568627,-1.3180555555555555,4.910375816993464,0.4803921568627451
ES,0.5,10,HELD,307,30,0.6622950819672131,-3.5358196721311477,4.864344262295082,0.4918032786885246
ES,0.5,10,RECLAIMED_50,30,5,-14.9,-23.58416666666667,-8.3,0.16666666666666666
ES,0.5,10,RECLAIMED_50,30,15,-13.066666666666666,-20.75583333333333,-6.2966666666666695,0.3333333333333333
ES,0.5,10,RECLAIMED_50,30,30,-19.966666666666665,-27.9625,-11.980833333333337,0.13333333333333333
ES,0.5,10,RECLAIMED_FULL,478,5,0.18410041841004185,-1.4753138075313807,1.9690899581589945,0.4811715481171548
ES,0.5,10,RECLAIMED_FULL,478,15,0.32217573221757323,-2.3052824267782426,3.404759414225938,0.4811715481171548
ES,0.5,10,RECLAIMED_FULL,478,30,0.6171548117154811,-3.5131276150627615,4.667677824267782,0.5104602510460251
ES,1.0,10,HELD,442,5,0.6258503401360545,-1.2705215419501132,2.1569160997732424,0.46938775510204084
ES,1.0,10,HELD,442,15,-0.2675736961451247,-3.1218820861678003,2.3651927437641724,0.4376417233560091
ES,1.0,10,HELD,442,30,0.23863636363636365,-3.8803977272727272,3.9439204545454505,0.475
ES,1.0,10,RECLAIMED_50,114,5,-10.359649122807017,-13.448245614035088,-7.718859649122807,0.21052631578947367
ES,1.0,10,RECLAIMED_50,114,15,-10.368421052631579,-15.32938596491228,-6.252192982456142,0.3333333333333333
ES,1.0,10,RECLAIMED_50,114,30,-14.37719298245614,-21.52171052631579,-8.05592105263158,0.32456140350877194
ES,1.0,10,RECLAIMED_FULL,528,5,0.20643939393939395,-1.6762310606060606,2.0426136363636354,0.48295454545454547
ES,1.0,10,RECLAIMED_FULL,528,15,1.2784090909090908,-2.0742897727272727,4.0919507575757565,0.5018939393939394
ES,1.0,10,RECLAIMED_FULL,528,30,-0.7632575757575758,-5.1097537878787875,3.9926609848484786,0.48863636363636365
ES,1.5,10,HELD,431,5,1.1670533642691416,-0.7765081206496519,3.038805104408352,0.4965197215777262
ES,1.5,10,HELD,431,15,0.1531322505800464,-2.8925174013921113,3.5616589327146158,0.46403712296983757
ES,1.5,10,HELD,431,30,1.3395348837209302,-2.1008720930232556,5.599767441860464,0.4604651162790698
ES,1.5,10,RECLAIMED_50,115,5,-12.756521739130434,-16.041086956521738,-9.321086956521743,0.24347826086956523
ES,1.5,10,RECLAIMED_50,115,15,-11.695652173913043,-18.062173913043477,-5.7978260869565235,0.33043478260869563
ES,1.5,10,RECLAIMED_50,115,30,-17.16521739130435,-26.137826086956522,-8.882608695652179,0.3391304347826087
ES,1.5,10,RECLAIMED_FULL,323,5,0.1238390092879257,-2.733049535603715,2.8633900928792557,0.47678018575851394
ES,1.5,10,RECLAIMED_FULL,323,15,-2.538699690402477,-7.451857585139319,2.308900928792569,0.47368421052631576
ES,1.5,10,RECLAIMED_FULL,323,30,-1.0340557275541795,-8.595510835913313,5.613544891640862,0.5077399380804953
ES,2.0,10,HELD,324,5,-1.0401234567901234,-3.4234567901234567,1.567978395061724,0.4845679012345679
ES,2.0,10,HELD,324,15,-1.3148148148148149,-4.826388888888888,2.8844907407407407,0.4228395061728395
ES,2.0,10,HELD,324,30,0.25,-5.252237654320988,5.178935185185184,0.46296296296296297
ES,2.0,10,RECLAIMED_50,84,5,-12.273809523809524,-16.399107142857144,-7.725595238095239,0.23809523809523808
ES,2.0,10,RECLAIMED_50,84,15,-9.345238095238095,-16.65892857142857,-2.412500000000004,0.34523809523809523
ES,2.0,10,RECLAIMED_50,84,30,-14.380952380952381,-23.33511904761905,-5.411011904761915,0.32142857142857145
ES,2.0,10,RECLAIMED_FULL,182,5,0.6813186813186813,-4.047802197802198,7.028296703296703,0.532967032967033
ES,2.0,10,RECLAIMED_FULL,182,15,-5.604395604395604,-12.85563186813187,2.4499999999999953,0.44505494505494503
ES,2.0,10,RECLAIMED_FULL,182,30,-5.642857142857143,-16.392719780219778,4.041895604395604,0.4835164835164835
ES,0.5,15,HELD,274,5,-0.2564102564102564,-2.2766483516483516,1.9304945054945037,0.4432234432234432
ES,0.5,15,HELD,274,15,-1.63003663003663,-4.835531135531135,1.29661172161172,0.43223443223443225
ES,0.5,15,HELD,274,30,-1.911764705882353,-6.745404411764706,2.706985294117646,0.4411764705882353
ES,0.5,15,RECLAIMED_FULL,514,5,0.06420233463035019,-1.746546692607004,1.5394941634241222,0.4805447470817121
ES,0.5,15,RECLAIMED_FULL,514,15,0.007782101167315175,-2.6319552529182877,2.4604571984435775,0.4766536964980545
ES,0.5,15,RECLAIMED_FULL,514,30,-0.12062256809338522,-3.759046692607004,3.2967412451361864,0.5019455252918288
ES,1.0,15,HELD,392,5,-1.0792838874680306,-2.8638746803069055,0.683503836317135,0.4424552429667519
ES,1.0,15,HELD,392,15,-0.5959079283887468,-3.409462915601023,2.2749360613810707,0.4424552429667519
ES,1.0,15,HELD,392,30,-0.18974358974358974,-4.157243589743589,4.387179487179482,0.4641025641025641
ES,1.0,15,RECLAIMED_50,111,5,-8.855855855855856,-11.91936936936937,-5.825225225225228,0.2072072072072072
ES,1.0,15,RECLAIMED_50,111,15,-12.27927927927928,-16.7027027027027,-8.198198198198199,0.2702702702702703
ES,1.0,15,RECLAIMED_50,111,30,-17.576576576576578,-24.347972972972972,-11.481981981981985,0.3063063063063063
ES,1.0,15,RECLAIMED_FULL,581,5,0.14457831325301204,-1.8166092943201375,2.1061531841652323,0.4802065404475043
ES,1.0,15,RECLAIMED_FULL,581,15,0.8313253012048193,-2.2127796901893286,3.352194492254733,0.4974182444061962
ES,1.0,15,RECLAIMED_FULL,581,30,-1.2530120481927711,-5.241609294320138,2.98446643717728,0.4836488812392427
ES,1.5,15,HELD,383,5,-0.360313315926893,-2.4129242819843344,1.4844647519582232,0.46736292428198434
ES,1.5,15,HELD,383,15,-0.24281984334203655,-3.6150783289817228,3.4607049608355056,0.46736292428198434
ES,1.5,15,HELD,383,30,0.6266318537859008,-4.359138381201044,5.421866840731063,0.4960835509138381
ES,1.5,15,RECLAIMED_50,123,5,-13.723577235772357,-17.024390243902438,-10.589227642276423,0.21138211382113822
ES,1.5,15,RECLAIMED_50,123,15,-13.308943089430894,-17.776626016260163,-8.814024390243905,0.2845528455284553
ES,1.5,15,RECLAIMED_50,123,30,-17.80327868852459,-24.708196721311474,-11.062500000000005,0.3360655737704918
ES,1.5,15,RECLAIMED_FULL,363,5,0.512396694214876,-2.3958677685950414,3.1218319559228584,0.4903581267217631
ES,1.5,15,RECLAIMED_FULL,363,15,-2.669421487603306,-7.528374655647383,1.576170798898071,0.4765840220385675
ES,1.5,15,RECLAIMED_FULL,363,30,-1.4517906336088153,-7.722382920110192,4.638980716253441,0.509641873278237
ES,2.0,15,HELD,288,5,-0.4236111111111111,-3.078385416666667,1.78125,0.4548611111111111
ES,2.0,15,HELD,288,15,-0.5451388888888888,-4.237326388888889,3.6217013888888885,0.4375
ES,2.0,15,HELD,288,30,-0.6458333333333334,-7.178819444444444,5.51953125,0.46875
ES,2.0,15,RECLAIMED_50,96,5,-9.96875,-13.988802083333333,-5.201302083333335,0.28125
ES,2.0,15,RECLAIMED_50,96,15,-8.28125,-15.060677083333333,-0.4135416666666695,0.3645833333333333
ES,2.0,15,RECLAIMED_50,96,30,-10.291666666666666,-19.863020833333334,-0.68020833333334,0.3854166666666667
ES,2.0,15,RECLAIMED_FULL,206,5,1.2378640776699028,-3.828398058252427,5.203883495145631,0.5485436893203883
ES,2.0,15,RECLAIMED_FULL,206,15,-5.927184466019417,-12.633373786407766,0.9412621359223261,0.45145631067961167
ES,2.0,15,RECLAIMED_FULL,206,30,-6.111650485436893,-15.5376213592233,2.939563106796114,0.49029126213592233
NQ,0.5,5,HELD,375,5,-5.355614973262032,-12.709090909090909,4.480481283422455,0.42513368983957217
NQ,0.5,5,HELD,375,15,-2.518716577540107,-14.578008021390374,10.4033422459893,0.45187165775401067
NQ,0.5,5,HELD,375,30,-16.794117647058822,-35.52633689839572,0.15708556149731953,0.45989304812834225
NQ,0.5,5,RECLAIMED_50,50,5,-57.16,-86.2525,-31.216500000000014,0.22
NQ,0.5,5,RECLAIMED_50,50,15,-67.24,-116.89349999999999,-19.735000000000007,0.34
NQ,0.5,5,RECLAIMED_50,50,30,-69.64,-119.874,-23.784000000000034,0.32
NQ,0.5,5,RECLAIMED_FULL,412,5,-1.5266990291262137,-12.677305825242717,9.416990291262126,0.5145631067961165
NQ,0.5,5,RECLAIMED_FULL,412,15,-3.0800970873786406,-19.83258495145631,11.807949029126211,0.5121359223300971
NQ,0.5,5,RECLAIMED_FULL,412,30,-3.849514563106796,-25.881310679611648,17.30418689320388,0.48058252427184467
NQ,1.0,5,HELD,545,5,-2.5863970588235294,-9.755101102941177,5.086443014705875,0.45036764705882354
NQ,1.0,5,HELD,545,15,1.2830882352941178,-8.6875,12.764981617647056,0.4724264705882353
NQ,1.0,5,HELD,545,30,-9.029411764705882,-23.68878676470588,7.042141544117643,0.4632352941176471
NQ,1.0,5,RECLAIMED_50,116,5,-48.35344827586207,-66.29956896551724,-29.002586206896574,0.25
NQ,1.0,5,RECLAIMED_50,116,15,-51.26724137931034,-81.27564655172414,-18.740732758620766,0.3620689655172414
NQ,1.0,5,RECLAIMED_50,116,30,-43.974137931034484,-77.76573275862069,-9.002801724137964,0.39655172413793105
NQ,1.0,5,RECLAIMED_FULL,432,5,0.35185185185185186,-11.3703125,10.825115740740738,0.5092592592592593
NQ,1.0,5,RECLAIMED_FULL,432,15,3.303240740740741,-12.548842592592592,17.873148148148147,0.5138888888888888
NQ,1.0,5,RECLAIMED_FULL,432,30,4.733796296296297,-17.62332175925926,24.542939814814794,0.5115740740740741
NQ,1.5,5,HELD,536,5,-2.8467289719626168,-9.28588785046729,4.563317757009344,0.4616822429906542
NQ,1.5,5,HELD,536,15,-0.7663551401869159,-11.602196261682243,12.022616822429907,0.4654205607476635
NQ,1.5,5,HELD,536,30,-16.263551401869158,-31.95051401869159,2.066635514018677,0.44299065420560746
NQ,1.5,5,RECLAIMED_50,86,5,-52.395348837209305,-76.05406976744186,-27.98866279069769,0.3023255813953488
NQ,1.5,5,RECLAIMED_50,86,15,-51.2093023255814,-90.9421511627907,-17.357558139534888,0.3372093023255814
NQ,1.5,5,RECLAIMED_50,86,30,-51.68604651162791,-103.12906976744186,-12.428197674418612,0.36046511627906974
NQ,1.5,5,RECLAIMED_FULL,239,5,-2.100840336134454,-20.001050420168067,16.325945378151236,0.5252100840336135
NQ,1.5,5,RECLAIMED_FULL,239,15,-0.7983193277310925,-21.98665966386555,22.310714285714276,0.5168067226890757
NQ,1.5,5,RECLAIMED_FULL,239,30,-5.393305439330544,-38.24843096234309,27.381903765690357,0.45188284518828453
NQ,2.0,5,HELD,382,5,-1.4724409448818898,-11.454199475065618,8.841469816272964,0.49606299212598426
NQ,2.0,5,HELD,382,15,-2.5538057742782154,-18.752755905511812,13.246653543307078,0.4540682414698163
NQ,2.0,5,HELD,382,30,-14.207894736842105,-34.79934210526316,8.53473684210526,0.4631578947368421
NQ,2.0,5,RECLAIMED_50,56,5,-44.267857142857146,-77.65223214285713,-13.630357142857154,0.39285714285714285
NQ,2.0,5,RECLAIMED_50,56,15,-32.375,-88.83125,10.713839285714279,0.4107142857142857
NQ,2.0,5,RECLAIMED_50,56,30,-11.160714285714286,-73.5486607142857,50.868303571428555,0.4642857142857143
NQ,2.0,5,RECLAIMED_FULL,122,5,-5.669421487603306,-29.381404958677688,17.541942148760324,0.48760330578512395
NQ,2.0,5,RECLAIMED_FULL,122,15,-45.56198347107438,-84.01714876033058,-9.070041322314049,0.45454545454545453
NQ,2.0,5,RECLAIMED_FULL,122,30,-25.5327868852459,-71.10922131147541,21.00471311475406,0.4262295081967213
NQ,0.5,10,HELD,307,5,4.258169934640523,-3.447549019607843,14.215686274509803,0.5228758169934641
NQ,0.5,10,HELD,307,15,-2.0555555555555554,-18.27328431372549,13.04820261437907,0.4477124183006536
NQ,0.5,10,HELD,307,30,-13.455737704918032,-34.96860655737705,7.112540983606528,0.47540983606557374
NQ,0.5,10,RECLAIMED_50,40,5,-74.675,-108.453125,-44.5,0.125
NQ,0.5,10,RECLAIMED_50,40,15,-86.825,-149.93,-35.87625000000009,0.275
NQ,0.5,10,RECLAIMED_50,40,30,-98.475,-161.585,-45.60062500000001,0.275
NQ,0.5,10,RECLAIMED_FULL,490,5,-3.5081632653061225,-12.226224489795918,5.672602040816313,0.5040816326530613
NQ,0.5,10,RECLAIMED_FULL,490,15,-6.5081632653061225,-20.7675,6.3810204081632635,0.48775510204081635
NQ,0.5,10,RECLAIMED_FULL,490,30,-5.593877551020408,-22.06295918367347,12.884591836734684,0.4714285714285714
NQ,1.0,10,HELD,465,5,9.41594827586207,2.0522090517241383,16.58259698275862,0.5172413793103449
NQ,1.0,10,HELD,465,15,6.230603448275862,-5.1581357758620685,18.087230603448273,0.4892241379310345
NQ,1.0,10,HELD,465,30,-1.6889848812095032,-17.752861771058317,14.268520518358525,0.48596112311015116
NQ,1.0,10,RECLAIMED_50,103,5,-66.02912621359224,-84.61601941747573,-50.216019417475735,0.1262135922330097
NQ,1.0,10,RECLAIMED_50,103,15,-77.35922330097087,-109.89927184466019,-46.892475728155354,0.2912621359223301
NQ,1.0,10,RECLAIMED_50,103,30,-74.83495145631068,-117.16796116504854,-31.1441747572816,0.3592233009708738
NQ,1.0,10,RECLAIMED_FULL,525,5,-3.8838095238095236,-12.79895238095238,6.76395238095238,0.4876190476190476
NQ,1.0,10,RECLAIMED_FULL,525,15,-3.12,-17.69361904761905,12.496999999999996,0.4895238095238095
NQ,1.0,10,RECLAIMED_FULL,525,30,-1.2,-22.670285714285715,18.1737619047619,0.49714285714285716
NQ,1.5,10,HELD,456,5,8.538461538461538,0.9602197802197805,15.914945054945052,0.5406593406593406
NQ,1.5,10,HELD,456,15,1.9582417582417582,-11.290219780219779,15.357417582417579,0.4835164835164835
NQ,1.5,10,HELD,456,30,-6.061674008810573,-23.446090308370046,11.773843612334723,0.44933920704845814
NQ,1.5,10,RECLAIMED_50,101,5,-62.881188118811885,-83.56856435643564,-44.37376237623763,0.2376237623762376
NQ,1.5,10,RECLAIMED_50,101,15,-80.02970297029702,-114.96559405940594,-54.08465346534654,0.26732673267326734
NQ,1.5,10,RECLAIMED_50,101,30,-103.03960396039604,-136.11608910891087,-67.21584158415844,0.26732673267326734
NQ,1.5,10,RECLAIMED_FULL,304,5,-2.4455445544554455,-17.621287128712872,12.475495049504934,0.5148514851485149
NQ,1.5,10,RECLAIMED_FULL,304,15,-5.234323432343234,-26.063283828382836,16.3033828382838,0.49834983498349833
NQ,1.5,10,RECLAIMED_FULL,304,30,-7.503289473684211,-41.465131578947364,20.859210526315767,0.4605263157894737
NQ,2.0,10,HELD,336,5,10.441791044776119,0.6697014925373135,19.240373134328358,0.5582089552238806
NQ,2.0,10,HELD,336,15,-4.161676646706587,-22.584281437125746,11.997380239520954,0.46407185628742514
NQ,2.0,10,HELD,336,30,-2.7245508982035926,-26.085853293413173,20.054491017964068,0.47604790419161674
NQ,2.0,10,RECLAIMED_50,68,5,-60.89705882352941,-91.12389705882353,-29.543382352941215,0.3382352941176471
NQ,2.0,10,RECLAIMED_50,68,15,-65.61764705882354,-107.95992647058823,-27.966911764705912,0.36764705882352944
NQ,2.0,10,RECLAIMED_50,68,30,-69.25,-119.09522058823529,-16.843382352941184,0.38235294117647056
NQ,2.0,10,RECLAIMED_FULL,156,5,-6.470967741935484,-26.55016129032258,14.673064516129028,0.4774193548387097
NQ,2.0,10,RECLAIMED_FULL,156,15,-49.2,-81.04967741935484,-20.454354838709683,0.432258064516129
NQ,2.0,10,RECLAIMED_FULL,156,30,-31.942307692307693,-74.72435897435898,8.593589743589723,0.4230769230769231
NQ,0.5,15,HELD,282,5,2.886120996441281,-4.72508896797153,13.155427046263345,0.5195729537366548
NQ,0.5,15,HELD,282,15,-5.950177935943061,-20.312010676156582,10.366637010676152,0.4555160142348754
NQ,0.5,15,HELD,282,30,-17.789285714285715,-39.197857142857146,3.5337499999999924,0.4607142857142857
NQ,0.5,15,RECLAIMED_FULL,527,5,-3.6394686907020875,-12.971631878557876,5.583776091081593,0.5028462998102466
NQ,0.5,15,RECLAIMED_FULL,527,15,-8.884250474383302,-21.330645161290324,4.321204933586319,0.476280834914611
NQ,0.5,15,RECLAIMED_FULL,527,30,-7.277039848197344,-25.999146110056927,10.462571157495239,0.47248576850094876
NQ,1.0,15,HELD,412,5,1.489051094890511,-6.996228710462287,9.078223844282238,0.5012165450121655
NQ,1.0,15,HELD,412,15,-5.854014598540146,-17.331812652068127,9.220559610705584,0.46715328467153283
NQ,1.0,15,HELD,412,30,-10.185365853658537,-24.405,7.694512195121934,0.4658536585365854
NQ,1.0,15,RECLAIMED_50,100,5,-58.53,-75.80874999999999,-39.32375,0.23
NQ,1.0,15,RECLAIMED_50,100,15,-79.78,-110.429,-46.22500000000005,0.27
NQ,1.0,15,RECLAIMED_50,100,30,-84.14,-121.39875,-46.94275000000002,0.33
NQ,1.0,15,RECLAIMED_FULL,581,5,-3.5559380378657486,-14.354819277108433,5.676419965576572,0.49225473321858865
NQ,1.0,15,RECLAIMED_FULL,581,15,-5.669535283993115,-19.30753012048193,8.635499139414787,0.4802065404475043
NQ,1.0,15,RECLAIMED_FULL,581,30,-2.3734939759036147,-21.233648881239244,16.651979345955233,0.49225473321858865
NQ,1.5,15,HELD,415,5,1.0917874396135265,-7.422584541062801,11.135809178743951,0.4927536231884058
NQ,1.5,15,HELD,415,15,-5.045893719806763,-18.51479468599034,9.626570048309164,0.45893719806763283
NQ,1.5,15,HELD,415,30,-8.811138014527845,-27.900242130750605,8.728753026634372,0.46973365617433416
NQ,1.5,15,RECLAIMED_50,111,5,-58.027027027027025,-77.74481981981982,-38.92454954954956,0.26126126126126126
NQ,1.5,15,RECLAIMED_50,111,15,-85.57657657657657,-114.18265765765766,-57.299774774774775,0.2072072072072072
NQ,1.5,15,RECLAIMED_50,111,30,-100.66666666666667,-135.93265765765767,-69.28153153153156,0.24324324324324326
NQ,1.5,15,RECLAIMED_FULL,335,5,-2.1646706586826348,-15.4375748502994,12.197679640718556,0.5149700598802395
NQ,1.5,15,RECLAIMED_FULL,335,15,-7.973053892215569,-27.917140718562873,9.030089820359281,0.49101796407185627
NQ,1.5,15,RECLAIMED_FULL,335,30,-14.370149253731343,-42.85410447761194,11.655149253731338,0.4537313432835821
NQ,2.0,15,HELD,311,5,-1.4516129032258065,-12.258790322580646,8.75032258064515,0.5032258064516129
NQ,2.0,15,HELD,311,15,-9.990291262135923,-27.206796116504854,4.359061488673134,0.44660194174757284
NQ,2.0,15,HELD,311,30,-9.70873786407767,-33.804368932038834,10.909789644012918,0.44983818770226536
NQ,2.0,15,RECLAIMED_50,73,5,-63.16438356164384,-88.02773972602739,-37.08390410958905,0.3424657534246575
NQ,2.0,15,RECLAIMED_50,73,15,-65.83561643835617,-105.80376712328767,-31.219863013698642,0.3835616438356164
NQ,2.0,15,RECLAIMED_50,73,30,-67.45205479452055,-123.26917808219179,-22.30821917808221,0.3561643835616438
NQ,2.0,15,RECLAIMED_FULL,176,5,-7.577142857142857,-24.855,9.034714285714273,0.4742857142857143
NQ,2.0,15,RECLAIMED_FULL,176,15,-46.86857142857143,-76.35528571428571,-20.236142857142863,0.4228571428571429
NQ,2.0,15,RECLAIMED_FULL,176,30,-34.19886363636363,-71.41619318181819,4.204403409090907,0.42045454545454547
