instrument,session,touch_time_bucket,approach_side,horizon_bars,barrier_atr,eligible_armed_excursions,touch_events,touch_rate,same_bar_rejection_count,same_bar_breakthrough_count,same_bar_neutral_count,same_bar_rejection_rate,same_bar_breakthrough_rate,same_bar_rej_minus_brk,same_bar_binom_p,median_signed_close_atr,median_rejection_exc_atr,median_breakthrough_exc_atr,median_dominance,p_rejection_exc_gt_breakthrough_exc,p_breakthrough_exc_gt_rejection_exc,post_touch_retouch_rate,barrier_rejection_first_n,barrier_breakthrough_first_n,barrier_tie_n,barrier_neither_n,barrier_rejection_first_rate,barrier_breakthrough_first_rate,barrier_tie_rate,barrier_neither_rate,barrier_rej_minus_brk_first_rate,barrier_nontied_n,barrier_binom_p,sample_status,bh_family,q_value_primary,n_years_with_ge10_events,max_year_sign_agreement,effect_pp,min_sample_met,classification
ES,ASIA,SESSION_30_TO_60,FROM_ABOVE,2,1.0,194,228,1.175257731958763,112,116,0,0.49122807017543857,0.5087719298245614,-0.017543859649122806,0.8425681064325894,-0.030852339329673836,0.4315150564281108,0.37971814883767363,0.1489275915014332,0.543859649122807,0.45614035087719296,0.9342105263157895,30,35,0,163,0.13157894736842105,0.15350877192982457,0.0,0.7149122807017544,-0.02192982456140352,65,0.6201447650813029,OK,ES|ASIA,0.9091326442875844,5,4,-2.192982456140352,True,MIXED_OR_NULL
ES,ASIA,SESSION_30_TO_60,FROM_ABOVE,3,1.0,194,228,1.175257731958763,112,116,0,0.49122807017543857,0.5087719298245614,-0.017543859649122806,0.8425681064325894,0.05947316592230141,0.5085050757645614,0.42151344411393643,0.11397676865309916,0.5350877192982456,0.4649122807017544,0.9342105263157895,44,50,1,133,0.19298245614035087,0.21929824561403508,0.0043859649122807015,0.5833333333333334,-0.02631578947368421,94,0.6062959376939658,OK,ES|ASIA,0.9091326442875844,5,3,-2.631578947368421,True,MIXED_OR_NULL
ES,ASIA,SESSION_30_TO_60,FROM_ABOVE,4,1.0,194,228,1.175257731958763,112,116,0,0.49122807017543857,0.5087719298245614,-0.017543859649122806,0.8425681064325894,0.07861481103616405,0.5870193277541648,0.49006967757662423,0.12614903292738827,0.5263157894736842,0.47368421052631576,0.9342105263157895,52,61,1,114,0.22807017543859648,0.2675438596491228,0.0043859649122807015,0.5,-0.03947368421052633,113,0.4518532686657418,OK,ES|ASIA,0.7393962578166685,5,4,-3.9473684210526327,True,MIXED_OR_NULL
ES,ASIA,SESSION_30_TO_60,FROM_ABOVE,6,1.0,194,228,1.175257731958763,112,116,0,0.49122807017543857,0.5087719298245614,-0.017543859649122806,0.8425681064325894,-0.039826632080699746,0.6916655209181788,0.6770359179563261,0.05611386812547488,0.5263157894736842,0.47368421052631576,0.9342105263157895,67,70,1,90,0.29385964912280704,0.30701754385964913,0.0043859649122807015,0.39473684210526316,-0.01315789473684209,137,0.8644049750099481,OK,ES|ASIA,1.0,5,3,-1.315789473684209,True,MIXED_OR_NULL
ES,ASIA,SESSION_30_TO_60,FROM_ABOVE,9,1.0,194,228,1.175257731958763,112,116,0,0.49122807017543857,0.5087719298245614,-0.017543859649122806,0.8425681064325894,0.062194107856730345,0.8344660172991201,0.8049897326206379,0.060319389578273847,0.5131578947368421,0.4868421052631579,0.9342105263157895,88,85,1,54,0.38596491228070173,0.37280701754385964,0.0043859649122807015,0.23684210526315788,0.01315789473684209,173,0.8791987439042924,OK,ES|ASIA,1.0,5,4,1.315789473684209,True,MIXED_OR_NULL
ES,ASIA,SESSION_30_TO_60,FROM_ABOVE,12,1.0,194,228,1.175257731958763,112,116,0,0.49122807017543857,0.5087719298245614,-0.017543859649122806,0.8425681064325894,0.1019766374853679,1.0404777664940723,0.913510029316509,0.028588425409948118,0.5131578947368421,0.4868421052631579,0.9342105263157895,99,92,1,36,0.4342105263157895,0.40350877192982454,0.0043859649122807015,0.15789473684210525,0.030701754385964952,191,0.6642959893958242,OK,ES|ASIA,0.9197944468557566,5,3,3.070175438596495,True,MIXED_OR_NULL
ES,ASIA,SESSION_30_TO_60,FROM_ABOVE,18,1.0,194,228,1.175257731958763,112,116,0,0.49122807017543857,0.5087719298245614,-0.017543859649122806,0.8425681064325894,0.3172973420367696,1.5046608079870705,1.3316517518420632,0.12285876673868186,0.5657894736842105,0.4342105263157895,0.9342105263157895,112,106,1,9,0.49122807017543857,0.4649122807017544,0.0043859649122807015,0.039473684210526314,0.02631578947368418,218,0.7349658822561246,OK,ES|ASIA,0.9402575664595653,5,4,2.631578947368418,True,MIXED_OR_NULL
ES,ASIA,SESSION_30_TO_60,FROM_ABOVE,24,1.0,194,228,1.175257731958763,112,116,0,0.49122807017543857,0.5087719298245614,-0.017543859649122806,0.8425681064325894,0.08873371625552376,1.6855438043012405,1.4858325415879823,0.1380539596484223,0.5526315789473685,0.4473684210526316,0.9342105263157895,115,109,1,3,0.5043859649122807,0.4780701754385965,0.0043859649122807015,0.013157894736842105,0.026315789473684237,224,0.7384057149811342,OK,ES|ASIA,0.9402575664595653,5,3,2.631578947368424,True,MIXED_OR_NULL
ES,ASIA,SESSION_60_TO_120,FROM_ABOVE,1,1.0,441,508,1.1519274376417235,229,279,0,0.4507874015748031,0.5492125984251969,-0.0984251968503937,0.029603430363525904,-0.03432190606891054,0.4069282215730965,0.4658996967086068,-0.028901874125767807,0.47834645669291337,0.5216535433070866,0.9133858267716536,80,109,5,314,0.15748031496062992,0.21456692913385828,0.00984251968503937,0.6181102362204725,-0.057086614173228356,189,0.04139561928397322,OK,ES|ASIA,0.4502623367266319,5,3,-5.708661417322835,True,MIXED_OR_NULL
ES,ASIA,SESSION_60_TO_120,FROM_ABOVE,2,1.0,441,508,1.1519274376417235,229,279,0,0.4507874015748031,0.5492125984251969,-0.0984251968503937,0.029603430363525904,0.03421544239726356,0.5730784733512095,0.6143782627615273,-0.018935821939961496,0.4921259842519685,0.5078740157480315,0.9133858267716536,138,160,6,204,0.27165354330708663,0.31496062992125984,0.011811023622047244,0.4015748031496063,-0.04330708661417321,298,0.22373381343897997,OK,ES|ASIA,0.4559034761547472,5,3,-4.3307086614173205,True,MIXED_OR_NULL
ES,ASIA,SESSION_60_TO_120,FROM_ABOVE,3,1.0,441,508,1.1519274376417235,229,279,0,0.4507874015748031,0.5492125984251969,-0.0984251968503937,0.029603430363525904,0.054168093065667736,0.7418884021223306,0.7733977032051244,-0.007686359628254083,0.49606299212598426,0.5039370078740157,0.9133858267716536,170,194,6,138,0.3346456692913386,0.38188976377952755,0.011811023622047244,0.27165354330708663,-0.04724409448818895,364,0.2279517380773736,OK,ES|ASIA,0.4559034761547472,5,4,-4.724409448818895,True,MIXED_OR_NULL
ES,ASIA,SESSION_60_TO_120,FROM_ABOVE,4,1.0,441,508,1.1519274376417235,229,279,0,0.4507874015748031,0.5492125984251969,-0.0984251968503937,0.029603430363525904,0.08163218173635582,0.8634862069660256,0.8976678213659808,-0.004403024549371124,0.49803149606299213,0.5019685039370079,0.9133858267716536,196,216,6,90,0.3858267716535433,0.4251968503937008,0.011811023622047244,0.17716535433070865,-0.03937007874015752,412,0.34925323464468255,OK,ES|ASIA,0.6286558223604286,5,4,-3.937007874015752,True,MIXED_OR_NULL
ES,ASIA,SESSION_60_TO_120,FROM_ABOVE,6,1.0,441,508,1.1519274376417235,229,279,0,0.4507874015748031,0.5492125984251969,-0.0984251968503937,0.029603430363525904,0.16147079867626452,1.1317685932285804,1.115373636337885,0.03086811663000671,0.5098425196850394,0.49015748031496065,0.9133858267716536,219,238,6,45,0.4311023622047244,0.468503937007874,0.011811023622047244,0.08858267716535433,-0.037401574803149595,457,0.39981072018453756,OK,ES|ASIA,0.6853898060306358,5,4,-3.7401574803149593,True,MIXED_OR_NULL
ES,ASIA,SESSION_60_TO_120,FROM_ABOVE,9,1.0,441,508,1.1519274376417235,229,279,0,0.4507874015748031,0.5492125984251969,-0.0984251968503937,0.029603430363525904,0.22597396610269882,1.3908601524088864,1.4639405596168413,-0.01241812817805077,0.4921259842519685,0.5078740157480315,0.9133858267716536,234,253,6,15,0.46062992125984253,0.49803149606299213,0.011811023622047244,0.02952755905511811,-0.037401574803149595,487,0.41472280752657087,OK,ES|ASIA,0.6944195846956536,5,3,-3.7401574803149593,True,MIXED_OR_NULL
ES,ASIA,SESSION_60_TO_120,FROM_ABOVE,12,1.0,441,508,1.1519274376417235,229,279,0,0.4507874015748031,0.5492125984251969,-0.0984251968503937,0.029603430363525904,0.31480749742650815,1.7313952090560685,1.7379714988749093,0.012176126164990173,0.5019685039370079,0.49803149606299213,0.9133858267716536,241,257,6,4,0.4744094488188976,0.5059055118110236,0.011811023622047244,0.007874015748031496,-0.031496062992125984,498,0.5015174368342252,OK,ES|ASIA,0.8024278989347604,5,5,-3.149606299212598,True,MIXED_OR_NULL
ES,ASIA,SESSION_60_TO_120,FROM_ABOVE,18,1.0,441,508,1.1519274376417235,229,279,0,0.4507874015748031,0.5492125984251969,-0.0984251968503937,0.029603430363525904,0.31100611477544593,2.1566275721873045,2.234075879756399,0.041855909017225905,0.5177165354330708,0.4822834645669291,0.9133858267716536,243,257,6,2,0.47834645669291337,0.5059055118110236,0.011811023622047244,0.003937007874015748,-0.027559055118110243,500,0.5610293552428459,OK,ES|ASIA,0.8594492250528704,5,4,-2.755905511811024,True,MIXED_OR_NULL
ES,ASIA,SESSION_60_TO_120,FROM_ABOVE,24,1.0,441,508,1.1519274376417235,229,279,0,0.4507874015748031,0.5492125984251969,-0.0984251968503937,0.029603430363525904,0.42584185120705553,2.555265101633907,2.457689581471599,0.05663107856272483,0.5196850393700787,0.48031496062992124,0.9133858267716536,243,257,6,2,0.47834645669291337,0.5059055118110236,0.011811023622047244,0.003937007874015748,-0.027559055118110243,500,0.5610293552428459,OK,ES|ASIA,0.8594492250528704,5,5,-2.755905511811024,True,MIXED_OR_NULL
ES,ASIA,SESSION_120_PLUS,FROM_ABOVE,1,1.0,3556,3580,1.0067491563554556,1866,1714,0,0.5212290502793296,0.4787709497206704,0.042458100558659215,0.011602718149303994,0.04544079170857783,0.4601850267323654,0.4065964113978656,0.07036661882981814,0.5207920792079208,0.4792079207920792,0.8804469273743016,695,729,10,2101,0.1941340782122905,0.2036312849162011,0.002793296089385475,0.5868715083798882,-0.009497206703910605,1424,0.3818535531844084,OK,ES|ASIA,0.6705720933970098,5,5,-0.9497206703910605,True,MIXED_OR_NULL
ES,ASIA,SESSION_120_PLUS,FROM_ABOVE,2,1.0,3556,3580,1.0067491563554556,1866,1714,0,0.5212290502793296,0.4787709497206704,0.042458100558659215,0.011602718149303994,0.05101386162677016,0.6320673246943248,0.5630473826670455,0.0671017610289095,0.5278575531303848,0.47214244686961515,0.8804469273743016,1059,1007,12,1404,0.2958100558659218,0.28128491620111734,0.0033519553072625698,0.39217877094972065,0.014525139664804454,2066,0.26184410989654733,OK,ES|ASIA,0.5095344841230111,5,5,1.4525139664804454,True,MIXED_OR_NULL
ES,ASIA,SESSION_120_PLUS,FROM_ABOVE,3,1.0,3556,3580,1.0067491563554556,1866,1714,0,0.5212290502793296,0.4787709497206704,0.042458100558659215,0.011602718149303994,0.07071449437495265,0.7918071359094221,0.6970532805273789,0.06305964110846006,0.5283347863993025,0.47166521360069746,0.8804469273743016,1270,1183,13,975,0.3547486033519553,0.3304469273743017,0.0036312849162011174,0.2723463687150838,0.024301675977653592,2453,0.082472197036591,OK,ES|ASIA,0.4502623367266319,5,5,2.430167597765359,True,MIXED_OR_NULL
ES,ASIA,SESSION_120_PLUS,FROM_ABOVE,4,1.0,3556,3580,1.0067491563554556,1866,1714,0,0.5212290502793296,0.4787709497206704,0.042458100558659215,0.011602718149303994,0.08632092231179028,0.8945894790343554,0.8051861837615838,0.06513143358279193,0.5262848751835536,0.4737151248164464,0.8804469273743016,1394,1302,15,694,0.3893854748603352,0.3636871508379888,0.004189944134078212,0.19385474860335195,0.025698324022346397,2696,0.07965235403626462,OK,ES|ASIA,0.4502623367266319,5,5,2.5698324022346397,True,MIXED_OR_NULL
ES,ASIA,SESSION_120_PLUS,FROM_ABOVE,6,1.0,3556,3580,1.0067491563554556,1866,1714,0,0.5212290502793296,0.4787709497206704,0.042458100558659215,0.011602718149303994,0.11718478788576422,1.0519889845227048,0.9971259099440093,0.039161621531295376,0.517781796262809,0.4822182037371911,0.8804469273743016,1504,1415,16,383,0.4201117318435754,0.3952513966480447,0.004469273743016759,0.10698324022346369,0.024860335195530714,2919,0.10334078372525796,OK,ES|ASIA,0.4502623367266319,5,5,2.4860335195530716,True,MIXED_OR_NULL
ES,ASIA,SESSION_120_PLUS,FROM_ABOVE,9,1.0,3556,3580,1.0067491563554556,1866,1714,0,0.5212290502793296,0.4787709497206704,0.042458100558659215,0.011602718149303994,0.04841070133492923,1.294876519291876,1.2392781584466452,0.018708278099161584,0.5096693699313787,0.4903306300686213,0.8804469273743016,1559,1460,18,169,0.43547486033519556,0.40782122905027934,0.005027932960893855,0.047206703910614524,0.027653631284916214,3019,0.07447318769742241,OK,ES|ASIA,0.4502623367266319,5,5,2.7653631284916216,True,MIXED_OR_NULL
ES,ASIA,SESSION_120_PLUS,FROM_ABOVE,12,1.0,3556,3580,1.0067491563554556,1866,1714,0,0.5212290502793296,0.4787709497206704,0.042458100558659215,0.011602718149303994,0.10483222022738156,1.444681350729177,1.3968590627672546,0.013931913493413654,0.5081752779594506,0.4918247220405494,0.8804469273743016,1530,1418,16,94,0.4273743016759777,0.39608938547486033,0.004469273743016759,0.026256983240223464,0.03128491620111734,2948,0.04089898758794564,OK,ES|ASIA,0.4502623367266319,5,5,3.128491620111734,True,MIXED_OR_NULL
ES,ASIA,SESSION_120_PLUS,FROM_ABOVE,18,1.0,3556,3580,1.0067491563554556,1866,1714,0,0.5212290502793296,0.4787709497206704,0.042458100558659215,0.011602718149303994,0.11667888412750033,1.7089812999340632,1.6695648315794085,0.0031141302707536856,0.5021551724137931,0.4978448275862069,0.8804469273743016,1429,1307,12,36,0.39916201117318434,0.36508379888268155,0.0033519553072625698,0.01005586592178771,0.034078212290502785,2736,0.02069065695762273,OK,ES|ASIA,0.38671875,5,4,3.4078212290502785,True,MIXED_OR_NULL
ES,ASIA,SESSION_120_PLUS,FROM_ABOVE,24,1.0,3556,3580,1.0067491563554556,1866,1714,0,0.5212290502793296,0.4787709497206704,0.042458100558659215,0.011602718149303994,0.23888519167761596,1.8594865259710618,1.847528095804244,0.015733621850813513,0.5080450522928399,0.4919549477071601,0.8804469273743016,1283,1182,6,15,0.3583798882681564,0.33016759776536314,0.0016759776536312849,0.004189944134078212,0.02821229050279328,2465,0.043972068049435084,OK,ES|ASIA,0.4502623367266319,5,5,2.821229050279328,True,MIXED_OR_NULL
ES,ASIA,SESSION_0_TO_30,FROM_BELOW,1,1.0,417,79,0.18944844124700239,39,40,0,0.4936708860759494,0.5063291139240507,-0.012658227848101266,1.0,0.031519763008777534,0.19999460815530187,0.1962903752166927,0.056122711052921624,0.5063291139240507,0.4936708860759494,0.9493670886075949,1,1,0,77,0.012658227848101266,0.012658227848101266,0.0,0.9746835443037974,0.0,2,1.0,UNDERPOWERED,ES|ASIA,1.0,5,5,0.0,False,UNDERPOWERED
ES,ASIA,SESSION_0_TO_30,FROM_BELOW,2,1.0,417,79,0.18944844124700239,39,40,0,0.4936708860759494,0.5063291139240507,-0.012658227848101266,1.0,-0.025525212989305147,0.2855651579322153,0.3199526629066982,0.11983461489944602,0.5316455696202531,0.46835443037974683,0.9493670886075949,3,3,0,73,0.0379746835443038,0.0379746835443038,0.0,0.9240506329113924,0.0,6,1.0,UNDERPOWERED,ES|ASIA,1.0,5,3,0.0,False,UNDERPOWERED
ES,ASIA,SESSION_0_TO_30,FROM_BELOW,3,1.0,417,79,0.18944844124700239,39,40,0,0.4936708860759494,0.5063291139240507,-0.012658227848101266,1.0,-0.07642900510251385,0.3515567320784276,0.44375657515979033,-0.0693820190128463,0.4810126582278481,0.5189873417721519,0.9493670886075949,8,7,0,64,0.10126582278481013,0.08860759493670886,0.0,0.810126582278481,0.012658227848101264,15,1.0,UNDERPOWERED,ES|ASIA,1.0,5,4,1.2658227848101264,False,UNDERPOWERED
ES,ASIA,SESSION_0_TO_30,FROM_BELOW,4,1.0,417,79,0.18944844124700239,39,40,0,0.4936708860759494,0.5063291139240507,-0.012658227848101266,1.0,-0.03705847365219522,0.3913521939001886,0.4657025862671665,-0.02388145096017979,0.46835443037974683,0.5316455696202531,0.9493670886075949,11,9,0,59,0.13924050632911392,0.11392405063291139,0.0,0.7468354430379747,0.025316455696202528,20,0.8238029479980469,OK,ES|ASIA,0.9885635375976562,5,3,2.531645569620253,True,MIXED_OR_NULL
ES,ASIA,SESSION_0_TO_30,FROM_BELOW,6,1.0,417,79,0.18944844124700239,39,40,0,0.4936708860759494,0.5063291139240507,-0.012658227848101266,1.0,-0.07176554912392588,0.4227508535799835,0.5496481263814513,-0.10463514301986643,0.45569620253164556,0.5443037974683544,0.9493670886075949,17,14,0,48,0.21518987341772153,0.17721518987341772,0.0,0.6075949367088608,0.037974683544303806,31,0.720100131817162,OK,ES|ASIA,0.9402575664595653,5,3,3.7974683544303804,True,MIXED_OR_NULL
ES,ASIA,SESSION_0_TO_30,FROM_BELOW,9,1.0,417,79,0.18944844124700239,39,40,0,0.4936708860759494,0.5063291139240507,-0.012658227848101266,1.0,0.07242494202468411,0.6154219390824656,0.7547731875472959,-0.045717437718121805,0.4936708860759494,0.5063291139240507,0.9493670886075949,19,23,0,37,0.24050632911392406,0.2911392405063291,0.0,0.46835443037974683,-0.050632911392405056,42,0.6439689563703723,OK,ES|ASIA,0.9091326442875844,5,3,-5.063291139240506,True,MIXED_OR_NULL
ES,ASIA,SESSION_0_TO_30,FROM_BELOW,12,1.0,417,79,0.18944844124700239,39,40,0,0.4936708860759494,0.5063291139240507,-0.012658227848101266,1.0,0.19664854450915614,0.6952411317947437,0.8163264796004045,-0.09220322234294147,0.4936708860759494,0.5063291139240507,0.9493670886075949,27,28,0,24,0.34177215189873417,0.35443037974683544,0.0,0.3037974683544304,-0.012658227848101278,55,1.0,OK,ES|ASIA,1.0,5,4,-1.2658227848101278,True,MIXED_OR_NULL
ES,ASIA,SESSION_0_TO_30,FROM_BELOW,18,1.0,417,79,0.18944844124700239,39,40,0,0.4936708860759494,0.5063291139240507,-0.012658227848101266,1.0,0.05937180953961532,0.9801414166950286,0.9235197011995754,-0.006268381166332183,0.4810126582278481,0.5189873417721519,0.9493670886075949,34,34,0,11,0.43037974683544306,0.43037974683544306,0.0,0.13924050632911392,0.0,68,1.0,OK,ES|ASIA,1.0,5,3,0.0,True,MIXED_OR_NULL
ES,ASIA,SESSION_0_TO_30,FROM_BELOW,24,1.0,417,79,0.18944844124700239,39,40,0,0.4936708860759494,0.5063291139240507,-0.012658227848101266,1.0,-0.03663573993417817,1.1766459765490842,1.0141605776069655,0.07689082164429956,0.5443037974683544,0.45569620253164556,0.9493670886075949,36,38,0,5,0.45569620253164556,0.4810126582278481,0.0,0.06329113924050633,-0.025316455696202556,74,0.9075606176124984,OK,ES|ASIA,1.0,5,3,-2.5316455696202556,True,MIXED_OR_NULL
ES,ASIA,SESSION_30_TO_60,FROM_BELOW,1,1.0,162,193,1.191358024691358,99,94,0,0.5129533678756477,0.48704663212435234,0.025906735751295335,0.7734911416953507,0.049589457520624186,0.32661921344697475,0.24114739983887962,0.19662238208790467,0.5492227979274611,0.45077720207253885,0.9015544041450777,20,12,1,160,0.10362694300518134,0.06217616580310881,0.0051813471502590676,0.8290155440414507,0.04145077720207253,32,0.21532714972272515,OK,ES|ASIA,0.4559034761547472,5,3,4.1450777202072535,True,MIXED_OR_NULL
ES,ASIA,SESSION_30_TO_60,FROM_BELOW,2,1.0,162,193,1.191358024691358,99,94,0,0.5129533678756477,0.48704663212435234,0.025906735751295335,0.7734911416953507,0.058109940673126796,0.43675219638164214,0.3393106826168666,0.19128588892393364,0.5492227979274611,0.45077720207253885,0.9015544041450777,39,24,1,129,0.20207253886010362,0.12435233160621761,0.0051813471502590676,0.6683937823834197,0.07772020725388601,63,0.07692583360960925,OK,ES|ASIA,0.4502623367266319,5,3,7.772020725388601,True,MIXED_OR_NULL
ES,ASIA,SESSION_30_TO_60,FROM_BELOW,3,1.0,162,193,1.191358024691358,99,94,0,0.5129533678756477,0.48704663212435234,0.025906735751295335,0.7734911416953507,0.08524858502434134,0.5615096327551874,0.4659217270476195,0.14730723699370474,0.5595854922279793,0.44041450777202074,0.9015544041450777,53,36,1,103,0.27461139896373055,0.18652849740932642,0.0051813471502590676,0.533678756476684,0.08808290155440412,89,0.08932073673118937,OK,ES|ASIA,0.4502623367266319,5,4,8.808290155440412,True,MIXED_OR_NULL
ES,ASIA,SESSION_30_TO_60,FROM_BELOW,4,1.0,162,193,1.191358024691358,99,94,0,0.5129533678756477,0.48704663212435234,0.025906735751295335,0.7734911416953507,0.17267813667335383,0.6715508980346583,0.5330889218497498,0.1109179353347024,0.5440414507772021,0.45595854922279794,0.9015544041450777,62,48,1,82,0.32124352331606215,0.24870466321243523,0.0051813471502590676,0.42487046632124353,0.07253886010362692,110,0.21497653774329686,OK,ES|ASIA,0.4559034761547472,5,4,7.2538860103626925,True,MIXED_OR_NULL
ES,ASIA,SESSION_30_TO_60,FROM_BELOW,6,1.0,162,193,1.191358024691358,99,94,0,0.5129533678756477,0.48704663212435234,0.025906735751295335,0.7734911416953507,0.15165343902310724,0.848335614454784,0.6426087294505234,0.11843392257963256,0.5492227979274611,0.45077720207253885,0.9015544041450777,77,60,1,55,0.39896373056994816,0.31088082901554404,0.0051813471502590676,0.2849740932642487,0.08808290155440412,137,0.17140890326024463,OK,ES|ASIA,0.4502623367266319,5,3,8.808290155440412,True,MIXED_OR_NULL
